#	E_gun	I_gun(pA)
@	900	2.9
#V_apd	I_apd(nA)	ErrI_apd
0	1.85		0.01
10	6.48		0.01
20	9.53		0.01
40	13.01		0.01
60	15.44		0.01
100	17.98		0.01
150	19.60		0.01
200	23.33		0.01
250	25.77		0.01
300	46.18		0.01
340	57.73		0.01
345	59.51		0.01
350	62.34		0.01
355	65.13		0.01
360	68.84		0.01
365	73.19		0.01
370	78.76		0.01
375	86.51		0.01
380	99.78		0.01
381	103.19		0.01
382	109.59		0.01
383	114.65		0.01
384	123.6		0.1 
385	144.1		0.1 
386	207		1   
387	11490		100 
