#V_apd	I_apd(nA)	ErrI_apd
0	6.15		0.01 
10	10.98		0.01
20	13.63		0.01
40	17.56		0.01
60	20.2		0.1
100	22.6		0.1
150	23.8		0.1
200	26.4		0.1
250	31.3		0.1
300	56.1		0.1
340	81.5		0.1
345	87.3		0.1
350	94.5		0.1
355	104.5		0.1
360	116		1
365	132		1
370	158		1
375	202		1
380	296		1
381	324		1
382	353		1
383	409		1
384	480		5
385	605		5
386	815		5

