#V_apd	I_apd(nA)	ErrI_apd
0	6.914		0.005	  
10 	10.78		0.01
20 	13.22		0.01
40 	16.21		0.01
60 	19.18		0.01
100	22.5		0.1
150	23.2		0.1
200	25.14		0.01
250	29.55		0.01
300	52.26		0.01
340	76.5		0.1
345	82.5		0.1
350	89.6		0.1
355	98.9		0.1
360	111.1		0.1
365	128.2		0.1
370	152.9		0.1
375	198.3		0.5
380	296.5		0.5
381	324.5		0.5
382	373.5		0.5
383	425.5		0.5
384	525		1
385	686		1
386	983		1
