#	E_gun	I_gun(pA)
@	500	1210
#V_apd	I_apd(nA)	ErrI_apd
0	5.12		0.01  
10 	12.45		0.01
20 	14.52		0.01
40 	17.59		0.01
60 	20.79		0.05
100	22.27		0.05
150	23.16		0.01
200	25.20		0.01
250	29.77		0.05
300	52.64		0.05
340	77.16		0.05
345	82.01		0.05
350	90.4		0.1
355	99.1		0.1
360	112.1		0.1
365	129.2		0.1
370	155.3		0.1
375	199.1		0.1
380	302.5		0.5
381	335		1
382	381		1
383	445		1
384	546		1
385	712		1
386	1031		1
