Data: venerdì 15 maggio 2020	Ora: 12:20
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 250.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
250.000000	165.000000
250.250000	180.000000
250.500000	191.000000
250.750000	207.000000
251.000000	195.000000
251.250000	213.000000
251.500000	220.000000
251.750000	212.000000
252.000000	235.000000
252.250000	236.000000
252.500000	241.000000
252.750000	265.000000
253.000000	280.000000
253.250000	253.000000
253.500000	271.000000
253.750000	298.000000
254.000000	281.000000
254.250000	308.000000
254.500000	326.000000
254.750000	336.000000
255.000000	319.000000
255.250000	369.000000
255.500000	339.000000
255.750000	325.000000
256.000000	329.000000
256.250000	363.000000
256.500000	376.000000
256.750000	372.000000
257.000000	404.000000
257.250000	395.000000
257.500000	436.000000
257.750000	430.000000
258.000000	400.000000
258.250000	441.000000
258.500000	481.000000
258.750000	435.000000
259.000000	455.000000
259.250000	497.000000
259.500000	475.000000
259.750000	497.000000
260.000000	503.000000
260.250000	502.000000
260.500000	530.000000
260.750000	587.000000
261.000000	568.000000
261.250000	561.000000
261.500000	533.000000
261.750000	554.000000
262.000000	575.000000
262.250000	578.000000
262.500000	595.000000
262.750000	613.000000
263.000000	607.000000
263.250000	672.000000
263.500000	596.000000
263.750000	614.000000
264.000000	656.000000
264.250000	643.000000
264.500000	624.000000
264.750000	631.000000
265.000000	657.000000
265.250000	702.000000
265.500000	707.000000
265.750000	631.000000
266.000000	661.000000
266.250000	712.000000
266.500000	664.000000
266.750000	718.000000
267.000000	667.000000
267.250000	730.000000
267.500000	646.000000
267.750000	643.000000
268.000000	669.000000
268.250000	668.000000
268.500000	631.000000
268.750000	695.000000
269.000000	648.000000
269.250000	680.000000
269.500000	687.000000
269.750000	653.000000
270.000000	635.000000
270.250000	617.000000
270.500000	606.000000
270.750000	628.000000
271.000000	618.000000
271.250000	614.000000
271.500000	600.000000
271.750000	553.000000
272.000000	528.000000
272.250000	576.000000
272.500000	547.000000
272.750000	548.000000
273.000000	529.000000
273.250000	498.000000
273.500000	493.000000
273.750000	510.000000
274.000000	461.000000
274.250000	471.000000
274.500000	453.000000
274.750000	461.000000
275.000000	454.000000
275.250000	445.000000
275.500000	477.000000
275.750000	413.000000
276.000000	370.000000
276.250000	411.000000
276.500000	357.000000
276.750000	376.000000
277.000000	380.000000
277.250000	368.000000
277.500000	371.000000
277.750000	371.000000
278.000000	350.000000
278.250000	353.000000
278.500000	314.000000
278.750000	321.000000
279.000000	311.000000
279.250000	309.000000
279.500000	262.000000
279.750000	298.000000
280.000000	280.000000
280.250000	265.000000
280.500000	281.000000
280.750000	288.000000
281.000000	276.000000
281.250000	280.000000
281.500000	218.000000
281.750000	247.000000
282.000000	265.000000
282.250000	222.000000
282.500000	229.000000
282.750000	233.000000
283.000000	233.000000
283.250000	216.000000
283.500000	192.000000
283.750000	201.000000
284.000000	214.000000
284.250000	212.000000
284.500000	185.000000
284.750000	189.000000
285.000000	203.000000
285.250000	190.000000
285.500000	178.000000
285.750000	191.000000
286.000000	181.000000
286.250000	156.000000
286.500000	164.000000
286.750000	172.000000
287.000000	163.000000
287.250000	161.000000
287.500000	144.000000
287.750000	143.000000
288.000000	125.000000
288.250000	126.000000
288.500000	141.000000
288.750000	138.000000
289.000000	131.000000
289.250000	119.000000
289.500000	129.000000
289.750000	129.000000
290.000000	118.000000
290.250000	95.000000
290.500000	120.000000
290.750000	96.000000
291.000000	106.000000
291.250000	101.000000
291.500000	110.000000
291.750000	102.000000
292.000000	93.000000
292.250000	89.000000
292.500000	102.000000
292.750000	86.000000
293.000000	80.000000
293.250000	89.000000
293.500000	91.000000
293.750000	77.000000
294.000000	78.000000
294.250000	71.000000
294.500000	57.000000
294.750000	80.000000
295.000000	67.000000
295.250000	66.000000
295.500000	64.000000
295.750000	70.000000
296.000000	71.000000
296.250000	63.000000
296.500000	63.000000
