Data: giovedì 7 maggio 2020	Ora: 14:24
302.750000	482.000000
303.000000	493.000000
303.250000	487.000000
303.500000	502.000000
303.750000	495.000000
304.000000	483.000000
304.250000	487.000000
304.500000	503.000000
304.750000	488.000000
305.000000	508.000000
305.250000	494.000000
305.500000	480.000000
305.750000	468.000000
306.000000	477.000000
306.250000	482.000000
306.500000	462.000000
306.750000	462.000000
307.000000	468.000000
307.250000	476.000000
307.500000	482.000000
307.750000	475.000000
308.000000	492.000000
308.250000	458.000000
308.500000	477.000000
308.750000	495.000000
309.000000	478.000000
309.250000	480.000000
309.500000	484.000000
309.750000	483.000000
310.000000	476.000000
310.250000	469.000000
310.500000	447.000000
310.750000	491.000000
311.000000	459.000000
311.250000	486.000000
311.500000	446.000000
311.750000	461.000000
312.000000	458.000000
312.250000	458.000000
312.500000	474.000000
312.750000	460.000000
313.000000	470.000000
313.250000	465.000000
313.500000	467.000000
313.750000	441.000000
314.000000	461.000000
314.250000	459.000000
314.500000	456.000000
314.750000	465.000000
315.000000	456.000000
315.250000	454.000000
315.500000	447.000000
315.750000	436.000000
316.000000	432.000000
316.250000	453.000000
316.500000	438.000000
316.750000	424.000000
317.000000	434.000000
317.250000	426.000000
317.500000	416.000000
317.750000	435.000000
318.000000	443.000000
318.250000	438.000000
318.500000	421.000000
318.750000	427.000000
319.000000	429.000000
319.250000	417.000000
319.500000	407.000000
319.750000	398.000000
320.000000	389.000000
320.250000	411.000000
320.500000	403.000000
320.750000	405.000000
321.000000	414.000000
321.250000	400.000000
321.500000	404.000000
321.750000	406.000000
322.000000	427.000000
322.250000	433.000000
322.500000	401.000000
322.750000	392.000000
323.000000	396.000000
323.250000	384.000000
323.500000	410.000000
323.750000	371.000000
324.000000	393.000000
324.250000	384.000000
324.500000	386.000000
324.750000	391.000000
325.000000	373.000000
325.250000	387.000000
325.500000	355.000000
325.750000	384.000000
326.000000	378.000000
326.250000	365.000000
326.500000	372.000000
326.750000	375.000000
327.000000	370.000000
327.250000	363.000000
327.500000	359.000000
327.750000	353.000000
328.000000	349.000000
328.250000	371.000000
328.500000	355.000000
328.750000	361.000000
329.000000	348.000000
329.250000	355.000000
329.500000	339.000000
329.750000	342.000000
330.000000	321.000000
330.250000	345.000000
330.500000	327.000000
330.750000	344.000000
331.000000	319.000000
331.250000	331.000000
331.500000	339.000000
331.750000	307.000000
332.000000	295.000000
332.250000	331.000000
332.500000	311.000000
332.750000	310.000000
333.000000	323.000000
333.250000	305.000000
333.500000	307.000000
333.750000	313.000000
334.000000	309.000000
334.250000	326.000000
334.500000	305.000000
334.750000	303.000000
335.000000	302.000000
335.250000	281.000000
335.500000	301.000000
335.750000	294.000000
336.000000	277.000000
336.250000	283.000000
336.500000	268.000000
336.750000	299.000000
337.000000	295.000000
337.250000	279.000000
337.500000	263.000000
337.750000	281.000000
338.000000	244.000000
338.250000	269.000000
338.500000	255.000000
338.750000	264.000000
339.000000	261.000000
339.250000	249.000000
339.500000	240.000000
339.750000	227.000000
340.000000	244.000000
340.250000	216.000000
340.500000	237.000000
340.750000	235.000000
341.000000	222.000000
341.250000	215.000000
341.500000	235.000000
341.750000	206.000000
342.000000	207.000000
342.250000	197.000000
342.500000	213.000000
342.750000	210.000000
343.000000	205.000000
