Data: giovedì 7 maggio 2020	Ora: 14:24
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 256.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  5.00	Number of scans:  1	Total acq. time (s):  5.00
******************************************************
256.000000	98.000000
256.250000	129.000000
256.500000	111.000000
256.750000	123.000000
257.000000	125.000000
257.250000	127.000000
257.500000	129.000000
257.750000	135.000000
258.000000	121.000000
258.250000	138.000000
258.500000	141.000000
258.750000	146.000000
259.000000	141.000000
259.250000	143.000000
259.500000	155.000000
259.750000	144.000000
260.000000	136.000000
260.250000	135.000000
260.500000	149.000000
260.750000	155.000000
261.000000	127.000000
261.250000	146.000000
261.500000	152.000000
261.750000	154.000000
262.000000	161.000000
262.250000	167.000000
262.500000	159.000000
262.750000	172.000000
263.000000	168.000000
263.250000	176.000000
263.500000	164.000000
263.750000	185.000000
264.000000	193.000000
264.250000	170.000000
264.500000	187.000000
264.750000	201.000000
265.000000	193.000000
265.250000	200.000000
265.500000	204.000000
265.750000	194.000000
266.000000	201.000000
266.250000	212.000000
266.500000	206.000000
266.750000	210.000000
267.000000	201.000000
267.250000	221.000000
267.500000	212.000000
267.750000	232.000000
268.000000	213.000000
268.250000	224.000000
268.500000	231.000000
268.750000	237.000000
269.000000	232.000000
269.250000	216.000000
269.500000	232.000000
269.750000	238.000000
270.000000	234.000000
270.250000	243.000000
270.500000	276.000000
270.750000	257.000000
271.000000	263.000000
271.250000	267.000000
271.500000	262.000000
271.750000	280.000000
272.000000	285.000000
272.250000	284.000000
272.500000	295.000000
272.750000	293.000000
273.000000	281.000000
273.250000	281.000000
273.500000	280.000000
273.750000	315.000000
274.000000	314.000000
274.250000	303.000000
274.500000	328.000000
274.750000	319.000000
275.000000	312.000000
275.250000	320.000000
275.500000	332.000000
275.750000	334.000000
276.000000	336.000000
276.250000	346.000000
276.500000	352.000000
276.750000	344.000000
277.000000	342.000000
277.250000	346.000000
277.500000	359.000000
277.750000	355.000000
278.000000	364.000000
278.250000	347.000000
278.500000	355.000000
278.750000	346.000000
279.000000	374.000000
279.250000	390.000000
279.500000	396.000000
279.750000	403.000000
280.000000	385.000000
280.250000	380.000000
280.500000	390.000000
280.750000	391.000000
281.000000	416.000000
281.250000	413.000000
281.500000	408.000000
281.750000	391.000000
282.000000	387.000000
282.250000	401.000000
282.500000	413.000000
282.750000	416.000000
283.000000	418.000000
283.250000	421.000000
283.500000	428.000000
283.750000	419.000000
284.000000	425.000000
284.250000	417.000000
284.500000	424.000000
284.750000	430.000000
285.000000	417.000000
285.250000	429.000000
285.500000	451.000000
285.750000	423.000000
286.000000	450.000000
286.250000	422.000000
286.500000	441.000000
286.750000	441.000000
287.000000	446.000000
287.250000	439.000000
287.500000	468.000000
287.750000	440.000000
288.000000	439.000000
288.250000	440.000000
288.500000	442.000000
288.750000	458.000000
289.000000	444.000000
289.250000	465.000000
289.500000	475.000000
289.750000	458.000000
290.000000	461.000000
290.250000	465.000000
290.500000	460.000000
290.750000	478.000000
291.000000	445.000000
291.250000	480.000000
291.500000	470.000000
291.750000	472.000000
292.000000	462.000000
292.250000	471.000000
292.500000	476.000000
292.750000	474.000000
293.000000	496.000000
293.250000	476.000000
293.500000	477.000000
293.750000	478.000000
294.000000	492.000000
294.250000	480.000000
294.500000	489.000000
294.750000	502.000000
295.000000	497.000000
295.250000	484.000000
295.500000	496.000000
295.750000	498.000000
296.000000	507.000000
296.250000	498.000000
296.500000	489.000000
296.750000	495.000000
297.000000	506.000000
297.250000	478.000000
297.500000	507.000000
297.750000	507.000000
298.000000	498.000000
298.250000	508.000000
298.500000	499.000000
298.750000	498.000000
299.000000	492.000000
299.250000	506.000000
299.500000	496.000000
299.750000	477.000000
300.000000	485.000000
300.250000	511.000000
300.500000	512.000000
300.750000	478.000000
301.000000	507.000000
301.250000	503.000000
301.500000	520.000000
301.750000	492.000000
302.000000	470.000000
302.250000	504.000000
302.500000	478.000000
