Data: giovedì 7 maggio 2020	Ora: 12:53
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 256.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  5.00	Number of scans:  1	Total acq. time (s):  5.00
******************************************************
256.000000	600.000000
256.250000	586.000000
256.500000	648.000000
256.750000	662.000000
257.000000	651.000000
257.250000	656.000000
257.500000	685.000000
257.750000	679.000000
258.000000	683.000000
258.250000	700.000000
258.500000	673.000000
258.750000	683.000000
259.000000	710.000000
259.250000	682.000000
259.500000	703.000000
259.750000	709.000000
260.000000	703.000000
260.250000	721.000000
260.500000	722.000000
260.750000	729.000000
261.000000	714.000000
261.250000	699.000000
261.500000	720.000000
261.750000	717.000000
262.000000	718.000000
262.250000	749.000000
262.500000	733.000000
262.750000	724.000000
263.000000	712.000000
263.250000	709.000000
263.500000	694.000000
263.750000	723.000000
264.000000	733.000000
264.250000	752.000000
264.500000	718.000000
264.750000	734.000000
265.000000	745.000000
265.250000	728.000000
265.500000	701.000000
265.750000	729.000000
266.000000	740.000000
266.250000	681.000000
266.500000	710.000000
266.750000	700.000000
267.000000	733.000000
267.250000	719.000000
267.500000	693.000000
267.750000	699.000000
268.000000	705.000000
268.250000	711.000000
268.500000	716.000000
268.750000	713.000000
269.000000	665.000000
269.250000	724.000000
269.500000	703.000000
269.750000	704.000000
270.000000	719.000000
270.250000	709.000000
270.500000	711.000000
270.750000	708.000000
271.000000	708.000000
271.250000	687.000000
271.500000	708.000000
271.750000	683.000000
272.000000	670.000000
272.250000	685.000000
272.500000	688.000000
272.750000	694.000000
273.000000	710.000000
273.250000	682.000000
273.500000	645.000000
273.750000	645.000000
274.000000	672.000000
274.250000	681.000000
274.500000	675.000000
274.750000	676.000000
275.000000	664.000000
275.250000	680.000000
275.500000	693.000000
275.750000	677.000000
276.000000	667.000000
276.250000	641.000000
276.500000	655.000000
276.750000	645.000000
277.000000	663.000000
277.250000	654.000000
277.500000	645.000000
277.750000	635.000000
278.000000	665.000000
278.250000	633.000000
278.500000	630.000000
278.750000	640.000000
279.000000	626.000000
279.250000	641.000000
279.500000	637.000000
279.750000	619.000000
280.000000	608.000000
280.250000	606.000000
280.500000	580.000000
280.750000	592.000000
281.000000	610.000000
281.250000	606.000000
281.500000	580.000000
281.750000	581.000000
282.000000	598.000000
282.250000	565.000000
282.500000	567.000000
282.750000	590.000000
283.000000	562.000000
283.250000	576.000000
283.500000	566.000000
283.750000	552.000000
284.000000	562.000000
284.250000	573.000000
284.500000	567.000000
284.750000	557.000000
285.000000	578.000000
285.250000	567.000000
285.500000	540.000000
285.750000	549.000000
286.000000	542.000000
286.250000	558.000000
286.500000	546.000000
286.750000	545.000000
287.000000	519.000000
287.250000	525.000000
287.500000	552.000000
287.750000	513.000000
288.000000	530.000000
288.250000	515.000000
288.500000	539.000000
288.750000	521.000000
289.000000	522.000000
289.250000	526.000000
289.500000	531.000000
289.750000	520.000000
290.000000	517.000000
290.250000	519.000000
290.500000	537.000000
290.750000	533.000000
291.000000	533.000000
291.250000	525.000000
291.500000	512.000000
291.750000	535.000000
292.000000	510.000000
292.250000	520.000000
292.500000	504.000000
292.750000	505.000000
293.000000	525.000000
293.250000	502.000000
293.500000	509.000000
293.750000	505.000000
294.000000	483.000000
294.250000	504.000000
294.500000	475.000000
294.750000	499.000000
295.000000	532.000000
295.250000	501.000000
295.500000	520.000000
295.750000	497.000000
296.000000	486.000000
296.250000	487.000000
296.500000	487.000000
296.750000	498.000000
297.000000	488.000000
297.250000	501.000000
297.500000	503.000000
297.750000	511.000000
298.000000	504.000000
298.250000	499.000000
298.500000	488.000000
298.750000	481.000000
299.000000	492.000000
299.250000	475.000000
299.500000	479.000000
299.750000	459.000000
300.000000	435.000000
300.250000	466.000000
300.500000	467.000000
300.750000	447.000000
301.000000	464.000000
301.250000	453.000000
301.500000	476.000000
301.750000	450.000000
302.000000	453.000000
302.250000	443.000000
302.500000	429.000000
