Data: giovedì 7 maggio 2020	Ora: 15:53
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 256.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
256.000000	243.000000
256.250000	234.000000
256.500000	212.000000
256.750000	263.000000
257.000000	255.000000
257.250000	250.000000
257.500000	250.000000
257.750000	250.000000
258.000000	252.000000
258.250000	240.000000
258.500000	206.000000
258.750000	241.000000
259.000000	267.000000
259.250000	229.000000
259.500000	243.000000
259.750000	250.000000
260.000000	233.000000
260.250000	222.000000
260.500000	221.000000
260.750000	220.000000
261.000000	225.000000
261.250000	222.000000
261.500000	247.000000
261.750000	219.000000
262.000000	243.000000
262.250000	256.000000
262.500000	201.000000
262.750000	230.000000
263.000000	199.000000
263.250000	251.000000
263.500000	231.000000
263.750000	214.000000
264.000000	208.000000
264.250000	230.000000
264.500000	222.000000
264.750000	237.000000
265.000000	240.000000
265.250000	241.000000
265.500000	249.000000
265.750000	252.000000
266.000000	205.000000
266.250000	248.000000
266.500000	205.000000
266.750000	232.000000
267.000000	251.000000
267.250000	211.000000
267.500000	221.000000
267.750000	214.000000
268.000000	201.000000
268.250000	224.000000
268.500000	246.000000
268.750000	213.000000
269.000000	218.000000
269.250000	200.000000
269.500000	212.000000
269.750000	206.000000
270.000000	211.000000
270.250000	207.000000
270.500000	214.000000
270.750000	225.000000
271.000000	206.000000
271.250000	210.000000
271.500000	193.000000
271.750000	197.000000
272.000000	227.000000
272.250000	173.000000
272.500000	203.000000
272.750000	195.000000
273.000000	205.000000
273.250000	209.000000
273.500000	196.000000
273.750000	193.000000
274.000000	210.000000
274.250000	183.000000
274.500000	201.000000
274.750000	179.000000
275.000000	184.000000
275.250000	195.000000
275.500000	203.000000
275.750000	214.000000
276.000000	180.000000
276.250000	176.000000
276.500000	188.000000
276.750000	213.000000
277.000000	201.000000
277.250000	178.000000
277.500000	195.000000
277.750000	190.000000
278.000000	166.000000
278.250000	178.000000
278.500000	181.000000
278.750000	164.000000
279.000000	158.000000
279.250000	188.000000
279.500000	168.000000
279.750000	181.000000
280.000000	173.000000
280.250000	176.000000
280.500000	158.000000
280.750000	199.000000
281.000000	188.000000
281.250000	177.000000
281.500000	183.000000
281.750000	188.000000
282.000000	162.000000
282.250000	189.000000
282.500000	171.000000
282.750000	156.000000
283.000000	166.000000
283.250000	161.000000
283.500000	148.000000
283.750000	140.000000
284.000000	156.000000
284.250000	169.000000
284.500000	143.000000
284.750000	166.000000
285.000000	163.000000
285.250000	130.000000
285.500000	164.000000
285.750000	147.000000
286.000000	155.000000
286.250000	140.000000
286.500000	170.000000
286.750000	169.000000
287.000000	141.000000
287.250000	135.000000
287.500000	154.000000
287.750000	154.000000
288.000000	151.000000
288.250000	151.000000
288.500000	141.000000
288.750000	150.000000
289.000000	169.000000
289.250000	129.000000
289.500000	180.000000
289.750000	142.000000
290.000000	140.000000
290.250000	156.000000
290.500000	132.000000
290.750000	139.000000
291.000000	139.000000
291.250000	141.000000
291.500000	123.000000
291.750000	157.000000
292.000000	165.000000
292.250000	141.000000
292.500000	136.000000
292.750000	135.000000
293.000000	133.000000
293.250000	130.000000
293.500000	154.000000
293.750000	134.000000
294.000000	125.000000
294.250000	115.000000
294.500000	118.000000
294.750000	112.000000
295.000000	125.000000
295.250000	129.000000
295.500000	122.000000
295.750000	111.000000
296.000000	114.000000
296.250000	106.000000
296.500000	123.000000
296.750000	114.000000
297.000000	108.000000
297.250000	97.000000
297.500000	106.000000
297.750000	101.000000
298.000000	107.000000
298.250000	107.000000
298.500000	96.000000
298.750000	119.000000
299.000000	100.000000
299.250000	113.000000
299.500000	91.000000
299.750000	116.000000
300.000000	94.000000
300.250000	102.000000
300.500000	104.000000
300.750000	103.000000
301.000000	100.000000
301.250000	93.000000
301.500000	95.000000
301.750000	90.000000
302.000000	94.000000
302.250000	89.000000
302.500000	89.000000
