Data: venerdì 15 maggio 2020	Ora: 13:18
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 250.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
250.000000	124.000000
250.250000	137.000000
250.500000	146.000000
250.750000	166.000000
251.000000	158.000000
251.250000	195.000000
251.500000	176.000000
251.750000	230.000000
252.000000	211.000000
252.250000	231.000000
252.500000	248.000000
252.750000	270.000000
253.000000	255.000000
253.250000	294.000000
253.500000	312.000000
253.750000	304.000000
254.000000	318.000000
254.250000	327.000000
254.500000	360.000000
254.750000	380.000000
255.000000	376.000000
255.250000	399.000000
255.500000	436.000000
255.750000	441.000000
256.000000	436.000000
256.250000	487.000000
256.500000	522.000000
256.750000	519.000000
257.000000	503.000000
257.250000	490.000000
257.500000	494.000000
257.750000	516.000000
258.000000	552.000000
258.250000	555.000000
258.500000	550.000000
258.750000	570.000000
259.000000	537.000000
259.250000	545.000000
259.500000	621.000000
259.750000	581.000000
260.000000	589.000000
260.250000	574.000000
260.500000	610.000000
260.750000	609.000000
261.000000	606.000000
261.250000	603.000000
261.500000	579.000000
261.750000	616.000000
262.000000	579.000000
262.250000	624.000000
262.500000	640.000000
262.750000	594.000000
263.000000	614.000000
263.250000	660.000000
263.500000	668.000000
263.750000	641.000000
264.000000	631.000000
264.250000	647.000000
264.500000	605.000000
264.750000	671.000000
265.000000	628.000000
265.250000	618.000000
265.500000	610.000000
265.750000	666.000000
266.000000	675.000000
266.250000	656.000000
266.500000	641.000000
266.750000	681.000000
267.000000	639.000000
267.250000	661.000000
267.500000	649.000000
267.750000	681.000000
268.000000	643.000000
268.250000	628.000000
268.500000	646.000000
268.750000	640.000000
269.000000	641.000000
269.250000	685.000000
269.500000	689.000000
269.750000	656.000000
270.000000	691.000000
270.250000	668.000000
270.500000	676.000000
270.750000	718.000000
271.000000	665.000000
271.250000	628.000000
271.500000	664.000000
271.750000	639.000000
272.000000	657.000000
272.250000	634.000000
272.500000	652.000000
272.750000	772.000000
273.000000	693.000000
273.250000	630.000000
273.500000	627.000000
273.750000	660.000000
274.000000	698.000000
274.250000	634.000000
274.500000	624.000000
274.750000	622.000000
275.000000	638.000000
275.250000	630.000000
275.500000	606.000000
275.750000	622.000000
276.000000	634.000000
276.250000	640.000000
276.500000	585.000000
276.750000	628.000000
277.000000	628.000000
277.250000	611.000000
277.500000	593.000000
277.750000	587.000000
278.000000	611.000000
278.250000	621.000000
278.500000	605.000000
278.750000	623.000000
279.000000	554.000000
279.250000	617.000000
279.500000	554.000000
279.750000	594.000000
280.000000	583.000000
280.250000	551.000000
280.500000	598.000000
280.750000	565.000000
281.000000	590.000000
281.250000	538.000000
281.500000	547.000000
281.750000	552.000000
282.000000	515.000000
282.250000	526.000000
282.500000	562.000000
282.750000	544.000000
283.000000	508.000000
283.250000	532.000000
283.500000	518.000000
283.750000	501.000000
284.000000	531.000000
284.250000	553.000000
284.500000	513.000000
284.750000	521.000000
285.000000	520.000000
285.250000	515.000000
285.500000	500.000000
285.750000	482.000000
286.000000	489.000000
286.250000	511.000000
286.500000	508.000000
286.750000	506.000000
287.000000	508.000000
287.250000	474.000000
287.500000	517.000000
287.750000	476.000000
288.000000	466.000000
288.250000	492.000000
288.500000	505.000000
288.750000	480.000000
289.000000	438.000000
289.250000	463.000000
289.500000	416.000000
289.750000	437.000000
290.000000	435.000000
290.250000	465.000000
290.500000	484.000000
290.750000	447.000000
291.000000	464.000000
291.250000	431.000000
291.500000	476.000000
291.750000	427.000000
292.000000	442.000000
292.250000	446.000000
292.500000	418.000000
292.750000	474.000000
293.000000	454.000000
293.250000	419.000000
293.500000	397.000000
293.750000	416.000000
294.000000	426.000000
294.250000	405.000000
294.500000	400.000000
294.750000	472.000000
295.000000	408.000000
295.250000	386.000000
295.500000	409.000000
295.750000	404.000000
296.000000	364.000000
296.250000	427.000000
296.500000	372.000000
