Data: mercoledì 20 maggio 2020	Ora: 15:30
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1.00	Max (eV): 19.50	Step (eV): 0.05	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 19.50
polar angle (deg): 266.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 25	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 17
******************************************************
Acq. time (s):  0.50	Number of scans:  3	Total acq. time (s):  1.50
******************************************************
0.068946	5.818182
0.121467	4.848485
0.173988	3.909091
0.226509	3.454545
0.279030	3.505051
0.331551	2.404040
0.384072	3.131313
0.436593	2.530303
0.489114	3.196970
0.541635	3.236364
0.594156	2.945455
0.646677	2.967677
0.699198	3.272727
0.751719	3.414141
0.804240	3.679654
0.856761	4.040043
0.909282	5.250000
0.961803	5.825758
1.014324	6.983165
1.066845	8.397306
1.119366	11.894949
1.171887	15.660606
1.224408	19.222039
1.276929	24.760331
1.329450	25.911846
1.381971	28.979798
1.434492	29.171717
1.487013	28.372183
1.539534	28.023310
1.592055	26.544789
1.644576	27.168831
1.697097	25.342569
1.749618	26.428283
1.802139	25.010101
1.854660	26.509091
1.907181	25.954545
1.959702	26.553699
2.012223	27.625000
2.064744	26.483512
2.117265	29.049242
2.169786	28.854501
2.222307	32.575758
2.274828	32.246212
2.327349	34.727718
2.379870	36.909091
2.432391	38.226827
2.484912	41.871212
2.537433	42.920455
2.589954	47.780303
2.642475	49.863636
2.694996	54.435160
2.747517	59.488636
2.800038	64.282086
2.852559	71.000000
2.905080	76.525624
2.957601	85.988636
3.010122	93.740865
3.062643	102.469697
3.115164	115.537879
3.167685	126.225936
3.220206	143.250000
3.272727	160.520499
3.325248	176.503788
3.377769	187.760695
3.430290	196.590909
3.482811	207.045900
3.535332	212.026515
3.587853	218.594697
3.640374	224.206774
3.692895	227.587121
3.745416	231.916667
3.797937	232.352273
3.850458	236.620321
3.902979	233.064394
3.955500	236.795455
4.008021	222.490196
4.060542	218.617424
4.113063	207.648619
4.165584	196.731061
4.218105	188.070187
4.270626	175.291667
4.323147	166.930481
4.375668	154.397727
4.428189	150.022727
4.480710	138.572861
4.533231	134.723485
4.585752	124.535205
4.638273	119.003788
4.690794	113.817291
4.743316	105.852273
4.795837	103.104501
4.848358	94.924242
4.900879	92.712121
4.953400	86.416667
5.005921	82.852273
5.058442	78.726381
5.110963	73.579545
5.163484	70.311497
5.216005	66.223485
5.268526	62.310606
5.321047	55.539884
5.373568	53.238636
5.426089	47.939840
5.478610	44.625000
5.531131	40.746212
5.583652	38.212121
5.636173	36.044118
5.688694	33.030303
5.741215	31.026515
5.793736	28.200980
5.846257	27.662879
5.898778	25.711230
5.951299	23.837121
6.003820	22.826649
6.056341	21.405303
6.108862	21.078877
6.161383	19.037879
6.213904	18.666667
6.266425	17.342469
6.318946	16.492424
6.371467	15.913324
6.423988	14.742424
6.476509	14.600267
6.529030	13.507576
6.581551	13.458333
6.634072	12.064840
6.686593	12.348485
6.739114	11.465909
6.791635	11.212121
6.844156	10.858957
6.896677	10.500000
6.949198	10.046569
7.001719	9.443182
7.054240	9.469697
7.106761	9.028966
7.159282	8.924242
7.211803	8.695187
7.264324	8.401515
7.316845	7.760027
7.369366	7.920455
7.421887	7.418449
7.474408	6.935606
7.526929	7.041667
7.579450	6.565508
7.631971	6.708333
7.684492	6.489750
7.737013	6.215909
7.789534	6.401961
7.842055	5.939394
7.894576	5.715909
7.947097	5.426248
7.999618	5.719697
8.052139	5.284982
8.104660	5.208333
8.157181	5.036096
8.209702	5.261364
8.262223	4.592023
8.314744	4.636364
8.367265	4.613636
8.419786	4.385250
8.472307	4.435606
8.524828	4.201426
8.577349	4.250000
8.629870	4.219029
8.682391	3.939394
8.734912	3.944519
8.787433	3.784091
8.839954	3.912879
8.892475	3.685829
8.944996	3.863636
8.997517	3.776961
9.050038	3.632576
9.102559	3.492424
9.155080	3.329545
9.207601	3.515152
9.260122	3.378788
9.312643	3.420455
9.365164	3.267157
9.417685	3.348485
9.470206	3.111408
9.522727	3.265152
9.575248	2.845588
9.627769	2.935606
9.680290	2.939394
9.732811	2.955437
9.785332	2.840909
9.837853	2.747326
9.890374	2.712121
9.942895	2.737745
9.995416	2.844697
10.047937	2.700758
10.100458	2.723485
10.152979	2.590909
10.205500	2.559269
10.258021	2.507576
10.310542	2.581774
10.363063	2.522727
10.415584	2.444073
10.468105	2.450758
10.520626	2.371212
10.573147	2.266266
10.625668	2.352273
10.678189	2.428253
10.730710	2.064394
10.783231	2.257576
10.835752	2.253788
10.888273	2.184492
10.940794	2.208333
10.993316	2.159091
11.045837	2.092246
11.098358	2.151515
11.150879	1.946970
11.203400	2.011364
11.255921	2.102496
11.308442	1.931818
11.360963	2.008244
11.413484	1.901515
11.466005	1.863636
11.518526	1.977718
11.571047	1.912879
11.623568	1.793226
11.676089	1.833333
11.728610	1.647950
11.781131	1.837121
11.833652	1.715909
11.886173	1.703877
11.938694	1.689394
11.991215	1.586453
12.043736	1.632576
12.096257	1.680036
12.148778	1.560606
12.201299	1.655971
12.253820	1.481061
12.306341	1.500000
12.358862	1.566845
12.411383	1.496212
12.463904	1.404857
12.516425	1.439394
12.568946	1.409759
12.621467	1.390152
12.673988	1.364973
12.726509	1.318182
12.779030	1.390152
12.831551	1.233957
12.884072	1.193182
12.936593	1.214127
12.989114	1.272727
13.041635	1.094474
13.094156	1.090909
13.146677	1.181818
13.199198	1.062611
13.251719	1.151515
13.304240	1.104501
13.356761	1.079545
13.409282	1.092469
13.461803	1.083333
13.514324	0.943627
13.566845	1.007576
13.619366	1.037879
13.671887	0.914884
13.724408	0.981061
13.776929	0.968806
13.829450	0.969697
13.881971	0.973262
13.934492	0.981061
13.987013	0.909314
14.039534	0.886364
14.092055	0.984848
14.144576	0.944742
14.197097	1.075758
14.249618	0.888146
14.302139	1.060606
14.354660	0.965463
14.407181	0.992424
14.459702	0.996212
14.512223	1.023841
14.564744	0.958333
14.617265	0.945410
14.669786	0.965909
14.722307	0.979724
14.774828	0.943182
14.827349	0.868984
14.879870	0.753788
14.932391	0.719697
14.984912	0.801248
15.037433	0.693182
15.089954	0.757130
15.142475	0.814394
15.194996	0.563948
15.247517	0.643939
15.300038	0.557264
15.352559	0.522727
15.405080	0.545455
15.457601	0.576426
15.510122	0.481061
15.562643	0.485294
15.615164	0.518939
15.667685	0.425357
15.720206	0.454545
15.772727	0.458333
15.825248	0.482398
15.877769	0.439394
15.930290	0.440731
15.982811	0.390152
16.035332	0.395276
16.087853	0.401515
16.140374	0.392380
16.192895	0.390152
16.245416	0.382576
16.297937	0.328209
16.350458	0.390152
16.402979	0.316176
16.455500	0.367424
16.508021	0.327986
16.560542	0.359848
16.613063	0.286096
16.665584	0.303030
16.718105	0.280303
16.770626	0.354055
16.823147	0.280303
16.875668	0.307932
16.928189	0.329545
16.980710	0.309046
17.033231	0.265152
17.085752	0.238636
17.138273	0.260250
17.190794	0.234848
17.243316	0.192068
17.295837	0.170455
17.348358	0.196301
17.400879	0.189394
17.453400	0.218137
17.505921	0.178030
17.558442	0.196970
17.610963	0.181150
17.663484	0.162879
17.716005	0.128788
17.768526	0.125000
17.821047	0.131016
17.873568	0.151515
17.926089	0.157754
17.978610	0.147727
18.031131	0.113636
18.083652	0.172460
18.136173	0.094697
18.188694	0.113414
18.241215	0.162879
18.293736	0.139706
18.346257	0.140152
18.398778	0.174242
18.451299	0.155080
18.503820	0.136364
18.556341	0.097816
18.608862	0.117424
18.661383	0.109091
18.713904	0.101010
18.766425	0.146320
18.818946	0.121212
18.871467	0.125541
18.923988	0.145521
18.976509	0.177156
19.029030	0.169386
19.081551	0.126263
19.134072	0.165748
19.186593	0.165289
19.239114	0.170799
19.291635	0.181818
19.344156	0.193939
19.396677	0.155556
19.449198	0.141414
19.501719	0.091751
19.554240	0.151515
19.606761	0.140693
19.659282	0.138528
19.711803	0.103896
19.764324	0.108225
19.816845	0.171717
19.869366	0.088889
19.921887	0.096970
19.974408	0.118182
20.026929	0.166667
20.079450	0.151515
20.131971	0.202020
20.184492	0.202020
20.237013	0.141414
20.289534	0.090909
20.342055	0.090909
20.394576	0.181818
20.439935	0.166667
