Data: lunedì 11 maggio 2020	Ora: 12:38
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1370.00	Max (eV): 1390.00	Step (eV): 0.10	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1390.02
polar angle (deg): 267.00	X axis (mm): 581.70
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  0.50	Number of scans:  5	Total acq. time (s):  2.50
******************************************************
1368.521772	0.028571
1368.628724	0.000000
1368.735676	0.007143
1368.842628	0.010476
1368.949580	0.020408
1369.056532	0.003571
1369.163484	0.018730
1369.270435	0.018442
1369.377387	0.011722
1369.484339	0.008320
1369.591291	0.012857
1369.698243	0.013761
1369.805195	0.017573
1369.912147	0.017669
1370.019099	0.019184
1370.126050	0.011519
1370.233002	0.009834
1370.339954	0.021454
1370.446906	0.009809
1370.553858	0.021618
1370.660810	0.008768
1370.767762	0.010230
1370.874714	0.016046
1370.981665	0.019582
1371.088617	0.010660
1371.195569	0.012613
1371.302521	0.011481
1371.409473	0.014656
1371.516425	0.013537
1371.623377	0.012108
1371.730328	0.016411
1371.837280	0.017125
1371.944232	0.012805
1372.051184	0.017840
1372.158136	0.015697
1372.265088	0.009930
1372.372040	0.016359
1372.478992	0.013537
1372.585943	0.014268
1372.692895	0.011429
1372.799847	0.015697
1372.906799	0.017108
1373.013751	0.005697
1373.120703	0.017143
1373.227655	0.014983
1373.334607	0.016429
1373.441558	0.012840
1373.548510	0.021324
1373.655462	0.009983
1373.762414	0.022143
1373.869366	0.014913
1373.976318	0.014983
1374.083270	0.014268
1374.190222	0.019930
1374.297173	0.015697
1374.404125	0.013519
1374.511077	0.017822
1374.618029	0.015627
1374.724981	0.007125
1374.831933	0.017857
1374.938885	0.012805
1375.045837	0.013571
1375.152788	0.011394
1375.259740	0.017143
1375.366692	0.012108
1375.473644	0.020610
1375.580596	0.014268
1375.687548	0.019233
1375.794500	0.013502
1375.901451	0.013502
1376.008403	0.019843
1376.115355	0.014199
1376.222307	0.013519
1376.329259	0.017840
1376.436211	0.015000
1376.543163	0.014913
1376.650115	0.017805
1376.757066	0.016394
1376.864018	0.012840
1376.970970	0.014233
1377.077922	0.009251
1377.184874	0.019268
1377.291826	0.017056
1377.398778	0.014965
1377.505730	0.014251
1377.612681	0.012108
1377.719633	0.015679
1377.826585	0.017125
1377.933537	0.014965
1378.040489	0.012840
1378.147441	0.010697
1378.254393	0.015679
1378.361345	0.016376
1378.468296	0.008519
1378.575248	0.007125
1378.682200	0.012108
1378.789152	0.009965
1378.896104	0.014913
1379.003056	0.012108
1379.110008	0.010679
1379.216960	0.011411
1379.323911	0.015000
1379.430863	0.015645
1379.537815	0.011411
1379.644767	0.014983
1379.751719	0.015627
1379.858671	0.015714
1379.965623	0.012091
1380.072574	0.010000
1380.179526	0.020662
1380.286478	0.016411
1380.393430	0.014251
1380.500382	0.012822
1380.607334	0.014948
1380.714286	0.015697
1380.821238	0.013519
1380.928189	0.012125
1381.035141	0.019216
1381.142093	0.014251
1381.249045	0.012822
1381.355997	0.012108
1381.462949	0.017091
1381.569901	0.016394
1381.676853	0.018537
1381.783804	0.012073
1381.890756	0.017125
1381.997708	0.012840
1382.104660	0.014948
1382.211612	0.014965
1382.318564	0.009268
1382.425516	0.022003
1382.532468	0.011429
1382.639419	0.012840
1382.746371	0.015000
1382.853323	0.009286
1382.960275	0.018484
1383.067227	0.010714
1383.174179	0.012091
1383.281131	0.017822
1383.388083	0.013554
1383.495034	0.011394
1383.601986	0.012857
1383.708938	0.022805
1383.815890	0.007857
1383.922842	0.018502
1384.029794	0.013519
1384.136746	0.015000
1384.243697	0.016411
1384.350649	0.019216
1384.457601	0.017108
1384.564553	0.017108
1384.671505	0.017805
1384.778457	0.022770
1384.885409	0.015714
1384.992361	0.016411
1385.099312	0.012805
1385.206264	0.015679
1385.313216	0.018502
1385.420168	0.010714
1385.527120	0.019216
1385.634072	0.016376
1385.741024	0.018554
1385.847976	0.013554
1385.954927	0.012840
1386.061879	0.010679
1386.168831	0.019251
1386.275783	0.012857
1386.382735	0.012822
1386.489687	0.012840
1386.596639	0.019948
1386.703591	0.020697
1386.810542	0.017822
1386.917494	0.014233
1387.024446	0.015662
1387.131398	0.013519
1387.238350	0.012056
1387.345302	0.017108
1387.452254	0.008571
1387.559206	0.014251
1387.666157	0.012108
1387.773109	0.019861
1387.880061	0.012822
1387.987013	0.019913
1388.093965	0.014251
1388.200917	0.017840
1388.307869	0.013554
1388.414820	0.013519
1388.521772	0.019288
1388.628724	0.016233
1388.735676	0.016074
1388.842628	0.008731
1388.949580	0.007443
1389.056532	0.011179
1389.163484	0.014401
1389.270435	0.018863
1389.377387	0.020868
1389.484339	0.015608
1389.591291	0.008751
1389.698243	0.021857
1389.805195	0.015890
1389.912147	0.007978
1390.019099	0.016871
1390.126050	0.014887
1390.233002	0.016060
1390.339954	0.020903
1390.446906	0.015510
1390.553858	0.021350
1390.660810	0.016667
1390.767762	0.028831
1390.874714	0.009206
1390.981665	0.022449
1391.088617	0.017007
1391.195569	0.011429
1391.302521	0.028571
1391.409473	0.009524
1391.504966	0.000000
