Data: lunedì 11 maggio 2020	Ora: 14:13
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 256.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
256.000000	656.000000
256.250000	702.000000
256.500000	654.000000
256.750000	700.000000
257.000000	681.000000
257.250000	688.000000
257.500000	616.000000
257.750000	745.000000
258.000000	713.000000
258.250000	684.000000
258.500000	689.000000
258.750000	664.000000
259.000000	689.000000
259.250000	723.000000
259.500000	715.000000
259.750000	662.000000
260.000000	676.000000
260.250000	711.000000
260.500000	672.000000
260.750000	687.000000
261.000000	712.000000
261.250000	697.000000
261.500000	674.000000
261.750000	684.000000
262.000000	690.000000
262.250000	669.000000
262.500000	678.000000
262.750000	630.000000
263.000000	625.000000
263.250000	702.000000
263.500000	637.000000
263.750000	676.000000
264.000000	716.000000
264.250000	683.000000
264.500000	676.000000
264.750000	647.000000
265.000000	603.000000
265.250000	709.000000
265.500000	714.000000
265.750000	632.000000
266.000000	662.000000
266.250000	688.000000
266.500000	658.000000
266.750000	698.000000
267.000000	711.000000
267.250000	690.000000
267.500000	663.000000
267.750000	676.000000
268.000000	697.000000
268.250000	718.000000
268.500000	692.000000
268.750000	709.000000
269.000000	668.000000
269.250000	715.000000
269.500000	703.000000
269.750000	684.000000
270.000000	699.000000
270.250000	666.000000
270.500000	709.000000
270.750000	647.000000
271.000000	686.000000
271.250000	656.000000
271.500000	700.000000
271.750000	680.000000
272.000000	670.000000
272.250000	657.000000
272.500000	701.000000
272.750000	692.000000
273.000000	684.000000
273.250000	673.000000
273.500000	696.000000
273.750000	656.000000
274.000000	670.000000
274.250000	690.000000
274.500000	686.000000
274.750000	683.000000
275.000000	645.000000
275.250000	655.000000
275.500000	635.000000
275.750000	639.000000
276.000000	683.000000
276.250000	734.000000
276.500000	667.000000
276.750000	654.000000
277.000000	656.000000
277.250000	663.000000
277.500000	672.000000
277.750000	712.000000
278.000000	653.000000
278.250000	612.000000
278.500000	692.000000
278.750000	675.000000
279.000000	600.000000
279.250000	651.000000
279.500000	672.000000
279.750000	638.000000
280.000000	649.000000
280.250000	717.000000
280.500000	618.000000
280.750000	638.000000
281.000000	637.000000
281.250000	616.000000
281.500000	656.000000
281.750000	662.000000
282.000000	636.000000
282.250000	689.000000
282.500000	624.000000
282.750000	643.000000
283.000000	649.000000
283.250000	636.000000
283.500000	627.000000
283.750000	640.000000
284.000000	623.000000
284.250000	637.000000
284.500000	635.000000
284.750000	627.000000
285.000000	633.000000
285.250000	604.000000
285.500000	595.000000
285.750000	630.000000
286.000000	596.000000
286.250000	596.000000
286.500000	599.000000
286.750000	645.000000
287.000000	613.000000
287.250000	584.000000
287.500000	599.000000
287.750000	620.000000
288.000000	597.000000
288.250000	575.000000
288.500000	621.000000
288.750000	592.000000
289.000000	560.000000
289.250000	594.000000
289.500000	622.000000
289.750000	578.000000
290.000000	565.000000
290.250000	564.000000
290.500000	529.000000
290.750000	548.000000
291.000000	574.000000
291.250000	558.000000
291.500000	584.000000
291.750000	566.000000
292.000000	545.000000
292.250000	539.000000
292.500000	541.000000
292.750000	503.000000
293.000000	535.000000
293.250000	547.000000
293.500000	509.000000
293.750000	553.000000
294.000000	564.000000
294.250000	526.000000
294.500000	525.000000
294.750000	503.000000
295.000000	490.000000
295.250000	476.000000
295.500000	500.000000
295.750000	481.000000
296.000000	529.000000
296.250000	475.000000
296.500000	507.000000
296.750000	431.000000
297.000000	480.000000
297.250000	453.000000
297.500000	489.000000
297.750000	465.000000
298.000000	451.000000
298.250000	526.000000
298.500000	432.000000
298.750000	434.000000
299.000000	446.000000
299.250000	446.000000
299.500000	440.000000
299.750000	461.000000
300.000000	404.000000
300.250000	441.000000
300.500000	377.000000
300.750000	394.000000
301.000000	355.000000
301.250000	416.000000
301.500000	414.000000
301.750000	376.000000
302.000000	426.000000
302.250000	385.000000
302.500000	398.000000
