Data: lunedì 11 maggio 2020	Ora: 16:44
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    X manip
Min (eV): 570.20	Max (eV): 589.00	Step (eV): 0.20	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1254.70
polar angle (deg): 270.00	X axis (mm): 589.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
570.200000	267.000000
570.400000	231.000000
570.600000	227.000000
570.800000	251.000000
571.000000	216.000000
571.200000	217.000000
571.400000	213.000000
571.600000	178.000000
571.800000	186.000000
572.000000	169.000000
572.200000	172.000000
572.400000	172.000000
572.600000	144.000000
572.800000	143.000000
573.000000	156.000000
573.200000	137.000000
573.400000	128.000000
573.600000	116.000000
573.800000	104.000000
574.000000	107.000000
574.200000	94.000000
574.400000	90.000000
574.600000	87.000000
574.800000	72.000000
575.000000	67.000000
575.200000	52.000000
575.400000	65.000000
575.600000	49.000000
575.800000	37.000000
576.000000	33.000000
576.200000	29.000000
576.400000	27.000000
576.600000	18.000000
576.800000	35.000000
577.000000	28.000000
577.200000	28.000000
577.400000	30.000000
577.600000	20.000000
577.800000	25.000000
578.000000	20.000000
578.200000	21.000000
578.400000	29.000000
578.600000	19.000000
578.800000	19.000000
579.000000	14.000000
579.200000	14.000000
579.400000	9.000000
579.600000	9.000000
579.800000	14.000000
580.000000	11.000000
580.200000	15.000000
580.400000	9.000000
580.600000	10.000000
580.800000	9.000000
581.000000	10.000000
581.200000	12.000000
581.400000	4.000000
581.600000	4.000000
581.800000	8.000000
582.000000	16.000000
582.200000	12.000000
582.400000	11.000000
582.600000	11.000000
582.800000	12.000000
583.000000	9.000000
583.200000	17.000000
583.400000	13.000000
583.600000	12.000000
583.800000	13.000000
584.000000	18.000000
584.200000	16.000000
584.400000	22.000000
584.600000	29.000000
584.800000	19.000000
585.000000	23.000000
585.200000	22.000000
585.400000	12.000000
585.600000	23.000000
585.800000	23.000000
586.000000	17.000000
586.200000	21.000000
586.400000	32.000000
586.600000	36.000000
586.800000	35.000000
587.000000	40.000000
587.200000	58.000000
587.400000	65.000000
587.600000	55.000000
587.800000	50.000000
588.000000	57.000000
588.200000	61.000000
588.400000	63.000000
588.600000	67.000000
588.800000	78.000000
589.000000	67.000000
