Data: giovedì 7 maggio 2020	Ora: 15:43
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 256.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 319.50	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
256.000000	554.000000
256.250000	600.000000
256.500000	567.000000
256.750000	583.000000
257.000000	545.000000
257.250000	527.000000
257.500000	500.000000
257.750000	490.000000
258.000000	502.000000
258.250000	538.000000
258.500000	496.000000
258.750000	474.000000
259.000000	512.000000
259.250000	447.000000
259.500000	481.000000
259.750000	411.000000
260.000000	425.000000
260.250000	436.000000
260.500000	408.000000
260.750000	416.000000
261.000000	392.000000
261.250000	401.000000
261.500000	360.000000
261.750000	328.000000
262.000000	354.000000
262.250000	354.000000
262.500000	325.000000
262.750000	326.000000
263.000000	316.000000
263.250000	316.000000
263.500000	297.000000
263.750000	309.000000
264.000000	305.000000
264.250000	298.000000
264.500000	270.000000
264.750000	290.000000
265.000000	258.000000
265.250000	220.000000
265.500000	246.000000
265.750000	239.000000
266.000000	253.000000
266.250000	242.000000
266.500000	227.000000
266.750000	233.000000
267.000000	206.000000
267.250000	210.000000
267.500000	197.000000
267.750000	183.000000
268.000000	215.000000
268.250000	202.000000
268.500000	206.000000
268.750000	171.000000
269.000000	205.000000
269.250000	168.000000
269.500000	192.000000
269.750000	177.000000
270.000000	151.000000
270.250000	180.000000
270.500000	156.000000
270.750000	164.000000
271.000000	165.000000
271.250000	126.000000
271.500000	143.000000
271.750000	143.000000
272.000000	140.000000
272.250000	149.000000
272.500000	143.000000
272.750000	131.000000
273.000000	141.000000
273.250000	125.000000
273.500000	121.000000
273.750000	115.000000
274.000000	145.000000
274.250000	113.000000
274.500000	99.000000
274.750000	128.000000
275.000000	109.000000
275.250000	117.000000
275.500000	127.000000
275.750000	107.000000
276.000000	106.000000
276.250000	99.000000
276.500000	98.000000
276.750000	98.000000
277.000000	85.000000
277.250000	104.000000
277.500000	83.000000
277.750000	97.000000
278.000000	72.000000
278.250000	95.000000
278.500000	89.000000
278.750000	72.000000
279.000000	82.000000
279.250000	81.000000
279.500000	78.000000
279.750000	93.000000
280.000000	78.000000
280.250000	67.000000
280.500000	68.000000
280.750000	67.000000
281.000000	78.000000
281.250000	71.000000
281.500000	52.000000
281.750000	57.000000
282.000000	62.000000
282.250000	57.000000
282.500000	61.000000
282.750000	56.000000
283.000000	47.000000
283.250000	50.000000
283.500000	53.000000
283.750000	61.000000
284.000000	57.000000
284.250000	49.000000
284.500000	50.000000
284.750000	40.000000
285.000000	53.000000
285.250000	39.000000
285.500000	45.000000
285.750000	43.000000
286.000000	51.000000
286.250000	41.000000
286.500000	39.000000
286.750000	51.000000
287.000000	39.000000
287.250000	42.000000
287.500000	34.000000
287.750000	37.000000
288.000000	34.000000
288.250000	43.000000
288.500000	36.000000
288.750000	33.000000
289.000000	31.000000
289.250000	38.000000
289.500000	28.000000
289.750000	28.000000
290.000000	26.000000
290.250000	32.000000
290.500000	31.000000
290.750000	26.000000
291.000000	34.000000
291.250000	28.000000
291.500000	32.000000
291.750000	24.000000
292.000000	25.000000
292.250000	19.000000
292.500000	25.000000
292.750000	20.000000
293.000000	26.000000
293.250000	18.000000
293.500000	22.000000
293.750000	19.000000
294.000000	28.000000
294.250000	14.000000
294.500000	19.000000
294.750000	16.000000
295.000000	24.000000
295.250000	16.000000
295.500000	15.000000
295.750000	24.000000
296.000000	17.000000
296.250000	20.000000
296.500000	13.000000
296.750000	14.000000
297.000000	7.000000
297.250000	21.000000
297.500000	8.000000
297.750000	13.000000
298.000000	14.000000
298.250000	12.000000
298.500000	8.000000
298.750000	20.000000
299.000000	12.000000
299.250000	15.000000
299.500000	9.000000
299.750000	12.000000
300.000000	14.000000
300.250000	8.000000
300.500000	13.000000
300.750000	14.000000
301.000000	12.000000
301.250000	6.000000
301.500000	5.000000
301.750000	17.000000
302.000000	12.000000
302.250000	7.000000
302.500000	6.000000
