Data: mercoledì 20 maggio 2020	Ora: 15:51
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    X manip
Min (eV): 522.00	Max (eV): 532.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 8.00
polar angle (deg): 270.00	X axis (mm): 532.00
*******************  R66 parameters ********************
Step in ch_x_eV: 25	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 17
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
522.000000	8717.000000
522.250000	8778.000000
522.500000	8782.000000
522.750000	8705.000000
523.000000	8695.000000
523.250000	8825.000000
523.500000	8723.000000
523.750000	8521.000000
524.000000	8779.000000
524.250000	8823.000000
524.500000	8810.000000
524.750000	8770.000000
525.000000	8831.000000
525.250000	8845.000000
525.500000	8608.000000
525.750000	8609.000000
526.000000	8550.000000
526.250000	8719.000000
526.500000	8683.000000
526.750000	8859.000000
527.000000	8635.000000
527.250000	8732.000000
527.500000	8795.000000
527.750000	8588.000000
528.000000	8735.000000
528.250000	8754.000000
528.500000	8726.000000
528.750000	8673.000000
529.000000	8664.000000
529.250000	8567.000000
529.500000	8729.000000
529.750000	8541.000000
530.000000	8715.000000
530.250000	8635.000000
530.500000	8759.000000
530.750000	8705.000000
531.000000	8608.000000
531.250000	8405.000000
531.500000	8617.000000
531.750000	8554.000000
532.000000	8638.000000
