Data: mercoledì 20 maggio 2020	Ora: 13:47
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1.00	Max (eV): 19.50	Step (eV): 0.05	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 19.50
polar angle (deg): 270.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 25	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 17
******************************************************
Acq. time (s):  0.50	Number of scans:  5	Total acq. time (s):  2.50
******************************************************
0.068946	7.309091
0.121467	6.000000
0.173988	4.709091
0.226509	4.454545
0.279030	3.369697
0.331551	3.345455
0.384072	3.127273
0.436593	3.709091
0.489114	3.536364
0.541635	3.370909
0.594156	3.847273
0.646677	4.143030
0.699198	3.933333
0.751719	4.255411
0.804240	4.976623
0.856761	5.420130
0.909282	6.463636
0.961803	7.200000
1.014324	8.263636
1.066845	9.535354
1.119366	13.542626
1.171887	18.454545
1.224408	22.935868
1.276929	28.879339
1.329450	30.922314
1.381971	34.733333
1.434492	35.203030
1.487013	34.629371
1.539534	33.924476
1.592055	32.369830
1.644576	32.625974
1.697097	31.680693
1.749618	32.724848
1.802139	31.170909
1.854660	32.901515
1.907181	32.940909
1.959702	32.907353
2.012223	33.445455
2.064744	34.714572
2.117265	36.897727
2.169786	37.395053
2.222307	41.297727
2.274828	41.925000
2.327349	44.453342
2.379870	47.327273
2.432391	48.874733
2.484912	53.197727
2.537433	55.770455
2.589954	61.029545
2.642475	66.450000
2.694996	71.963235
2.747517	78.638636
2.800038	85.378877
2.852559	94.984091
2.905080	102.418449
2.957601	112.618182
3.010122	124.083021
3.062643	133.827273
3.115164	150.402273
3.167685	163.127406
3.220206	185.454545
3.272727	203.261497
3.325248	223.545455
3.377769	239.421925
3.430290	250.534091
3.482811	259.839171
3.535332	267.250000
3.587853	275.897727
3.640374	281.657219
3.692895	287.865909
3.745416	293.087968
3.797937	294.084091
3.850458	298.420588
3.902979	291.890909
3.955500	294.911364
4.008021	282.050134
4.060542	276.647727
4.113063	261.099465
4.165584	248.147727
4.218105	234.926203
4.270626	221.422727
4.323147	210.560428
4.375668	195.381818
4.428189	189.920455
4.480710	174.660963
4.533231	169.813636
4.585752	158.722594
4.638273	149.490909
4.690794	145.082487
4.743316	134.081818
4.795837	130.428075
4.848358	120.272727
4.900879	118.556818
4.953400	109.393316
5.005921	105.481818
5.058442	99.791845
5.110963	94.668182
5.163484	90.698529
5.216005	83.525000
5.268526	80.120455
5.321047	71.578209
5.373568	69.063636
5.426089	61.406684
5.478610	57.681818
5.531131	53.260695
5.583652	48.361364
5.636173	46.362968
5.688694	43.022727
5.741215	40.590909
5.793736	37.632219
5.846257	35.431818
5.898778	32.744786
5.951299	31.913636
6.003820	29.439037
6.056341	27.681818
6.108862	27.362032
6.161383	25.027273
6.213904	24.531818
6.266425	22.755080
6.318946	21.793182
6.371467	21.238636
6.423988	19.931818
6.476509	19.423128
6.529030	18.327273
6.581551	17.972727
6.634072	16.253476
6.686593	16.765909
6.739114	15.410963
6.791635	15.470455
6.844156	14.626872
6.896677	14.029545
6.949198	14.222727
7.001719	12.952273
7.054240	13.209091
7.106761	12.282219
7.159282	12.345455
7.211803	11.733824
7.264324	11.400000
7.316845	11.299465
7.369366	10.715909
7.421887	10.617112
7.474408	10.002273
7.526929	9.981818
7.579450	9.519118
7.631971	9.409091
7.684492	9.105882
7.737013	8.640909
7.789534	8.579545
7.842055	8.515909
7.894576	8.320455
7.947097	7.773262
7.999618	8.154545
8.052139	7.349599
8.104660	7.520455
8.157181	7.153743
8.209702	7.195455
8.262223	6.967112
8.314744	6.820455
8.367265	6.927273
8.419786	6.466043
8.472307	6.400000
8.524828	6.110829
8.577349	6.129545
8.629870	6.163636
8.682391	6.163636
8.734912	5.737166
8.787433	5.784091
8.839954	5.672727
8.892475	5.693984
8.944996	5.570455
8.997517	5.267513
9.050038	5.329545
9.102559	5.192914
9.155080	5.027273
9.207601	5.100000
9.260122	4.929947
9.312643	5.063636
9.365164	4.841043
9.417685	4.947727
9.470206	4.570321
9.522727	4.677273
9.575248	4.559091
9.627769	4.472727
9.680290	4.370455
9.732811	4.320455
9.785332	4.338636
9.837853	4.210695
9.890374	4.225000
9.942895	4.072460
9.995416	3.911364
10.047937	3.952139
10.100458	3.806818
10.152979	3.781818
10.205500	3.770588
10.258021	3.804545
10.310542	3.622594
10.363063	3.606818
10.415584	3.579278
10.468105	3.515909
10.520626	3.409091
10.573147	3.544251
10.625668	3.561364
10.678189	3.480749
10.730710	3.447727
10.783231	3.260829
10.835752	3.188636
10.888273	3.299599
10.940794	3.104545
10.993316	3.252273
11.045837	3.123529
11.098358	3.220455
11.150879	3.003209
11.203400	3.063636
11.255921	3.056150
11.308442	2.936364
11.360963	3.051738
11.413484	2.872727
11.466005	2.925000
11.518526	2.824198
11.571047	2.809091
11.623568	2.875267
11.676089	2.584091
11.728610	2.836497
11.781131	2.656818
11.833652	2.545455
11.886173	2.571123
11.938694	2.459091
11.991215	2.420321
12.043736	2.359091
12.096257	2.534492
12.148778	2.395455
12.201299	2.324064
12.253820	2.320455
12.306341	2.195455
12.358862	2.213636
12.411383	2.222727
12.463904	2.051337
12.516425	2.165909
12.568946	2.030481
12.621467	1.990909
12.673988	2.020455
12.726509	2.006818
12.779030	1.997727
12.831551	1.954278
12.884072	1.945455
12.936593	1.872995
12.989114	1.920455
13.041635	1.756551
13.094156	1.727273
13.146677	1.665909
13.199198	1.734358
13.251719	1.604545
13.304240	1.669251
13.356761	1.513636
13.409282	1.627406
13.461803	1.456818
13.514324	1.523797
13.566845	1.406818
13.619366	1.563636
13.671887	1.482620
13.724408	1.468182
13.776929	1.367914
13.829450	1.470455
13.881971	1.425668
13.934492	1.379545
13.987013	1.356016
14.039534	1.354545
14.092055	1.397727
14.144576	1.299866
14.197097	1.602273
14.249618	1.363369
14.302139	1.406818
14.354660	1.390241
14.407181	1.463636
14.459702	1.465909
14.512223	1.362567
14.564744	1.406818
14.617265	1.366043
14.669786	1.259091
14.722307	1.278877
14.774828	1.263636
14.827349	1.284759
14.879870	1.152273
14.932391	1.077273
14.984912	1.059626
15.037433	1.084091
15.089954	0.920053
15.142475	0.988636
15.194996	0.912433
15.247517	0.956818
15.300038	0.758824
15.352559	0.827273
15.405080	0.786364
15.457601	0.674198
15.510122	0.709091
15.562643	0.701604
15.615164	0.652273
15.667685	0.617112
15.720206	0.590909
15.772727	0.722727
15.825248	0.621658
15.877769	0.550000
15.930290	0.594385
15.982811	0.579545
16.035332	0.558021
16.087853	0.597727
16.140374	0.510695
16.192895	0.550000
16.245416	0.479545
16.297937	0.550134
16.350458	0.465909
16.402979	0.386765
16.455500	0.434091
16.508021	0.411898
16.560542	0.402273
16.613063	0.373128
16.665584	0.443182
16.718105	0.327273
16.770626	0.363503
16.823147	0.395455
16.875668	0.325134
16.928189	0.304545
16.980710	0.330080
17.033231	0.297727
17.085752	0.284091
17.138273	0.307620
17.190794	0.263636
17.243316	0.248396
17.295837	0.238636
17.348358	0.196791
17.400879	0.193182
17.453400	0.181016
17.505921	0.193182
17.558442	0.209091
17.610963	0.164572
17.663484	0.165909
17.716005	0.157487
17.768526	0.145455
17.821047	0.130749
17.873568	0.138636
17.926089	0.143048
17.978610	0.145455
18.031131	0.150000
18.083652	0.123797
18.136173	0.127273
18.188694	0.128342
18.241215	0.120455
18.293736	0.120053
18.346257	0.136364
18.398778	0.109091
18.451299	0.144652
18.503820	0.168182
18.556341	0.142112
18.608862	0.165909
18.661383	0.128030
18.713904	0.135758
18.766425	0.119134
18.818946	0.140260
18.871467	0.106494
18.923988	0.101898
18.976509	0.103497
19.029030	0.152214
19.081551	0.145455
19.134072	0.152342
19.186593	0.135537
19.239114	0.122314
19.291635	0.098182
19.344156	0.087273
19.396677	0.118384
19.449198	0.109091
19.501719	0.105051
19.554240	0.113636
19.606761	0.106494
19.659282	0.077922
19.711803	0.171429
19.764324	0.162771
19.816845	0.090909
19.869366	0.115152
19.921887	0.080000
19.974408	0.132727
20.026929	0.181818
20.079450	0.090909
20.131971	0.060606
20.184492	0.121212
20.237013	0.169697
20.289534	0.054545
20.342055	0.163636
20.394576	0.072727
20.439935	0.050000
