Data: mercoledì 20 maggio 2020	Ora: 12:44
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 20.00	
******************************************************
Scansione:    X manip
Min (eV): 570.20	Max (eV): 589.00	Step (eV): 0.20	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 12.00
polar angle (deg): 270.00	X axis (mm): 589.00
*******************  R66 parameters ********************
Step in ch_x_eV: 25	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 17
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
570.200000	1030.000000
570.400000	1175.000000
570.600000	1121.000000
570.800000	1125.000000
571.000000	1261.000000
571.200000	1285.000000
571.400000	1325.000000
571.600000	1408.000000
571.800000	1566.000000
572.000000	1635.000000
572.200000	1668.000000
572.400000	1707.000000
572.600000	1720.000000
572.800000	1713.000000
573.000000	1791.000000
573.200000	1721.000000
573.400000	1630.000000
573.600000	1464.000000
573.800000	1308.000000
574.000000	1149.000000
574.200000	1025.000000
574.400000	950.000000
574.600000	826.000000
574.800000	773.000000
575.000000	727.000000
575.200000	605.000000
575.400000	593.000000
575.600000	557.000000
575.800000	630.000000
576.000000	608.000000
576.200000	574.000000
576.400000	582.000000
576.600000	587.000000
576.800000	577.000000
577.000000	582.000000
577.200000	591.000000
577.400000	551.000000
577.600000	570.000000
577.800000	582.000000
578.000000	601.000000
578.200000	617.000000
578.400000	545.000000
578.600000	622.000000
578.800000	592.000000
579.000000	564.000000
579.200000	571.000000
579.400000	566.000000
579.600000	588.000000
579.800000	593.000000
580.000000	558.000000
580.200000	587.000000
580.400000	560.000000
580.600000	539.000000
580.800000	580.000000
581.000000	529.000000
581.200000	513.000000
581.400000	514.000000
581.600000	460.000000
581.800000	373.000000
582.000000	419.000000
582.200000	435.000000
582.400000	411.000000
582.600000	494.000000
582.800000	557.000000
583.000000	609.000000
583.200000	691.000000
583.400000	770.000000
583.600000	886.000000
583.800000	991.000000
584.000000	1117.000000
584.200000	1227.000000
584.400000	1428.000000
584.600000	1521.000000
584.800000	1689.000000
585.000000	1841.000000
585.200000	1950.000000
585.400000	2094.000000
585.600000	2097.000000
585.800000	2122.000000
586.000000	2083.000000
586.200000	1986.000000
586.400000	1861.000000
586.600000	1772.000000
586.800000	1636.000000
587.000000	1533.000000
587.200000	1438.000000
587.400000	1342.000000
587.600000	1320.000000
587.800000	1211.000000
588.000000	1188.000000
588.200000	1209.000000
588.400000	1187.000000
588.600000	1196.000000
588.800000	1192.000000
589.000000	1222.000000
