Data: mercoledì 13 maggio 2020	Ora: 13:06
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1376.00	Max (eV): 1384.00	Step (eV): 0.10	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1384.02
polar angle (deg): 297.00	X axis (mm): 581.70
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  0.50	Number of scans:  6	Total acq. time (s):  3.00
******************************************************
1374.521772	0.000000
1374.628724	0.000000
1374.735676	0.010714
1374.842628	0.008730
1374.949580	0.006803
1375.056532	0.019841
1375.163484	0.012698
1375.270435	0.011255
1375.377387	0.019383
1375.484339	0.015568
1375.591291	0.026290
1375.698243	0.014443
1375.805195	0.010443
1375.912147	0.018170
1376.019099	0.010317
1376.126050	0.006399
1376.233002	0.016002
1376.339954	0.010482
1376.446906	0.011735
1376.553858	0.010425
1376.660810	0.013820
1376.767762	0.018664
1376.874714	0.011138
1376.981665	0.012796
1377.088617	0.010324
1377.195569	0.014479
1377.302521	0.010872
1377.409473	0.013417
1377.516425	0.012485
1377.623377	0.011295
1377.730328	0.011890
1377.837280	0.013647
1377.944232	0.014242
1378.051184	0.011876
1378.158136	0.008900
1378.265088	0.011266
1378.372040	0.010700
1378.478992	0.010075
1378.585943	0.010075
1378.692895	0.014228
1378.799847	0.013008
1378.906799	0.010075
1379.013751	0.014213
1379.120703	0.008914
1379.227655	0.011890
1379.334607	0.014213
1379.441558	0.010090
1379.548510	0.008885
1379.655462	0.008929
1379.762414	0.012471
1379.869366	0.011295
1379.976318	0.010671
1380.083270	0.013618
1380.190222	0.011310
1380.297173	0.013066
1380.404125	0.014242
1380.511077	0.017247
1380.618029	0.016028
1380.724981	0.015462
1380.831933	0.011280
1380.938885	0.011266
1381.045837	0.014808
1381.152788	0.008914
1381.259740	0.014852
1381.366692	0.013095
1381.473644	0.010075
1381.580596	0.014228
1381.687548	0.013676
1381.794500	0.012456
1381.901451	0.010700
1382.008403	0.013603
1382.115355	0.011295
1382.222307	0.014213
1382.329259	0.013081
1382.436211	0.016652
1382.543163	0.010135
1382.650115	0.016708
1382.757066	0.008958
1382.864018	0.016005
1382.970970	0.007623
1383.077922	0.018831
1383.184874	0.014329
1383.291826	0.014980
1383.398778	0.009148
1383.505730	0.014771
1383.612681	0.013846
1383.719633	0.014603
1383.826585	0.012250
1383.933537	0.019790
1384.040489	0.011905
1384.147441	0.013729
1384.254393	0.016340
1384.361345	0.016404
1384.468296	0.012925
1384.575248	0.014390
1384.682200	0.015901
1384.789152	0.014069
1384.896104	0.015608
1385.003056	0.020833
1385.110008	0.011905
1385.216960	0.018254
1385.323911	0.015873
1385.430863	0.000000
1385.518717	0.000000
