Data: venerdì 15 maggio 2020	Ora: 11:27
296.750000	26.000000
297.000000	30.000000
297.250000	27.000000
297.500000	35.000000
297.750000	34.000000
298.000000	29.000000
298.250000	30.000000
298.500000	24.000000
298.750000	28.000000
299.000000	19.000000
299.250000	18.000000
299.500000	22.000000
299.750000	15.000000
300.000000	23.000000
300.250000	27.000000
300.500000	25.000000
300.750000	17.000000
301.000000	14.000000
301.250000	26.000000
301.500000	23.000000
301.750000	29.000000
302.000000	8.000000
302.250000	19.000000
302.500000	13.000000
302.750000	18.000000
303.000000	23.000000
303.250000	12.000000
303.500000	12.000000
303.750000	10.000000
304.000000	17.000000
304.250000	17.000000
304.500000	19.000000
304.750000	15.000000
305.000000	10.000000
305.250000	13.000000
305.500000	11.000000
305.750000	11.000000
306.000000	17.000000
306.250000	16.000000
306.500000	15.000000
306.750000	19.000000
307.000000	17.000000
307.250000	19.000000
307.500000	14.000000
307.750000	16.000000
308.000000	14.000000
308.250000	22.000000
308.500000	22.000000
308.750000	13.000000
309.000000	9.000000
309.250000	16.000000
309.500000	7.000000
309.750000	12.000000
310.000000	16.000000
310.250000	13.000000
310.500000	9.000000
310.750000	14.000000
311.000000	13.000000
311.250000	19.000000
311.500000	13.000000
311.750000	12.000000
312.000000	15.000000
312.250000	14.000000
312.500000	10.000000
312.750000	12.000000
313.000000	13.000000
313.250000	11.000000
313.500000	9.000000
313.750000	20.000000
314.000000	12.000000
314.250000	10.000000
314.500000	16.000000
314.750000	12.000000
315.000000	13.000000
315.250000	14.000000
315.500000	15.000000
315.750000	11.000000
316.000000	13.000000
316.250000	13.000000
316.500000	10.000000
316.750000	10.000000
317.000000	15.000000
317.250000	9.000000
317.500000	8.000000
317.750000	8.000000
318.000000	10.000000
318.250000	9.000000
318.500000	12.000000
318.750000	13.000000
319.000000	11.000000
319.250000	6.000000
319.500000	7.000000
319.750000	12.000000
320.000000	6.000000
320.250000	6.000000
320.500000	14.000000
320.750000	7.000000
