Data: venerdì 15 maggio 2020	Ora: 12:09
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 250.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
250.000000	210.000000
250.250000	227.000000
250.500000	226.000000
250.750000	239.000000
251.000000	265.000000
251.250000	253.000000
251.500000	259.000000
251.750000	279.000000
252.000000	259.000000
252.250000	294.000000
252.500000	297.000000
252.750000	277.000000
253.000000	298.000000
253.250000	378.000000
253.500000	346.000000
253.750000	345.000000
254.000000	339.000000
254.250000	344.000000
254.500000	374.000000
254.750000	371.000000
255.000000	387.000000
255.250000	393.000000
255.500000	392.000000
255.750000	409.000000
256.000000	407.000000
256.250000	420.000000
256.500000	425.000000
256.750000	405.000000
257.000000	468.000000
257.250000	435.000000
257.500000	434.000000
257.750000	446.000000
258.000000	498.000000
258.250000	473.000000
258.500000	497.000000
258.750000	468.000000
259.000000	493.000000
259.250000	530.000000
259.500000	536.000000
259.750000	511.000000
260.000000	553.000000
260.250000	516.000000
260.500000	507.000000
260.750000	533.000000
261.000000	574.000000
261.250000	548.000000
261.500000	613.000000
261.750000	581.000000
262.000000	563.000000
262.250000	588.000000
262.500000	611.000000
262.750000	575.000000
263.000000	633.000000
263.250000	576.000000
263.500000	642.000000
263.750000	664.000000
264.000000	653.000000
264.250000	634.000000
264.500000	661.000000
264.750000	609.000000
265.000000	643.000000
265.250000	632.000000
265.500000	665.000000
265.750000	684.000000
266.000000	685.000000
266.250000	628.000000
266.500000	687.000000
266.750000	655.000000
267.000000	690.000000
267.250000	679.000000
267.500000	705.000000
267.750000	668.000000
268.000000	641.000000
268.250000	661.000000
268.500000	690.000000
268.750000	668.000000
269.000000	624.000000
269.250000	674.000000
269.500000	657.000000
269.750000	631.000000
270.000000	656.000000
270.250000	665.000000
270.500000	627.000000
270.750000	618.000000
271.000000	640.000000
271.250000	627.000000
271.500000	641.000000
271.750000	588.000000
272.000000	612.000000
272.250000	640.000000
272.500000	607.000000
272.750000	624.000000
273.000000	585.000000
273.250000	558.000000
273.500000	567.000000
273.750000	556.000000
274.000000	556.000000
274.250000	568.000000
274.500000	567.000000
274.750000	556.000000
275.000000	554.000000
275.250000	507.000000
275.500000	504.000000
275.750000	516.000000
276.000000	512.000000
276.250000	504.000000
276.500000	453.000000
276.750000	467.000000
277.000000	475.000000
277.250000	475.000000
277.500000	447.000000
277.750000	423.000000
278.000000	425.000000
278.250000	430.000000
278.500000	427.000000
278.750000	423.000000
279.000000	407.000000
279.250000	397.000000
279.500000	376.000000
279.750000	364.000000
280.000000	334.000000
280.250000	341.000000
280.500000	346.000000
280.750000	329.000000
281.000000	324.000000
281.250000	364.000000
281.500000	312.000000
281.750000	325.000000
282.000000	285.000000
282.250000	299.000000
282.500000	280.000000
282.750000	272.000000
283.000000	279.000000
283.250000	305.000000
283.500000	269.000000
283.750000	256.000000
284.000000	288.000000
284.250000	272.000000
284.500000	246.000000
284.750000	239.000000
285.000000	243.000000
285.250000	243.000000
285.500000	235.000000
285.750000	216.000000
286.000000	235.000000
286.250000	234.000000
286.500000	217.000000
286.750000	225.000000
287.000000	221.000000
287.250000	220.000000
287.500000	188.000000
287.750000	208.000000
288.000000	177.000000
288.250000	185.000000
288.500000	193.000000
288.750000	177.000000
289.000000	166.000000
289.250000	188.000000
289.500000	177.000000
289.750000	191.000000
290.000000	156.000000
290.250000	148.000000
290.500000	153.000000
290.750000	159.000000
291.000000	123.000000
291.250000	140.000000
291.500000	139.000000
291.750000	127.000000
292.000000	141.000000
292.250000	139.000000
292.500000	140.000000
292.750000	136.000000
293.000000	127.000000
293.250000	136.000000
293.500000	117.000000
293.750000	99.000000
294.000000	104.000000
294.250000	119.000000
294.500000	124.000000
294.750000	107.000000
295.000000	100.000000
295.250000	101.000000
295.500000	119.000000
295.750000	87.000000
296.000000	95.000000
296.250000	96.000000
296.500000	95.000000
