Data: mercoledì 20 maggio 2020	Ora: 13:07
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 20.00	
******************************************************
Scansione:    X manip
Min (eV): 570.20	Max (eV): 589.00	Step (eV): 0.20	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 12.00
polar angle (deg): 270.00	X axis (mm): 589.00
*******************  R66 parameters ********************
Step in ch_x_eV: 25	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 17
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
570.200000	1211.000000
570.400000	1099.000000
570.600000	944.000000
570.800000	784.000000
571.000000	692.000000
571.200000	711.000000
571.400000	643.000000
571.600000	599.000000
571.800000	511.000000
572.000000	524.000000
572.200000	496.000000
572.400000	540.000000
572.600000	513.000000
572.800000	471.000000
573.000000	471.000000
573.200000	462.000000
573.400000	458.000000
573.600000	424.000000
573.800000	430.000000
574.000000	417.000000
574.200000	413.000000
574.400000	431.000000
574.600000	397.000000
574.800000	507.000000
575.000000	563.000000
575.200000	623.000000
575.400000	673.000000
575.600000	746.000000
575.800000	755.000000
576.000000	746.000000
576.200000	774.000000
576.400000	774.000000
576.600000	821.000000
576.800000	715.000000
577.000000	718.000000
577.200000	700.000000
577.400000	657.000000
577.600000	624.000000
577.800000	559.000000
578.000000	530.000000
578.200000	454.000000
578.400000	480.000000
578.600000	478.000000
578.800000	517.000000
579.000000	573.000000
579.200000	631.000000
579.400000	757.000000
579.600000	965.000000
579.800000	1114.000000
580.000000	1217.000000
580.200000	1425.000000
580.400000	1751.000000
580.600000	1905.000000
580.800000	2097.000000
581.000000	2235.000000
581.200000	2474.000000
581.400000	2588.000000
581.600000	2610.000000
581.800000	2540.000000
582.000000	2624.000000
582.200000	2528.000000
582.400000	2527.000000
582.600000	2488.000000
582.800000	2425.000000
583.000000	2406.000000
583.200000	2311.000000
583.400000	2301.000000
583.600000	2290.000000
583.800000	2176.000000
584.000000	2188.000000
584.200000	2162.000000
584.400000	2171.000000
584.600000	2159.000000
584.800000	2226.000000
585.000000	2248.000000
585.200000	2266.000000
585.400000	2332.000000
585.600000	2295.000000
585.800000	2159.000000
586.000000	2258.000000
586.200000	2278.000000
586.400000	2277.000000
586.600000	2214.000000
586.800000	2202.000000
587.000000	2180.000000
587.200000	2062.000000
587.400000	2086.000000
587.600000	2083.000000
587.800000	1937.000000
588.000000	1840.000000
588.200000	1807.000000
588.400000	1735.000000
588.600000	1638.000000
588.800000	1631.000000
589.000000	1749.000000
