Data: lunedì 18 maggio 2020	Ora: 14:45
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 242.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
242.000000	5.000000
242.250000	5.000000
242.500000	1.000000
242.750000	9.000000
243.000000	10.000000
243.250000	10.000000
243.500000	14.000000
243.750000	20.000000
244.000000	11.000000
244.250000	25.000000
244.500000	9.000000
244.750000	22.000000
245.000000	21.000000
245.250000	24.000000
245.500000	29.000000
245.750000	27.000000
246.000000	40.000000
246.250000	37.000000
246.500000	54.000000
246.750000	59.000000
247.000000	78.000000
247.250000	95.000000
247.500000	103.000000
247.750000	100.000000
248.000000	120.000000
248.250000	139.000000
248.500000	150.000000
248.750000	161.000000
249.000000	176.000000
249.250000	189.000000
249.500000	218.000000
249.750000	237.000000
250.000000	265.000000
250.250000	272.000000
250.500000	284.000000
250.750000	349.000000
251.000000	347.000000
251.250000	396.000000
251.500000	379.000000
251.750000	387.000000
252.000000	467.000000
252.250000	488.000000
252.500000	556.000000
252.750000	598.000000
253.000000	601.000000
253.250000	631.000000
253.500000	697.000000
253.750000	683.000000
254.000000	702.000000
254.250000	684.000000
254.500000	756.000000
254.750000	729.000000
255.000000	722.000000
255.250000	755.000000
255.500000	753.000000
255.750000	734.000000
256.000000	737.000000
256.250000	771.000000
256.500000	780.000000
256.750000	739.000000
257.000000	780.000000
257.250000	739.000000
257.500000	727.000000
257.750000	747.000000
258.000000	767.000000
258.250000	774.000000
258.500000	718.000000
258.750000	765.000000
259.000000	818.000000
259.250000	792.000000
259.500000	732.000000
259.750000	771.000000
260.000000	788.000000
260.250000	808.000000
260.500000	737.000000
260.750000	764.000000
261.000000	732.000000
261.250000	781.000000
261.500000	740.000000
261.750000	699.000000
262.000000	746.000000
262.250000	721.000000
262.500000	746.000000
262.750000	764.000000
263.000000	753.000000
263.250000	733.000000
263.500000	691.000000
263.750000	730.000000
264.000000	710.000000
264.250000	721.000000
264.500000	744.000000
264.750000	728.000000
265.000000	707.000000
265.250000	677.000000
265.500000	719.000000
265.750000	673.000000
266.000000	722.000000
266.250000	748.000000
266.500000	677.000000
266.750000	672.000000
267.000000	727.000000
267.250000	648.000000
267.500000	724.000000
267.750000	696.000000
268.000000	719.000000
268.250000	733.000000
268.500000	652.000000
268.750000	674.000000
269.000000	728.000000
269.250000	676.000000
269.500000	706.000000
269.750000	670.000000
270.000000	740.000000
270.250000	682.000000
270.500000	694.000000
270.750000	696.000000
271.000000	691.000000
271.250000	705.000000
271.500000	677.000000
271.750000	647.000000
272.000000	673.000000
272.250000	661.000000
272.500000	686.000000
272.750000	656.000000
273.000000	665.000000
273.250000	639.000000
273.500000	669.000000
273.750000	689.000000
274.000000	673.000000
274.250000	660.000000
274.500000	629.000000
274.750000	652.000000
275.000000	699.000000
275.250000	618.000000
275.500000	675.000000
275.750000	671.000000
276.000000	653.000000
276.250000	641.000000
276.500000	656.000000
276.750000	655.000000
277.000000	643.000000
277.250000	662.000000
277.500000	694.000000
277.750000	650.000000
278.000000	681.000000
278.250000	654.000000
278.500000	657.000000
278.750000	626.000000
279.000000	651.000000
279.250000	634.000000
279.500000	602.000000
279.750000	676.000000
280.000000	619.000000
280.250000	591.000000
280.500000	567.000000
280.750000	629.000000
281.000000	639.000000
281.250000	604.000000
281.500000	629.000000
281.750000	589.000000
282.000000	553.000000
282.250000	597.000000
282.500000	580.000000
282.750000	570.000000
283.000000	570.000000
283.250000	555.000000
283.500000	610.000000
283.750000	562.000000
284.000000	592.000000
284.250000	555.000000
284.500000	592.000000
284.750000	554.000000
285.000000	590.000000
285.250000	563.000000
285.500000	552.000000
285.750000	563.000000
286.000000	585.000000
286.250000	527.000000
286.500000	576.000000
286.750000	576.000000
287.000000	582.000000
287.250000	562.000000
287.500000	528.000000
287.750000	528.000000
288.000000	523.000000
288.250000	558.000000
288.500000	512.000000
