Data: lunedì 11 maggio 2020	Ora: 13:48
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 256.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 326.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
256.000000	23.000000
256.250000	36.000000
256.500000	31.000000
256.750000	40.000000
257.000000	44.000000
257.250000	34.000000
257.500000	46.000000
257.750000	47.000000
258.000000	66.000000
258.250000	69.000000
258.500000	63.000000
258.750000	78.000000
259.000000	94.000000
259.250000	98.000000
259.500000	89.000000
259.750000	85.000000
260.000000	106.000000
260.250000	112.000000
260.500000	106.000000
260.750000	142.000000
261.000000	109.000000
261.250000	132.000000
261.500000	124.000000
261.750000	134.000000
262.000000	165.000000
262.250000	193.000000
262.500000	170.000000
262.750000	192.000000
263.000000	189.000000
263.250000	195.000000
263.500000	188.000000
263.750000	247.000000
264.000000	223.000000
264.250000	276.000000
264.500000	283.000000
264.750000	296.000000
265.000000	305.000000
265.250000	317.000000
265.500000	356.000000
265.750000	438.000000
266.000000	425.000000
266.250000	419.000000
266.500000	464.000000
266.750000	466.000000
267.000000	554.000000
267.250000	567.000000
267.500000	589.000000
267.750000	610.000000
268.000000	607.000000
268.250000	657.000000
268.500000	676.000000
268.750000	643.000000
269.000000	685.000000
269.250000	740.000000
269.500000	692.000000
269.750000	693.000000
270.000000	727.000000
270.250000	631.000000
270.500000	769.000000
270.750000	679.000000
271.000000	699.000000
271.250000	696.000000
271.500000	678.000000
271.750000	677.000000
272.000000	638.000000
272.250000	614.000000
272.500000	619.000000
272.750000	595.000000
273.000000	613.000000
273.250000	540.000000
273.500000	554.000000
273.750000	539.000000
274.000000	516.000000
274.250000	436.000000
274.500000	442.000000
274.750000	438.000000
275.000000	407.000000
275.250000	431.000000
275.500000	350.000000
275.750000	371.000000
276.000000	344.000000
276.250000	366.000000
276.500000	335.000000
276.750000	359.000000
277.000000	322.000000
277.250000	307.000000
277.500000	298.000000
277.750000	263.000000
278.000000	240.000000
278.250000	264.000000
278.500000	239.000000
278.750000	242.000000
279.000000	202.000000
279.250000	208.000000
279.500000	206.000000
279.750000	183.000000
280.000000	171.000000
280.250000	174.000000
280.500000	136.000000
280.750000	161.000000
281.000000	138.000000
281.250000	127.000000
281.500000	124.000000
281.750000	129.000000
282.000000	109.000000
282.250000	109.000000
282.500000	108.000000
282.750000	122.000000
283.000000	103.000000
283.250000	90.000000
283.500000	89.000000
283.750000	79.000000
284.000000	64.000000
284.250000	79.000000
284.500000	76.000000
284.750000	94.000000
285.000000	70.000000
285.250000	72.000000
285.500000	65.000000
285.750000	64.000000
286.000000	64.000000
286.250000	67.000000
286.500000	44.000000
286.750000	63.000000
287.000000	68.000000
287.250000	50.000000
287.500000	49.000000
287.750000	43.000000
288.000000	52.000000
288.250000	34.000000
288.500000	44.000000
288.750000	40.000000
289.000000	36.000000
289.250000	39.000000
289.500000	36.000000
289.750000	40.000000
290.000000	35.000000
290.250000	28.000000
290.500000	30.000000
290.750000	31.000000
291.000000	39.000000
291.250000	26.000000
291.500000	40.000000
291.750000	31.000000
292.000000	28.000000
292.250000	23.000000
292.500000	28.000000
292.750000	27.000000
293.000000	35.000000
293.250000	20.000000
293.500000	24.000000
293.750000	19.000000
294.000000	14.000000
294.250000	13.000000
294.500000	12.000000
294.750000	15.000000
295.000000	20.000000
295.250000	15.000000
295.500000	16.000000
295.750000	11.000000
296.000000	13.000000
296.250000	23.000000
296.500000	21.000000
296.750000	16.000000
297.000000	18.000000
297.250000	20.000000
297.500000	15.000000
297.750000	18.000000
298.000000	22.000000
298.250000	12.000000
298.500000	13.000000
298.750000	18.000000
299.000000	14.000000
299.250000	15.000000
299.500000	17.000000
299.750000	17.000000
300.000000	5.000000
300.250000	21.000000
300.500000	11.000000
300.750000	9.000000
301.000000	9.000000
301.250000	16.000000
301.500000	13.000000
301.750000	13.000000
302.000000	17.000000
302.250000	11.000000
302.500000	14.000000
