Data: mercoledì 20 maggio 2020	Ora: 12:39
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 20.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1.00	Max (eV): 19.00	Step (eV): 0.05	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 19.05
polar angle (deg): 270.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 25	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 17
******************************************************
Acq. time (s):  0.50	Number of scans:  1	Total acq. time (s):  0.50
******************************************************
0.260886	6.000000
0.314362	5.214286
0.367838	3.857143
0.421314	4.071429
0.474790	3.047619
0.528266	3.261905
0.581742	2.892857
0.635218	4.000000
0.688694	3.838095
0.742170	4.714286
0.795646	5.765306
0.849121	6.183673
0.902597	7.989796
0.956073	11.714286
1.009549	16.638889
1.063025	21.412698
1.116501	28.096825
1.169977	30.410390
1.223453	30.285714
1.276929	29.301948
1.330405	30.178571
1.383881	28.175824
1.437357	28.065934
1.490833	27.897959
1.544309	25.326531
1.597785	26.828571
1.651261	25.728571
1.704736	25.303571
1.758212	24.497374
1.811688	25.125000
1.865164	25.034664
1.918640	25.053571
1.972116	27.779937
2.025592	28.106092
2.079068	30.071429
2.132544	29.959559
2.186020	31.383929
2.239496	32.885504
2.292972	35.526786
2.346448	38.107668
2.399924	40.571429
2.453400	47.569853
2.506875	52.893908
2.560351	62.482143
2.613827	74.105567
2.667303	86.919643
2.720779	95.988445
2.774255	108.616071
2.827731	118.065126
2.881207	128.616071
2.934683	135.022584
2.988159	140.802521
3.041635	147.133929
3.095111	152.873950
3.148587	155.508929
3.202063	161.618697
3.255539	163.973214
3.309015	167.548319
3.362490	168.778887
3.415966	168.883929
3.469442	171.303571
3.522918	169.366071
3.576394	171.506828
3.629870	167.017857
3.683346	163.647584
3.736822	157.821429
3.790298	149.017332
3.843774	149.395483
3.897250	137.607143
3.950726	130.835084
4.004202	122.553571
4.057678	115.640756
4.111154	109.705357
4.164629	99.745273
4.218105	96.517857
4.271581	86.799895
4.325057	83.789916
4.378533	77.017857
4.432009	69.162815
4.485485	63.125000
4.538961	55.138655
4.592437	49.928571
4.645913	44.474265
4.699389	42.892332
4.752865	37.821429
4.806341	35.814601
4.859817	31.642857
4.913293	28.986345
4.966769	27.062500
5.020244	24.704307
5.073720	23.678571
5.127196	21.513130
5.180672	19.662815
5.234148	18.151786
5.287624	16.980567
5.341100	15.750000
5.394576	14.848739
5.448052	13.892857
5.501528	13.275735
5.555004	12.232143
5.608480	11.358193
5.661956	10.842962
5.715432	9.982143
5.768908	9.705882
5.822383	9.276786
5.875859	8.196429
5.929335	8.687500
5.982811	8.153361
6.036287	7.145483
6.089763	6.928571
6.143239	6.675420
6.196715	6.348214
6.250191	6.454832
6.303667	5.803571
6.357143	5.598214
6.410619	6.151786
6.464095	5.803571
6.517571	5.599265
6.571047	5.044643
6.624523	5.082983
6.677998	5.473214
6.731474	5.084559
6.784950	4.848214
6.838426	4.757878
6.891902	4.821429
6.945378	4.296744
6.998854	4.550945
7.052330	4.508929
7.105806	4.232668
7.159282	4.464286
7.212758	4.253676
7.266234	4.178571
7.319710	3.902311
7.373186	3.610294
7.426662	3.946429
7.480138	3.903887
7.533613	3.705357
7.587089	3.550420
7.640565	3.571429
7.694041	3.272584
7.747517	3.535714
7.800993	3.453782
7.854469	3.322479
7.907945	3.133929
7.961421	3.457458
8.014897	2.866071
8.068373	3.041492
8.121849	2.785714
8.175325	2.894433
8.228801	2.741071
8.282277	2.722689
8.335752	2.452731
8.389228	2.750000
8.442704	2.473739
8.496180	2.303571
8.549656	2.649160
8.603132	2.348214
8.656608	2.302521
8.710084	2.471113
8.763560	2.607143
8.817036	2.160189
8.870512	2.437500
8.923988	2.372899
8.977464	2.357143
9.030940	2.162290
9.084416	2.294643
9.137892	1.928571
9.191367	2.329307
9.244843	2.000000
9.298319	1.991071
9.351795	1.964286
9.405271	2.169118
9.458747	2.062500
9.512223	1.971113
9.565699	2.348214
9.619175	2.007353
9.672651	1.954832
9.726127	2.000000
9.779603	1.972164
9.833079	2.008929
