Data: venerdì 15 maggio 2020	Ora: 16:07
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 250.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
250.000000	36.000000
250.250000	44.000000
250.500000	45.000000
250.750000	60.000000
251.000000	39.000000
251.250000	43.000000
251.500000	63.000000
251.750000	47.000000
252.000000	58.000000
252.250000	54.000000
252.500000	50.000000
252.750000	49.000000
253.000000	50.000000
253.250000	67.000000
253.500000	55.000000
253.750000	58.000000
254.000000	87.000000
254.250000	72.000000
254.500000	87.000000
254.750000	81.000000
255.000000	104.000000
255.250000	75.000000
255.500000	98.000000
255.750000	108.000000
256.000000	112.000000
256.250000	118.000000
256.500000	139.000000
256.750000	119.000000
257.000000	131.000000
257.250000	145.000000
257.500000	163.000000
257.750000	178.000000
258.000000	180.000000
258.250000	194.000000
258.500000	218.000000
258.750000	207.000000
259.000000	206.000000
259.250000	233.000000
259.500000	213.000000
259.750000	214.000000
260.000000	232.000000
260.250000	255.000000
260.500000	257.000000
260.750000	266.000000
261.000000	269.000000
261.250000	278.000000
261.500000	317.000000
261.750000	285.000000
262.000000	336.000000
262.250000	345.000000
262.500000	330.000000
262.750000	399.000000
263.000000	391.000000
263.250000	402.000000
263.500000	406.000000
263.750000	416.000000
264.000000	433.000000
264.250000	454.000000
264.500000	463.000000
264.750000	494.000000
265.000000	488.000000
265.250000	540.000000
265.500000	531.000000
265.750000	548.000000
266.000000	578.000000
266.250000	598.000000
266.500000	586.000000
266.750000	601.000000
267.000000	653.000000
267.250000	634.000000
267.500000	588.000000
267.750000	636.000000
268.000000	669.000000
268.250000	694.000000
268.500000	669.000000
268.750000	688.000000
269.000000	725.000000
269.250000	676.000000
269.500000	657.000000
269.750000	661.000000
270.000000	634.000000
270.250000	654.000000
270.500000	692.000000
270.750000	650.000000
271.000000	705.000000
271.250000	614.000000
271.500000	671.000000
271.750000	667.000000
272.000000	601.000000
272.250000	642.000000
272.500000	616.000000
272.750000	612.000000
273.000000	566.000000
273.250000	598.000000
273.500000	620.000000
273.750000	545.000000
274.000000	525.000000
274.250000	547.000000
274.500000	519.000000
274.750000	522.000000
275.000000	527.000000
275.250000	480.000000
275.500000	457.000000
275.750000	440.000000
276.000000	495.000000
276.250000	474.000000
276.500000	435.000000
276.750000	400.000000
277.000000	424.000000
277.250000	405.000000
277.500000	418.000000
277.750000	347.000000
278.000000	399.000000
278.250000	387.000000
278.500000	409.000000
278.750000	377.000000
279.000000	324.000000
279.250000	342.000000
279.500000	322.000000
279.750000	315.000000
280.000000	281.000000
280.250000	307.000000
280.500000	275.000000
280.750000	274.000000
281.000000	276.000000
281.250000	233.000000
281.500000	245.000000
281.750000	257.000000
282.000000	228.000000
282.250000	217.000000
282.500000	220.000000
282.750000	191.000000
283.000000	217.000000
283.250000	243.000000
283.500000	190.000000
283.750000	196.000000
284.000000	192.000000
284.250000	197.000000
284.500000	182.000000
284.750000	168.000000
285.000000	166.000000
285.250000	173.000000
285.500000	157.000000
285.750000	173.000000
286.000000	146.000000
286.250000	136.000000
286.500000	153.000000
286.750000	138.000000
287.000000	146.000000
287.250000	122.000000
287.500000	120.000000
287.750000	128.000000
288.000000	130.000000
288.250000	101.000000
288.500000	117.000000
288.750000	128.000000
289.000000	103.000000
289.250000	118.000000
289.500000	104.000000
289.750000	86.000000
290.000000	92.000000
290.250000	80.000000
290.500000	82.000000
290.750000	92.000000
291.000000	75.000000
291.250000	81.000000
291.500000	84.000000
291.750000	87.000000
292.000000	82.000000
292.250000	78.000000
292.500000	79.000000
292.750000	83.000000
293.000000	71.000000
293.250000	54.000000
293.500000	69.000000
293.750000	62.000000
294.000000	72.000000
294.250000	62.000000
294.500000	63.000000
294.750000	81.000000
295.000000	45.000000
295.250000	59.000000
295.500000	44.000000
295.750000	46.000000
296.000000	51.000000
296.250000	51.000000
296.500000	52.000000
