Data: giovedì 7 maggio 2020	Ora: 16:05
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 256.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
256.000000	88.000000
256.250000	99.000000
256.500000	88.000000
256.750000	113.000000
257.000000	114.000000
257.250000	106.000000
257.500000	116.000000
257.750000	114.000000
258.000000	105.000000
258.250000	117.000000
258.500000	131.000000
258.750000	122.000000
259.000000	131.000000
259.250000	143.000000
259.500000	137.000000
259.750000	129.000000
260.000000	125.000000
260.250000	135.000000
260.500000	149.000000
260.750000	174.000000
261.000000	155.000000
261.250000	123.000000
261.500000	158.000000
261.750000	134.000000
262.000000	143.000000
262.250000	158.000000
262.500000	165.000000
262.750000	188.000000
263.000000	176.000000
263.250000	147.000000
263.500000	163.000000
263.750000	173.000000
264.000000	199.000000
264.250000	191.000000
264.500000	189.000000
264.750000	180.000000
265.000000	181.000000
265.250000	206.000000
265.500000	186.000000
265.750000	208.000000
266.000000	184.000000
266.250000	229.000000
266.500000	230.000000
266.750000	212.000000
267.000000	218.000000
267.250000	232.000000
267.500000	242.000000
267.750000	230.000000
268.000000	227.000000
268.250000	238.000000
268.500000	242.000000
268.750000	228.000000
269.000000	267.000000
269.250000	237.000000
269.500000	272.000000
269.750000	266.000000
270.000000	253.000000
270.250000	274.000000
270.500000	300.000000
270.750000	280.000000
271.000000	304.000000
271.250000	318.000000
271.500000	302.000000
271.750000	317.000000
272.000000	290.000000
272.250000	327.000000
272.500000	313.000000
272.750000	358.000000
273.000000	323.000000
273.250000	372.000000
273.500000	376.000000
273.750000	341.000000
274.000000	344.000000
274.250000	381.000000
274.500000	415.000000
274.750000	353.000000
275.000000	347.000000
275.250000	385.000000
275.500000	401.000000
275.750000	415.000000
276.000000	378.000000
276.250000	394.000000
276.500000	381.000000
276.750000	416.000000
277.000000	421.000000
277.250000	440.000000
277.500000	419.000000
277.750000	492.000000
278.000000	466.000000
278.250000	471.000000
278.500000	472.000000
278.750000	470.000000
279.000000	506.000000
279.250000	520.000000
279.500000	486.000000
279.750000	449.000000
280.000000	509.000000
280.250000	501.000000
280.500000	534.000000
280.750000	517.000000
281.000000	510.000000
281.250000	519.000000
281.500000	506.000000
281.750000	530.000000
282.000000	589.000000
282.250000	524.000000
282.500000	553.000000
282.750000	557.000000
283.000000	622.000000
283.250000	533.000000
283.500000	566.000000
283.750000	545.000000
284.000000	559.000000
284.250000	546.000000
284.500000	583.000000
284.750000	551.000000
285.000000	545.000000
285.250000	570.000000
285.500000	557.000000
285.750000	546.000000
286.000000	559.000000
286.250000	622.000000
286.500000	592.000000
286.750000	577.000000
287.000000	614.000000
287.250000	590.000000
287.500000	596.000000
287.750000	600.000000
288.000000	598.000000
288.250000	587.000000
288.500000	611.000000
288.750000	572.000000
289.000000	619.000000
289.250000	586.000000
289.500000	599.000000
289.750000	630.000000
290.000000	594.000000
290.250000	588.000000
290.500000	605.000000
290.750000	579.000000
291.000000	603.000000
291.250000	639.000000
291.500000	585.000000
291.750000	613.000000
292.000000	575.000000
292.250000	550.000000
292.500000	585.000000
292.750000	644.000000
293.000000	603.000000
293.250000	606.000000
293.500000	606.000000
293.750000	587.000000
294.000000	634.000000
294.250000	590.000000
294.500000	650.000000
294.750000	580.000000
295.000000	647.000000
295.250000	569.000000
295.500000	612.000000
295.750000	604.000000
296.000000	548.000000
296.250000	594.000000
296.500000	583.000000
296.750000	562.000000
297.000000	582.000000
297.250000	610.000000
297.500000	610.000000
297.750000	557.000000
298.000000	608.000000
298.250000	575.000000
298.500000	567.000000
298.750000	583.000000
299.000000	540.000000
299.250000	545.000000
299.500000	559.000000
299.750000	559.000000
300.000000	554.000000
300.250000	573.000000
300.500000	550.000000
300.750000	571.000000
301.000000	533.000000
301.250000	539.000000
301.500000	520.000000
301.750000	547.000000
302.000000	541.000000
302.250000	485.000000
302.500000	564.000000
