Data: lunedì 11 maggio 2020	Ora: 11:28
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    X manip
Min (eV): 570.20	Max (eV): 588.00	Step (eV): 0.20	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 267.00	X axis (mm): 588.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
570.200000	28.000000
570.400000	19.000000
570.600000	26.000000
570.800000	15.000000
571.000000	22.000000
571.200000	26.000000
571.400000	19.000000
571.600000	18.000000
571.800000	24.000000
572.000000	39.000000
572.200000	31.000000
572.400000	31.000000
572.600000	27.000000
572.800000	38.000000
573.000000	30.000000
573.200000	33.000000
573.400000	30.000000
573.600000	22.000000
573.800000	24.000000
574.000000	28.000000
574.200000	32.000000
574.400000	28.000000
574.600000	39.000000
574.800000	47.000000
575.000000	58.000000
575.200000	59.000000
575.400000	67.000000
575.600000	65.000000
575.800000	136.000000
576.000000	165.000000
576.200000	222.000000
576.400000	325.000000
576.600000	342.000000
576.800000	415.000000
577.000000	553.000000
577.200000	640.000000
577.400000	662.000000
577.600000	690.000000
577.800000	711.000000
578.000000	764.000000
578.200000	758.000000
578.400000	715.000000
578.600000	678.000000
578.800000	746.000000
579.000000	716.000000
579.200000	778.000000
579.400000	739.000000
579.600000	711.000000
579.800000	765.000000
580.000000	746.000000
580.200000	782.000000
580.400000	728.000000
580.600000	745.000000
580.800000	715.000000
581.000000	681.000000
581.200000	748.000000
581.400000	727.000000
581.600000	734.000000
581.800000	713.000000
582.000000	739.000000
582.200000	716.000000
582.400000	655.000000
582.600000	662.000000
582.800000	634.000000
583.000000	592.000000
583.200000	489.000000
583.400000	462.000000
583.600000	391.000000
583.800000	271.000000
584.000000	184.000000
584.200000	162.000000
584.400000	108.000000
584.600000	69.000000
584.800000	45.000000
585.000000	31.000000
585.200000	30.000000
585.400000	28.000000
585.600000	30.000000
585.800000	15.000000
586.000000	20.000000
586.200000	12.000000
586.400000	17.000000
586.600000	17.000000
586.800000	17.000000
587.000000	12.000000
587.200000	15.000000
587.400000	17.000000
587.600000	16.000000
587.800000	15.000000
588.000000	14.000000
