Data: mercoledì 13 maggio 2020	Ora: 15:46
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1240.00	Max (eV): 1256.00	Step (eV): 0.10	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1256.04
polar angle (deg): 277.00	X axis (mm): 582.40
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  3	Total acq. time (s):  3.00
******************************************************
1238.521772	0.023810
1238.628724	0.023810
1238.735676	0.004762
1238.842628	0.008730
1238.949580	0.006803
1239.056532	0.030754
1239.163484	0.015344
1239.270435	0.015007
1239.377387	0.009768
1239.484339	0.013736
1239.591291	0.007738
1239.698243	0.012780
1239.805195	0.014489
1239.912147	0.009837
1240.019099	0.020635
1240.126050	0.009599
1240.233002	0.018332
1240.339954	0.019857
1240.446906	0.017162
1240.553858	0.013763
1240.660810	0.015490
1240.767762	0.011649
1240.874714	0.017189
1240.981665	0.014939
1241.088617	0.020608
1241.195569	0.018393
1241.302521	0.017662
1241.409473	0.014654
1241.516425	0.016042
1241.623377	0.023795
1241.730328	0.016057
1241.837280	0.020224
1241.944232	0.017204
1242.051184	0.007724
1242.158136	0.017247
1242.265088	0.019585
1242.372040	0.016028
1242.478992	0.018409
1242.585943	0.011890
1242.692895	0.010685
1242.799847	0.013037
1242.906799	0.018990
1243.013751	0.017218
1243.120703	0.017233
1243.227655	0.016013
1243.334607	0.014852
1243.441558	0.014837
1243.548510	0.013647
1243.655462	0.016013
1243.762414	0.013676
1243.869366	0.015433
1243.976318	0.016638
1244.083270	0.016580
1244.190222	0.013095
1244.297173	0.017828
1244.404125	0.023026
1244.511077	0.022532
1244.618029	0.014271
1244.724981	0.014271
1244.831933	0.016638
1244.938885	0.021908
1245.045837	0.021400
1245.152788	0.021370
1245.259740	0.020166
1245.366692	0.024347
1245.473644	0.022532
1245.580596	0.021385
1245.687548	0.022561
1245.794500	0.015433
1245.901451	0.033275
1246.008403	0.026670
1246.115355	0.031504
1246.222307	0.022532
1246.329259	0.029689
1246.436211	0.042814
1246.543163	0.033174
1246.650115	0.044541
1246.757066	0.049782
1246.864018	0.036861
1246.970970	0.042770
1247.077922	0.035569
1247.184874	0.042204
1247.291826	0.039736
1247.398778	0.039184
1247.505730	0.038661
1247.612681	0.037326
1247.719633	0.035061
1247.826585	0.021966
1247.933537	0.028978
1248.040489	0.026742
1248.147441	0.029660
1248.254393	0.023751
1248.361345	0.024376
1248.468296	0.020151
1248.575248	0.029762
1248.682200	0.024347
1248.789152	0.029065
1248.896104	0.026684
1249.003056	0.035613
1249.110008	0.031504
1249.216960	0.023708
1249.323911	0.043307
1249.430863	0.035584
1249.537815	0.049318
1249.644767	0.051641
1249.751719	0.054399
1249.858671	0.059422
1249.965623	0.049753
1250.072574	0.057578
1250.179526	0.058275
1250.286478	0.055793
1250.393430	0.054689
1250.500382	0.055677
1250.607334	0.052904
1250.714286	0.044570
1250.821238	0.047503
1250.928189	0.035584
1251.035141	0.032593
1251.142093	0.033246
1251.249045	0.030299
1251.355997	0.029646
1251.462949	0.032099
1251.569901	0.022546
1251.676853	0.013690
1251.783804	0.018394
1251.890756	0.019599
1251.997708	0.015462
1252.104660	0.020761
1252.211612	0.016042
1252.318564	0.020166
1252.425516	0.019527
1252.532468	0.014881
1252.639419	0.017189
1252.746371	0.011295
1252.853323	0.013037
1252.960275	0.016638
1253.067227	0.017204
1253.174179	0.015389
1253.281131	0.022561
1253.388083	0.013647
1253.495034	0.013037
1253.601986	0.011890
1253.708938	0.014271
1253.815890	0.006548
1253.922842	0.009509
1254.029794	0.014257
1254.136746	0.013676
1254.243697	0.015447
1254.350649	0.017814
1254.457601	0.013095
1254.564553	0.014973
1254.671505	0.014813
1254.778457	0.019867
1254.885409	0.021485
1254.992361	0.025630
1255.099312	0.022414
1255.206264	0.021937
1255.313216	0.018973
1255.420168	0.010761
1255.527120	0.006960
1255.634072	0.014731
1255.741024	0.013730
1255.847976	0.009191
1255.954927	0.010977
1256.061879	0.008163
1256.168831	0.008842
1256.275783	0.002801
1256.382735	0.008940
1256.489687	0.004875
1256.596639	0.005233
1256.703591	0.007784
1256.810542	0.011472
1256.917494	0.005026
1257.024446	0.014881
1257.131398	0.003968
1257.238350	0.014286
1257.345302	0.005952
1257.452254	0.000000
1257.540107	0.000000
