Data: venerdì 29 maggio 2020	Ora: 12:44
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    X manip
Min (eV): 521.00	Max (eV): 531.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1.50
polar angle (deg): 270.00	X axis (mm): 531.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
521.000000	7407.000000
521.250000	7182.000000
521.500000	7294.000000
521.750000	7279.000000
522.000000	7343.000000
522.250000	7335.000000
522.500000	7322.000000
522.750000	7396.000000
523.000000	7487.000000
523.250000	7420.000000
523.500000	7337.000000
523.750000	7382.000000
524.000000	7412.000000
524.250000	7362.000000
524.500000	7265.000000
524.750000	6983.000000
525.000000	6881.000000
525.250000	6404.000000
525.500000	5863.000000
525.750000	5580.000000
526.000000	5198.000000
526.250000	5095.000000
526.500000	5033.000000
526.750000	5086.000000
527.000000	5236.000000
527.250000	5483.000000
527.500000	5712.000000
527.750000	5858.000000
528.000000	6392.000000
528.250000	6668.000000
528.500000	7138.000000
528.750000	7290.000000
529.000000	7383.000000
529.250000	7616.000000
529.500000	7619.000000
529.750000	7750.000000
530.000000	7740.000000
530.250000	7711.000000
530.500000	7634.000000
530.750000	7794.000000
531.000000	7773.000000
