Data: mercoledì 20 maggio 2020	Ora: 15:23
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 330.00	Step (eV): 0.50	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 3.80
polar angle (deg): 330.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 25	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 17
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	17429.000000
200.500000	18109.000000
201.000000	18662.000000
201.500000	18793.000000
202.000000	19776.000000
202.500000	20559.000000
203.000000	21202.000000
203.500000	21781.000000
204.000000	22203.000000
204.500000	22648.000000
205.000000	23041.000000
205.500000	23715.000000
206.000000	24205.000000
206.500000	25252.000000
207.000000	25984.000000
207.500000	26490.000000
208.000000	26983.000000
208.500000	27135.000000
209.000000	28007.000000
209.500000	28201.000000
210.000000	28637.000000
210.500000	29786.000000
211.000000	30122.000000
211.500000	30431.000000
212.000000	31040.000000
212.500000	31244.000000
213.000000	31924.000000
213.500000	32738.000000
214.000000	33448.000000
214.500000	33821.000000
215.000000	34596.000000
215.500000	34607.000000
216.000000	35406.000000
216.500000	35739.000000
217.000000	36366.000000
217.500000	36944.000000
218.000000	37083.000000
218.500000	37595.000000
219.000000	37643.000000
219.500000	38246.000000
220.000000	39035.000000
220.500000	39861.000000
221.000000	40445.000000
221.500000	40591.000000
222.000000	40692.000000
222.500000	41141.000000
223.000000	41341.000000
223.500000	41966.000000
224.000000	41875.000000
224.500000	42734.000000
225.000000	43248.000000
225.500000	43667.000000
226.000000	43926.000000
226.500000	44343.000000
227.000000	44516.000000
227.500000	44460.000000
228.000000	44557.000000
228.500000	44505.000000
229.000000	44861.000000
229.500000	45428.000000
230.000000	45584.000000
230.500000	46640.000000
231.000000	46559.000000
231.500000	47451.000000
232.000000	47537.000000
232.500000	48354.000000
233.000000	48474.000000
233.500000	48897.000000
234.000000	49481.000000
234.500000	49742.000000
235.000000	50364.000000
235.500000	50868.000000
236.000000	51299.000000
236.500000	51441.000000
237.000000	51926.000000
237.500000	52311.000000
238.000000	52810.000000
238.500000	52923.000000
239.000000	53645.000000
239.500000	54203.000000
240.000000	54327.000000
240.500000	55130.000000
241.000000	55387.000000
241.500000	55283.000000
242.000000	55610.000000
242.500000	55993.000000
243.000000	56609.000000
243.500000	56223.000000
244.000000	56810.000000
244.500000	57141.000000
245.000000	58459.000000
245.500000	58697.000000
246.000000	58871.000000
246.500000	59392.000000
247.000000	59304.000000
247.500000	59794.000000
248.000000	59930.000000
248.500000	60615.000000
249.000000	61310.000000
249.500000	60816.000000
250.000000	61983.000000
250.500000	61334.000000
251.000000	61419.000000
251.500000	62635.000000
252.000000	62845.000000
252.500000	63422.000000
253.000000	64256.000000
253.500000	64197.000000
254.000000	64448.000000
254.500000	64968.000000
255.000000	64778.000000
255.500000	65205.000000
256.000000	65837.000000
256.500000	65783.000000
257.000000	65991.000000
257.500000	65754.000000
258.000000	66104.000000
258.500000	66535.000000
259.000000	67753.000000
259.500000	68557.000000
260.000000	68104.000000
260.500000	69160.000000
261.000000	68746.000000
261.500000	69034.000000
262.000000	70019.000000
262.500000	69917.000000
263.000000	70870.000000
263.500000	70826.000000
264.000000	71412.000000
264.500000	71870.000000
265.000000	72163.000000
265.500000	73030.000000
266.000000	72987.000000
266.500000	73163.000000
267.000000	73710.000000
267.500000	74521.000000
268.000000	74472.000000
268.500000	74865.000000
269.000000	74805.000000
269.500000	74879.000000
270.000000	75026.000000
270.500000	76298.000000
271.000000	76340.000000
271.500000	76470.000000
272.000000	77116.000000
272.500000	77277.000000
273.000000	78168.000000
273.500000	78783.000000
274.000000	79262.000000
274.500000	78812.000000
275.000000	79917.000000
275.500000	80264.000000
276.000000	80427.000000
276.500000	81294.000000
277.000000	80747.000000
277.500000	81448.000000
278.000000	81825.000000
278.500000	82089.000000
279.000000	82191.000000
279.500000	83207.000000
280.000000	82557.000000
280.500000	82678.000000
281.000000	82712.000000
281.500000	83268.000000
282.000000	83863.000000
282.500000	84278.000000
283.000000	83139.000000
283.500000	84058.000000
284.000000	83435.000000
284.500000	84166.000000
285.000000	83513.000000
285.500000	84050.000000
286.000000	83917.000000
286.500000	84075.000000
287.000000	84698.000000
287.500000	84330.000000
288.000000	84170.000000
288.500000	82516.000000
289.000000	82529.000000
289.500000	82769.000000
290.000000	82579.000000
290.500000	82949.000000
291.000000	83524.000000
291.500000	83680.000000
292.000000	83046.000000
292.500000	83037.000000
293.000000	82969.000000
293.500000	82355.000000
294.000000	81924.000000
294.500000	81346.000000
295.000000	80641.000000
295.500000	80095.000000
296.000000	79802.000000
296.500000	78759.000000
297.000000	78708.000000
297.500000	77532.000000
298.000000	76938.000000
298.500000	75646.000000
299.000000	74654.000000
299.500000	73547.000000
300.000000	72802.000000
300.500000	71803.000000
301.000000	70755.000000
301.500000	69770.000000
302.000000	69293.000000
302.500000	67649.000000
303.000000	67105.000000
303.500000	65140.000000
304.000000	64645.000000
304.500000	62957.000000
305.000000	61914.000000
305.500000	60864.000000
306.000000	59750.000000
306.500000	58279.000000
307.000000	57318.000000
307.500000	55221.000000
308.000000	53411.000000
308.500000	52568.000000
309.000000	51343.000000
309.500000	49985.000000
310.000000	48524.000000
310.500000	47640.000000
311.000000	46364.000000
311.500000	45246.000000
312.000000	43765.000000
312.500000	42979.000000
313.000000	42632.000000
313.500000	41723.000000
314.000000	41234.000000
314.500000	40283.000000
315.000000	39762.000000
315.500000	39503.000000
316.000000	38564.000000
316.500000	37489.000000
317.000000	36230.000000
317.500000	35387.000000
318.000000	34801.000000
318.500000	33811.000000
319.000000	32996.000000
319.500000	32457.000000
320.000000	32063.000000
320.500000	31304.000000
321.000000	30274.000000
321.500000	29990.000000
322.000000	29170.000000
322.500000	28679.000000
323.000000	28169.000000
323.500000	27510.000000
324.000000	27212.000000
324.500000	27120.000000
325.000000	27020.000000
325.500000	27100.000000
326.000000	26656.000000
326.500000	26799.000000
327.000000	26664.000000
327.500000	26987.000000
328.000000	27099.000000
328.500000	26832.000000
329.000000	26988.000000
329.500000	26986.000000
330.000000	26892.000000
