Data: mercoledì 13 maggio 2020	Ora: 16:16
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1240.00	Max (eV): 1256.00	Step (eV): 0.10	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1256.04
polar angle (deg): 297.00	X axis (mm): 582.40
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  0.50	Number of scans:  3	Total acq. time (s):  1.50
******************************************************
1238.521772	0.071429
1238.628724	0.015873
1238.735676	0.000000
1238.842628	0.007937
1238.949580	0.014739
1239.056532	0.005952
1239.163484	0.014815
1239.270435	0.000000
1239.377387	0.015568
1239.484339	0.003401
1239.591291	0.006349
1239.698243	0.008578
1239.805195	0.016029
1239.912147	0.009774
1240.019099	0.015986
1240.126050	0.006305
1240.233002	0.008023
1240.339954	0.005641
1240.446906	0.007190
1240.553858	0.010393
1240.660810	0.008101
1240.767762	0.023451
1240.874714	0.005952
1240.981665	0.017019
1241.088617	0.008243
1241.195569	0.010511
1241.302521	0.006300
1241.409473	0.008579
1241.516425	0.008275
1241.623377	0.009524
1241.730328	0.010714
1241.837280	0.016609
1241.944232	0.008246
1242.051184	0.009524
1242.158136	0.015418
1242.265088	0.017857
1242.372040	0.008333
1242.478992	0.007143
1242.585943	0.010685
1242.692895	0.010714
1242.799847	0.016580
1242.906799	0.007143
1243.013751	0.009524
1243.120703	0.011905
1243.227655	0.010714
1243.334607	0.009495
1243.441558	0.015447
1243.548510	0.004733
1243.655462	0.008304
1243.762414	0.007143
1243.869366	0.014199
1243.976318	0.011905
1244.083270	0.009524
1244.190222	0.010714
1244.297173	0.013037
1244.404125	0.013066
1244.511077	0.009495
1244.618029	0.011789
1244.724981	0.010656
1244.831933	0.010685
1244.938885	0.007143
1245.045837	0.004762
1245.152788	0.007085
1245.259740	0.011876
1245.366692	0.007143
1245.473644	0.005894
1245.580596	0.010685
1245.687548	0.013037
1245.794500	0.008304
1245.901451	0.008275
1246.008403	0.008275
1246.115355	0.008304
1246.222307	0.009495
1246.329259	0.011876
1246.436211	0.008333
1246.543163	0.013008
1246.650115	0.016667
1246.757066	0.010714
1246.864018	0.009524
1246.970970	0.011905
1247.077922	0.008333
1247.184874	0.015476
1247.291826	0.009524
1247.398778	0.007143
1247.505730	0.009524
1247.612681	0.016609
1247.719633	0.005952
1247.826585	0.009495
1247.933537	0.014257
1248.040489	0.004762
1248.147441	0.015418
1248.254393	0.005923
1248.361345	0.017828
1248.468296	0.015389
1248.575248	0.010714
1248.682200	0.012979
1248.789152	0.014257
1248.896104	0.011847
1249.003056	0.020238
1249.110008	0.015447
1249.216960	0.011876
1249.323911	0.014286
1249.430863	0.009466
1249.537815	0.013037
1249.644767	0.015418
1249.751719	0.014228
1249.858671	0.021400
1249.965623	0.016609
1250.072574	0.014286
1250.179526	0.016609
1250.286478	0.014257
1250.393430	0.026132
1250.500382	0.022590
1250.607334	0.027352
1250.714286	0.028571
1250.821238	0.026190
1250.928189	0.025000
1251.035141	0.023664
1251.142093	0.027352
1251.249045	0.036876
1251.355997	0.041434
1251.462949	0.046429
1251.569901	0.050987
1251.676853	0.058246
1251.783804	0.034437
1251.890756	0.026103
1251.997708	0.037979
1252.104660	0.033188
1252.211612	0.029704
1252.318564	0.022619
1252.425516	0.014228
1252.532468	0.021400
1252.639419	0.019048
1252.746371	0.017828
1252.853323	0.014286
1252.960275	0.022561
1253.067227	0.020238
1253.174179	0.017857
1253.281131	0.014170
1253.388083	0.016638
1253.495034	0.017741
1253.601986	0.017857
1253.708938	0.026074
1253.815890	0.017828
1253.922842	0.016667
1254.029794	0.035511
1254.136746	0.034495
1254.243697	0.020209
1254.350649	0.033304
1254.457601	0.058275
1254.564553	0.039322
1254.671505	0.043249
1254.778457	0.053856
1254.885409	0.069539
1254.992361	0.072109
1255.099312	0.056508
1255.206264	0.043875
1255.313216	0.031651
1255.420168	0.024924
1255.527120	0.022613
1255.634072	0.020366
1255.741024	0.011587
1255.847976	0.006125
1255.954927	0.013399
1256.061879	0.000000
1256.168831	0.015316
1256.275783	0.005447
1256.382735	0.014706
1256.489687	0.003175
1256.596639	0.007326
1256.703591	0.007937
1256.810542	0.022944
1256.917494	0.005291
1257.024446	0.000000
1257.131398	0.014739
1257.238350	0.000000
1257.345302	0.000000
1257.452254	0.000000
1257.540107	0.000000
