Data: mercoledì 20 maggio 2020	Ora: 14:53
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 0.50	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 8.00
polar angle (deg): 310.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 25	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 17
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	1107.000000
200.500000	1105.000000
201.000000	1102.000000
201.500000	1145.000000
202.000000	1105.000000
202.500000	1178.000000
203.000000	1180.000000
203.500000	1232.000000
204.000000	1187.000000
204.500000	1161.000000
205.000000	1186.000000
205.500000	1264.000000
206.000000	1312.000000
206.500000	1266.000000
207.000000	1304.000000
207.500000	1354.000000
208.000000	1325.000000
208.500000	1342.000000
209.000000	1368.000000
209.500000	1319.000000
210.000000	1441.000000
210.500000	1362.000000
211.000000	1430.000000
211.500000	1391.000000
212.000000	1383.000000
212.500000	1421.000000
213.000000	1460.000000
213.500000	1486.000000
214.000000	1423.000000
214.500000	1496.000000
215.000000	1503.000000
215.500000	1433.000000
216.000000	1448.000000
216.500000	1491.000000
217.000000	1498.000000
217.500000	1510.000000
218.000000	1501.000000
218.500000	1490.000000
219.000000	1466.000000
219.500000	1591.000000
220.000000	1495.000000
220.500000	1512.000000
221.000000	1467.000000
221.500000	1573.000000
222.000000	1610.000000
222.500000	1590.000000
223.000000	1580.000000
223.500000	1565.000000
224.000000	1648.000000
224.500000	1598.000000
225.000000	1667.000000
225.500000	1578.000000
226.000000	1622.000000
226.500000	1550.000000
227.000000	1675.000000
227.500000	1725.000000
228.000000	1688.000000
228.500000	1671.000000
229.000000	1691.000000
229.500000	1722.000000
230.000000	1683.000000
230.500000	1693.000000
231.000000	1703.000000
231.500000	1673.000000
232.000000	1679.000000
232.500000	1726.000000
233.000000	1720.000000
233.500000	1730.000000
234.000000	1698.000000
234.500000	1741.000000
235.000000	1787.000000
235.500000	1650.000000
236.000000	1764.000000
236.500000	1812.000000
237.000000	1786.000000
237.500000	1788.000000
238.000000	1798.000000
238.500000	1735.000000
239.000000	1750.000000
239.500000	1732.000000
240.000000	1823.000000
240.500000	1897.000000
241.000000	1784.000000
241.500000	1830.000000
242.000000	1815.000000
242.500000	1846.000000
243.000000	1802.000000
243.500000	1883.000000
244.000000	1845.000000
244.500000	1882.000000
245.000000	1883.000000
245.500000	1853.000000
246.000000	1850.000000
246.500000	1840.000000
247.000000	1913.000000
247.500000	1867.000000
248.000000	1822.000000
248.500000	1881.000000
249.000000	1909.000000
249.500000	1808.000000
250.000000	1891.000000
250.500000	1876.000000
251.000000	1933.000000
251.500000	1824.000000
252.000000	1902.000000
252.500000	1932.000000
253.000000	1943.000000
253.500000	1910.000000
254.000000	1818.000000
254.500000	1972.000000
255.000000	1928.000000
255.500000	1909.000000
256.000000	1887.000000
256.500000	1905.000000
257.000000	1858.000000
257.500000	1961.000000
258.000000	1947.000000
258.500000	1999.000000
259.000000	1912.000000
259.500000	1966.000000
260.000000	2032.000000
260.500000	1989.000000
261.000000	1917.000000
261.500000	1965.000000
262.000000	2022.000000
262.500000	2048.000000
263.000000	2017.000000
263.500000	2021.000000
264.000000	1989.000000
264.500000	2044.000000
265.000000	2024.000000
265.500000	2066.000000
266.000000	1930.000000
266.500000	2054.000000
267.000000	2029.000000
267.500000	2001.000000
268.000000	2042.000000
268.500000	2004.000000
269.000000	2015.000000
269.500000	2024.000000
270.000000	1927.000000
270.500000	2031.000000
271.000000	2037.000000
271.500000	1995.000000
272.000000	1984.000000
272.500000	2086.000000
273.000000	2084.000000
273.500000	2159.000000
274.000000	2032.000000
274.500000	2031.000000
275.000000	2129.000000
275.500000	2046.000000
276.000000	2112.000000
276.500000	2081.000000
277.000000	2071.000000
277.500000	2082.000000
278.000000	2017.000000
278.500000	2014.000000
279.000000	2059.000000
279.500000	2096.000000
280.000000	2128.000000
280.500000	2066.000000
281.000000	2016.000000
281.500000	2086.000000
282.000000	2116.000000
282.500000	2151.000000
283.000000	2068.000000
283.500000	1987.000000
284.000000	2092.000000
284.500000	2061.000000
285.000000	2097.000000
285.500000	2018.000000
286.000000	2111.000000
286.500000	2058.000000
287.000000	2062.000000
287.500000	2048.000000
288.000000	2038.000000
288.500000	2018.000000
289.000000	2096.000000
289.500000	1998.000000
290.000000	2046.000000
290.500000	2130.000000
291.000000	1981.000000
291.500000	1957.000000
292.000000	1984.000000
292.500000	2009.000000
293.000000	1988.000000
293.500000	1922.000000
294.000000	1983.000000
294.500000	1988.000000
295.000000	1908.000000
295.500000	1866.000000
296.000000	1889.000000
296.500000	1914.000000
297.000000	1862.000000
297.500000	1783.000000
298.000000	1821.000000
298.500000	1816.000000
299.000000	1733.000000
299.500000	1747.000000
300.000000	1615.000000
300.500000	1731.000000
301.000000	1684.000000
301.500000	1625.000000
302.000000	1505.000000
302.500000	1567.000000
303.000000	1445.000000
303.500000	1463.000000
304.000000	1459.000000
304.500000	1390.000000
305.000000	1437.000000
305.500000	1373.000000
306.000000	1253.000000
306.500000	1187.000000
307.000000	1166.000000
307.500000	1154.000000
308.000000	1029.000000
308.500000	970.000000
309.000000	956.000000
309.500000	902.000000
310.000000	870.000000
