Data: venerdì 15 maggio 2020	Ora: 11:36
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 250.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
250.000000	83.000000
250.250000	86.000000
250.500000	90.000000
250.750000	102.000000
251.000000	122.000000
251.250000	107.000000
251.500000	114.000000
251.750000	118.000000
252.000000	121.000000
252.250000	136.000000
252.500000	150.000000
252.750000	142.000000
253.000000	158.000000
253.250000	139.000000
253.500000	166.000000
253.750000	167.000000
254.000000	191.000000
254.250000	150.000000
254.500000	193.000000
254.750000	204.000000
255.000000	218.000000
255.250000	233.000000
255.500000	245.000000
255.750000	287.000000
256.000000	273.000000
256.250000	278.000000
256.500000	272.000000
256.750000	290.000000
257.000000	271.000000
257.250000	355.000000
257.500000	359.000000
257.750000	362.000000
258.000000	410.000000
258.250000	421.000000
258.500000	430.000000
258.750000	422.000000
259.000000	485.000000
259.250000	391.000000
259.500000	453.000000
259.750000	506.000000
260.000000	465.000000
260.250000	490.000000
260.500000	524.000000
260.750000	504.000000
261.000000	553.000000
261.250000	527.000000
261.500000	561.000000
261.750000	542.000000
262.000000	584.000000
262.250000	574.000000
262.500000	640.000000
262.750000	629.000000
263.000000	638.000000
263.250000	631.000000
263.500000	685.000000
263.750000	653.000000
264.000000	645.000000
264.250000	642.000000
264.500000	653.000000
264.750000	656.000000
265.000000	654.000000
265.250000	664.000000
265.500000	738.000000
265.750000	659.000000
266.000000	631.000000
266.250000	708.000000
266.500000	698.000000
266.750000	703.000000
267.000000	681.000000
267.250000	680.000000
267.500000	637.000000
267.750000	667.000000
268.000000	677.000000
268.250000	660.000000
268.500000	666.000000
268.750000	649.000000
269.000000	610.000000
269.250000	615.000000
269.500000	613.000000
269.750000	659.000000
270.000000	605.000000
270.250000	623.000000
270.500000	667.000000
270.750000	588.000000
271.000000	555.000000
271.250000	584.000000
271.500000	585.000000
271.750000	599.000000
272.000000	539.000000
272.250000	545.000000
272.500000	541.000000
272.750000	539.000000
273.000000	496.000000
273.250000	511.000000
273.500000	503.000000
273.750000	518.000000
274.000000	492.000000
274.250000	471.000000
274.500000	478.000000
274.750000	414.000000
275.000000	487.000000
275.250000	475.000000
275.500000	449.000000
275.750000	451.000000
276.000000	405.000000
276.250000	454.000000
276.500000	378.000000
276.750000	423.000000
277.000000	377.000000
277.250000	388.000000
277.500000	406.000000
277.750000	396.000000
278.000000	390.000000
278.250000	391.000000
278.500000	345.000000
278.750000	344.000000
279.000000	354.000000
279.250000	324.000000
279.500000	350.000000
279.750000	337.000000
280.000000	339.000000
280.250000	347.000000
280.500000	312.000000
280.750000	319.000000
281.000000	266.000000
281.250000	308.000000
281.500000	324.000000
281.750000	268.000000
282.000000	238.000000
282.250000	266.000000
282.500000	269.000000
282.750000	282.000000
283.000000	250.000000
283.250000	257.000000
283.500000	229.000000
283.750000	237.000000
284.000000	236.000000
284.250000	206.000000
284.500000	222.000000
284.750000	228.000000
285.000000	215.000000
285.250000	198.000000
285.500000	210.000000
285.750000	218.000000
286.000000	195.000000
286.250000	200.000000
286.500000	195.000000
286.750000	194.000000
287.000000	201.000000
287.250000	166.000000
287.500000	172.000000
287.750000	158.000000
288.000000	166.000000
288.250000	161.000000
288.500000	186.000000
288.750000	156.000000
289.000000	167.000000
289.250000	152.000000
289.500000	143.000000
289.750000	142.000000
290.000000	143.000000
290.250000	141.000000
290.500000	134.000000
290.750000	133.000000
291.000000	136.000000
291.250000	121.000000
291.500000	144.000000
291.750000	160.000000
292.000000	110.000000
292.250000	133.000000
292.500000	113.000000
292.750000	117.000000
293.000000	109.000000
293.250000	117.000000
293.500000	101.000000
293.750000	111.000000
294.000000	88.000000
294.250000	103.000000
294.500000	99.000000
294.750000	101.000000
295.000000	96.000000
295.250000	97.000000
295.500000	94.000000
295.750000	83.000000
296.000000	91.000000
296.250000	99.000000
296.500000	70.000000
