Data: venerdì 15 maggio 2020	Ora: 11:36
296.750000	97.000000
297.000000	90.000000
297.250000	94.000000
297.500000	75.000000
297.750000	82.000000
298.000000	81.000000
298.250000	68.000000
298.500000	79.000000
298.750000	76.000000
299.000000	79.000000
299.250000	69.000000
299.500000	77.000000
299.750000	72.000000
300.000000	57.000000
300.250000	79.000000
300.500000	61.000000
300.750000	66.000000
301.000000	62.000000
301.250000	60.000000
301.500000	53.000000
301.750000	48.000000
302.000000	62.000000
302.250000	58.000000
302.500000	57.000000
302.750000	54.000000
303.000000	60.000000
303.250000	46.000000
303.500000	48.000000
303.750000	66.000000
304.000000	62.000000
304.250000	54.000000
304.500000	51.000000
304.750000	43.000000
305.000000	51.000000
305.250000	38.000000
305.500000	53.000000
305.750000	37.000000
306.000000	46.000000
306.250000	46.000000
306.500000	43.000000
306.750000	43.000000
307.000000	39.000000
307.250000	42.000000
307.500000	27.000000
307.750000	43.000000
308.000000	42.000000
308.250000	39.000000
308.500000	38.000000
308.750000	50.000000
309.000000	32.000000
309.250000	40.000000
309.500000	36.000000
309.750000	32.000000
310.000000	39.000000
310.250000	31.000000
310.500000	32.000000
310.750000	27.000000
311.000000	30.000000
311.250000	26.000000
311.500000	33.000000
311.750000	32.000000
312.000000	33.000000
312.250000	23.000000
312.500000	24.000000
312.750000	30.000000
313.000000	24.000000
313.250000	33.000000
313.500000	23.000000
313.750000	22.000000
314.000000	31.000000
314.250000	24.000000
314.500000	25.000000
314.750000	27.000000
315.000000	31.000000
315.250000	22.000000
315.500000	26.000000
315.750000	21.000000
316.000000	21.000000
316.250000	30.000000
316.500000	30.000000
316.750000	22.000000
317.000000	26.000000
317.250000	14.000000
317.500000	16.000000
317.750000	18.000000
318.000000	23.000000
318.250000	15.000000
318.500000	34.000000
318.750000	25.000000
319.000000	24.000000
319.250000	13.000000
319.500000	18.000000
319.750000	21.000000
320.000000	14.000000
320.250000	18.000000
320.500000	12.000000
320.750000	12.000000
321.000000	30.000000
321.250000	15.000000
321.500000	21.000000
321.750000	13.000000
322.000000	10.000000
322.250000	18.000000
322.500000	15.000000
322.750000	15.000000
323.000000	11.000000
323.250000	20.000000
323.500000	22.000000
323.750000	18.000000
324.000000	12.000000
324.250000	10.000000
324.500000	21.000000
324.750000	22.000000
325.000000	12.000000
325.250000	13.000000
325.500000	16.000000
325.750000	14.000000
326.000000	19.000000
326.250000	13.000000
326.500000	19.000000
326.750000	15.000000
327.000000	15.000000
327.250000	18.000000
327.500000	7.000000
327.750000	18.000000
328.000000	16.000000
328.250000	19.000000
328.500000	12.000000
328.750000	11.000000
329.000000	9.000000
329.250000	15.000000
329.500000	13.000000
329.750000	17.000000
330.000000	7.000000
330.250000	14.000000
330.500000	12.000000
330.750000	20.000000
331.000000	15.000000
331.250000	11.000000
331.500000	9.000000
331.750000	12.000000
332.000000	8.000000
332.250000	11.000000
332.500000	9.000000
332.750000	17.000000
333.000000	15.000000
333.250000	8.000000
333.500000	10.000000
333.750000	8.000000
334.000000	13.000000
334.250000	10.000000
334.500000	14.000000
334.750000	4.000000
335.000000	15.000000
335.250000	5.000000
335.500000	7.000000
335.750000	12.000000
336.000000	9.000000
336.250000	8.000000
336.500000	15.000000
336.750000	16.000000
337.000000	8.000000
337.250000	10.000000
337.500000	12.000000
337.750000	10.000000
338.000000	5.000000
338.250000	9.000000
338.500000	8.000000
338.750000	12.000000
339.000000	8.000000
339.250000	8.000000
339.500000	9.000000
339.750000	7.000000
340.000000	9.000000
340.250000	8.000000
340.500000	11.000000
340.750000	9.000000
341.000000	7.000000
341.250000	6.000000
341.500000	7.000000
341.750000	10.000000
342.000000	4.000000
342.250000	5.000000
342.500000	7.000000
342.750000	5.000000
343.000000	6.000000
