Data: lunedì 11 maggio 2020	Ora: 11:51
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    X manip
Min (eV): 570.20	Max (eV): 588.00	Step (eV): 0.20	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 267.00	X axis (mm): 588.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
570.200000	19.000000
570.400000	8.000000
570.600000	8.000000
570.800000	8.000000
571.000000	7.000000
571.200000	11.000000
571.400000	10.000000
571.600000	8.000000
571.800000	11.000000
572.000000	9.000000
572.200000	13.000000
572.400000	9.000000
572.600000	15.000000
572.800000	18.000000
573.000000	29.000000
573.200000	26.000000
573.400000	30.000000
573.600000	16.000000
573.800000	17.000000
574.000000	32.000000
574.200000	23.000000
574.400000	35.000000
574.600000	33.000000
574.800000	32.000000
575.000000	37.000000
575.200000	48.000000
575.400000	62.000000
575.600000	118.000000
575.800000	160.000000
576.000000	178.000000
576.200000	273.000000
576.400000	355.000000
576.600000	396.000000
576.800000	454.000000
577.000000	537.000000
577.200000	563.000000
577.400000	648.000000
577.600000	626.000000
577.800000	609.000000
578.000000	629.000000
578.200000	676.000000
578.400000	643.000000
578.600000	634.000000
578.800000	654.000000
579.000000	682.000000
579.200000	655.000000
579.400000	634.000000
579.600000	638.000000
579.800000	590.000000
580.000000	598.000000
580.200000	652.000000
580.400000	636.000000
580.600000	604.000000
580.800000	608.000000
581.000000	625.000000
581.200000	593.000000
581.400000	593.000000
581.600000	601.000000
581.800000	561.000000
582.000000	591.000000
582.200000	552.000000
582.400000	520.000000
582.600000	530.000000
582.800000	510.000000
583.000000	467.000000
583.200000	427.000000
583.400000	380.000000
583.600000	306.000000
583.800000	216.000000
584.000000	190.000000
584.200000	124.000000
584.400000	83.000000
584.600000	53.000000
584.800000	45.000000
585.000000	34.000000
585.200000	26.000000
585.400000	27.000000
585.600000	17.000000
585.800000	18.000000
586.000000	17.000000
586.200000	14.000000
586.400000	19.000000
586.600000	11.000000
586.800000	6.000000
587.000000	17.000000
587.200000	11.000000
587.400000	5.000000
587.600000	11.000000
587.800000	8.000000
588.000000	8.000000
