Data: lunedì 11 maggio 2020	Ora: 14:26
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 256.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
256.000000	302.000000
256.250000	316.000000
256.500000	299.000000
256.750000	295.000000
257.000000	301.000000
257.250000	314.000000
257.500000	348.000000
257.750000	367.000000
258.000000	351.000000
258.250000	340.000000
258.500000	381.000000
258.750000	325.000000
259.000000	361.000000
259.250000	399.000000
259.500000	368.000000
259.750000	398.000000
260.000000	438.000000
260.250000	430.000000
260.500000	442.000000
260.750000	440.000000
261.000000	458.000000
261.250000	484.000000
261.500000	431.000000
261.750000	478.000000
262.000000	488.000000
262.250000	495.000000
262.500000	475.000000
262.750000	502.000000
263.000000	517.000000
263.250000	521.000000
263.500000	476.000000
263.750000	571.000000
264.000000	586.000000
264.250000	546.000000
264.500000	526.000000
264.750000	579.000000
265.000000	568.000000
265.250000	600.000000
265.500000	641.000000
265.750000	670.000000
266.000000	628.000000
266.250000	578.000000
266.500000	610.000000
266.750000	628.000000
267.000000	652.000000
267.250000	636.000000
267.500000	650.000000
267.750000	667.000000
268.000000	681.000000
268.250000	698.000000
268.500000	634.000000
268.750000	668.000000
269.000000	689.000000
269.250000	703.000000
269.500000	691.000000
269.750000	709.000000
270.000000	698.000000
270.250000	716.000000
270.500000	691.000000
270.750000	734.000000
271.000000	676.000000
271.250000	705.000000
271.500000	732.000000
271.750000	748.000000
272.000000	691.000000
272.250000	706.000000
272.500000	714.000000
272.750000	730.000000
273.000000	631.000000
273.250000	686.000000
273.500000	660.000000
273.750000	636.000000
274.000000	692.000000
274.250000	668.000000
274.500000	692.000000
274.750000	636.000000
275.000000	603.000000
275.250000	641.000000
275.500000	651.000000
275.750000	606.000000
276.000000	631.000000
276.250000	615.000000
276.500000	600.000000
276.750000	604.000000
277.000000	623.000000
277.250000	574.000000
277.500000	543.000000
277.750000	537.000000
278.000000	500.000000
278.250000	503.000000
278.500000	505.000000
278.750000	472.000000
279.000000	489.000000
279.250000	527.000000
279.500000	481.000000
279.750000	441.000000
280.000000	468.000000
280.250000	455.000000
280.500000	454.000000
280.750000	415.000000
281.000000	438.000000
281.250000	411.000000
281.500000	413.000000
281.750000	392.000000
282.000000	350.000000
282.250000	366.000000
282.500000	367.000000
282.750000	378.000000
283.000000	318.000000
283.250000	379.000000
283.500000	330.000000
283.750000	298.000000
284.000000	320.000000
284.250000	331.000000
284.500000	300.000000
284.750000	295.000000
285.000000	287.000000
285.250000	276.000000
285.500000	273.000000
285.750000	260.000000
286.000000	254.000000
286.250000	252.000000
286.500000	259.000000
286.750000	235.000000
287.000000	206.000000
287.250000	236.000000
287.500000	195.000000
287.750000	219.000000
288.000000	194.000000
288.250000	201.000000
288.500000	217.000000
288.750000	190.000000
289.000000	193.000000
289.250000	181.000000
289.500000	172.000000
289.750000	167.000000
290.000000	170.000000
290.250000	186.000000
290.500000	172.000000
290.750000	149.000000
291.000000	166.000000
291.250000	151.000000
291.500000	141.000000
291.750000	137.000000
292.000000	148.000000
292.250000	121.000000
292.500000	121.000000
292.750000	121.000000
293.000000	117.000000
293.250000	108.000000
293.500000	112.000000
293.750000	110.000000
294.000000	113.000000
294.250000	96.000000
294.500000	92.000000
294.750000	97.000000
295.000000	77.000000
295.250000	86.000000
295.500000	99.000000
295.750000	69.000000
296.000000	107.000000
296.250000	99.000000
296.500000	93.000000
296.750000	72.000000
297.000000	54.000000
297.250000	79.000000
297.500000	76.000000
297.750000	51.000000
298.000000	82.000000
298.250000	72.000000
298.500000	61.000000
298.750000	60.000000
299.000000	56.000000
299.250000	54.000000
299.500000	53.000000
299.750000	47.000000
300.000000	58.000000
300.250000	50.000000
300.500000	53.000000
300.750000	55.000000
301.000000	37.000000
301.250000	40.000000
301.500000	56.000000
301.750000	54.000000
302.000000	49.000000
302.250000	43.000000
302.500000	39.000000
