Data: venerdì 15 maggio 2020	Ora: 16:17
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 250.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
250.000000	61.000000
250.250000	61.000000
250.500000	75.000000
250.750000	82.000000
251.000000	97.000000
251.250000	106.000000
251.500000	89.000000
251.750000	71.000000
252.000000	82.000000
252.250000	85.000000
252.500000	90.000000
252.750000	111.000000
253.000000	93.000000
253.250000	128.000000
253.500000	120.000000
253.750000	122.000000
254.000000	128.000000
254.250000	134.000000
254.500000	159.000000
254.750000	144.000000
255.000000	166.000000
255.250000	145.000000
255.500000	170.000000
255.750000	184.000000
256.000000	202.000000
256.250000	204.000000
256.500000	200.000000
256.750000	214.000000
257.000000	221.000000
257.250000	211.000000
257.500000	269.000000
257.750000	266.000000
258.000000	249.000000
258.250000	284.000000
258.500000	277.000000
258.750000	288.000000
259.000000	275.000000
259.250000	270.000000
259.500000	305.000000
259.750000	322.000000
260.000000	318.000000
260.250000	356.000000
260.500000	363.000000
260.750000	365.000000
261.000000	357.000000
261.250000	364.000000
261.500000	410.000000
261.750000	378.000000
262.000000	419.000000
262.250000	478.000000
262.500000	447.000000
262.750000	421.000000
263.000000	466.000000
263.250000	481.000000
263.500000	498.000000
263.750000	504.000000
264.000000	498.000000
264.250000	535.000000
264.500000	535.000000
264.750000	561.000000
265.000000	591.000000
265.250000	571.000000
265.500000	628.000000
265.750000	578.000000
266.000000	598.000000
266.250000	664.000000
266.500000	638.000000
266.750000	662.000000
267.000000	670.000000
267.250000	667.000000
267.500000	701.000000
267.750000	690.000000
268.000000	675.000000
268.250000	690.000000
268.500000	705.000000
268.750000	642.000000
269.000000	646.000000
269.250000	697.000000
269.500000	686.000000
269.750000	686.000000
270.000000	625.000000
270.250000	685.000000
270.500000	697.000000
270.750000	662.000000
271.000000	725.000000
271.250000	663.000000
271.500000	687.000000
271.750000	662.000000
272.000000	662.000000
272.250000	693.000000
272.500000	625.000000
272.750000	645.000000
273.000000	630.000000
273.250000	657.000000
273.500000	670.000000
273.750000	634.000000
274.000000	667.000000
274.250000	605.000000
274.500000	632.000000
274.750000	573.000000
275.000000	571.000000
275.250000	581.000000
275.500000	564.000000
275.750000	577.000000
276.000000	550.000000
276.250000	575.000000
276.500000	508.000000
276.750000	528.000000
277.000000	505.000000
277.250000	546.000000
277.500000	497.000000
277.750000	493.000000
278.000000	479.000000
278.250000	489.000000
278.500000	442.000000
278.750000	470.000000
279.000000	476.000000
279.250000	465.000000
279.500000	414.000000
279.750000	419.000000
280.000000	427.000000
280.250000	417.000000
280.500000	424.000000
280.750000	368.000000
281.000000	334.000000
281.250000	410.000000
281.500000	353.000000
281.750000	350.000000
282.000000	357.000000
282.250000	332.000000
282.500000	359.000000
282.750000	357.000000
283.000000	317.000000
283.250000	334.000000
283.500000	308.000000
283.750000	338.000000
284.000000	329.000000
284.250000	313.000000
284.500000	293.000000
284.750000	264.000000
285.000000	267.000000
285.250000	289.000000
285.500000	281.000000
285.750000	288.000000
286.000000	257.000000
286.250000	271.000000
286.500000	249.000000
286.750000	273.000000
287.000000	265.000000
287.250000	252.000000
287.500000	241.000000
287.750000	239.000000
288.000000	202.000000
288.250000	235.000000
288.500000	228.000000
288.750000	219.000000
289.000000	199.000000
289.250000	237.000000
289.500000	210.000000
289.750000	235.000000
290.000000	173.000000
290.250000	203.000000
290.500000	197.000000
290.750000	186.000000
291.000000	177.000000
291.250000	173.000000
291.500000	163.000000
291.750000	144.000000
292.000000	163.000000
292.250000	172.000000
292.500000	182.000000
292.750000	143.000000
293.000000	170.000000
293.250000	176.000000
293.500000	141.000000
293.750000	145.000000
294.000000	136.000000
294.250000	164.000000
294.500000	165.000000
294.750000	141.000000
295.000000	121.000000
295.250000	134.000000
295.500000	140.000000
295.750000	128.000000
296.000000	111.000000
296.250000	112.000000
296.500000	113.000000
