Data: lunedì 18 maggio 2020	Ora: 15:06
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 242.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 343.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
242.000000	5.000000
242.250000	5.000000
242.500000	8.000000
242.750000	7.000000
243.000000	7.000000
243.250000	13.000000
243.500000	11.000000
243.750000	14.000000
244.000000	11.000000
244.250000	9.000000
244.500000	13.000000
244.750000	12.000000
245.000000	18.000000
245.250000	18.000000
245.500000	26.000000
245.750000	24.000000
246.000000	33.000000
246.250000	46.000000
246.500000	45.000000
246.750000	61.000000
247.000000	72.000000
247.250000	69.000000
247.500000	76.000000
247.750000	108.000000
248.000000	109.000000
248.250000	128.000000
248.500000	151.000000
248.750000	134.000000
249.000000	175.000000
249.250000	153.000000
249.500000	173.000000
249.750000	196.000000
250.000000	219.000000
250.250000	230.000000
250.500000	225.000000
250.750000	270.000000
251.000000	284.000000
251.250000	330.000000
251.500000	315.000000
251.750000	396.000000
252.000000	438.000000
252.250000	402.000000
252.500000	459.000000
252.750000	501.000000
253.000000	527.000000
253.250000	614.000000
253.500000	581.000000
253.750000	625.000000
254.000000	642.000000
254.250000	664.000000
254.500000	658.000000
254.750000	688.000000
255.000000	719.000000
255.250000	726.000000
255.500000	745.000000
255.750000	712.000000
256.000000	726.000000
256.250000	737.000000
256.500000	747.000000
256.750000	735.000000
257.000000	807.000000
257.250000	686.000000
257.500000	784.000000
257.750000	724.000000
258.000000	781.000000
258.250000	726.000000
258.500000	732.000000
258.750000	770.000000
259.000000	749.000000
259.250000	750.000000
259.500000	781.000000
259.750000	750.000000
260.000000	733.000000
260.250000	718.000000
260.500000	755.000000
260.750000	718.000000
261.000000	754.000000
261.250000	738.000000
261.500000	751.000000
261.750000	767.000000
262.000000	742.000000
262.250000	751.000000
262.500000	755.000000
262.750000	728.000000
263.000000	734.000000
263.250000	716.000000
263.500000	764.000000
263.750000	691.000000
264.000000	750.000000
264.250000	785.000000
264.500000	724.000000
264.750000	726.000000
265.000000	710.000000
265.250000	696.000000
265.500000	738.000000
265.750000	709.000000
266.000000	730.000000
266.250000	681.000000
266.500000	671.000000
266.750000	734.000000
267.000000	682.000000
267.250000	687.000000
267.500000	712.000000
267.750000	636.000000
268.000000	737.000000
268.250000	703.000000
268.500000	684.000000
268.750000	721.000000
269.000000	671.000000
269.250000	743.000000
269.500000	676.000000
269.750000	683.000000
270.000000	732.000000
270.250000	673.000000
270.500000	669.000000
270.750000	696.000000
271.000000	678.000000
271.250000	685.000000
271.500000	707.000000
271.750000	721.000000
272.000000	677.000000
272.250000	672.000000
272.500000	633.000000
272.750000	683.000000
273.000000	685.000000
273.250000	678.000000
273.500000	660.000000
273.750000	731.000000
274.000000	711.000000
274.250000	697.000000
274.500000	680.000000
274.750000	677.000000
275.000000	696.000000
275.250000	660.000000
275.500000	645.000000
275.750000	665.000000
276.000000	660.000000
276.250000	658.000000
276.500000	673.000000
276.750000	677.000000
277.000000	650.000000
277.250000	708.000000
277.500000	635.000000
277.750000	618.000000
278.000000	640.000000
278.250000	636.000000
278.500000	643.000000
278.750000	645.000000
279.000000	694.000000
279.250000	602.000000
279.500000	664.000000
279.750000	659.000000
280.000000	700.000000
280.250000	641.000000
280.500000	672.000000
280.750000	671.000000
281.000000	619.000000
281.250000	636.000000
281.500000	658.000000
281.750000	653.000000
282.000000	611.000000
282.250000	616.000000
282.500000	645.000000
282.750000	583.000000
283.000000	621.000000
283.250000	630.000000
283.500000	628.000000
283.750000	629.000000
284.000000	658.000000
284.250000	624.000000
284.500000	665.000000
284.750000	621.000000
285.000000	644.000000
285.250000	645.000000
285.500000	650.000000
285.750000	640.000000
286.000000	585.000000
286.250000	603.000000
286.500000	618.000000
286.750000	599.000000
287.000000	658.000000
287.250000	602.000000
287.500000	614.000000
287.750000	633.000000
288.000000	635.000000
288.250000	618.000000
288.500000	588.000000
