Data: martedì 16 giugno 2020	Ora: 15:20
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1188.00	Max (eV): 1205.00	Step (eV): 0.05	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1205.04
polar angle (deg): 266.00	X axis (mm): 580.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 7	same region acquisitions: 41
******************************************************
Acq. time (s):  0.50	Number of scans:  11	Total acq. time (s):  5.50
******************************************************
1186.495034	0.233766
1186.548510	0.142857
1186.601986	0.203463
1186.655462	0.268398
1186.708938	0.233766
1186.762414	0.203896
1186.815890	0.150649
1186.869366	0.207792
1186.922842	0.177489
1186.976318	0.204082
1187.029794	0.204545
1187.083270	0.186508
1187.136746	0.235786
1187.190222	0.257143
1187.243697	0.201417
1187.297173	0.218024
1187.350649	0.201299
1187.404125	0.207959
1187.457601	0.251035
1187.511077	0.146568
1187.564553	0.212987
1187.618029	0.194156
1187.671505	0.233766
1187.724981	0.190985
1187.778457	0.245989
1187.831933	0.226627
1187.885409	0.194122
1187.938885	0.207792
1187.992361	0.213976
1188.045837	0.223871
1188.099312	0.239669
1188.152788	0.198552
1188.206264	0.191088
1188.259740	0.234848
1188.313216	0.230866
1188.366692	0.232807
1188.420168	0.217782
1188.473644	0.238391
1188.527120	0.204322
1188.580596	0.240260
1188.634072	0.227497
1188.687548	0.217047
1188.741024	0.223209
1188.794500	0.216171
1188.847976	0.243245
1188.901451	0.231036
1188.954927	0.214876
1189.008403	0.236266
1189.061879	0.222198
1189.115355	0.233024
1189.168831	0.223665
1189.222307	0.229808
1189.275783	0.251242
1189.329259	0.244703
1189.382735	0.236903
1189.436211	0.254662
1189.489687	0.250649
1189.543163	0.237979
1189.596639	0.238723
1189.650115	0.241558
1189.703591	0.263335
1189.757066	0.228381
1189.810542	0.248575
1189.864018	0.226623
1189.917494	0.256319
1189.970970	0.261451
1190.024446	0.250649
1190.077922	0.249778
1190.131398	0.242730
1190.184874	0.270779
1190.238350	0.245866
1190.291826	0.249145
1190.345302	0.231121
1190.398778	0.240909
1190.452254	0.236981
1190.505730	0.232927
1190.559206	0.268831
1190.612681	0.262005
1190.666157	0.234732
1190.719633	0.282468
1190.773109	0.306715
1190.826585	0.279680
1190.880061	0.258014
1190.933537	0.246104
1190.987013	0.281660
1191.040489	0.291067
1191.093965	0.270130
1191.147441	0.286570
1191.200917	0.265806
1191.254393	0.288312
1191.307869	0.270304
1191.361345	0.288296
1191.414820	0.294393
1191.468296	0.283766
1191.521772	0.295581
1191.575248	0.288058
1191.628724	0.290909
1191.682200	0.296326
1191.735676	0.283386
1191.789152	0.301299
1191.842628	0.302946
1191.896104	0.280124
1191.949580	0.300729
1192.003056	0.276623
1192.056532	0.274865
1192.110008	0.290481
1192.163484	0.301299
1192.216960	0.306145
1192.270435	0.311815
1192.323911	0.308442
1192.377387	0.291067
1192.430863	0.274786
1192.484339	0.317818
1192.537815	0.283117
1192.591291	0.304656
1192.644767	0.330029
1192.698243	0.287013
1192.751719	0.293697
1192.805195	0.290006
1192.858671	0.316883
1192.912147	0.305306
1192.965623	0.298337
1193.019099	0.313209
1193.072574	0.293506
1193.126050	0.317849
1193.179526	0.311720
1193.233002	0.324675
1193.286478	0.294552
1193.339954	0.293744
1193.393430	0.298052
1193.446906	0.324200
1193.500382	0.326845
1193.553858	0.292588
1193.607334	0.297403
1193.660810	0.332531
1193.714286	0.308663
1193.767762	0.324675
1193.821238	0.326180
1193.874714	0.300380
1193.928189	0.328571
1193.981665	0.323361
1194.035141	0.326655
1194.088617	0.350570
1194.142093	0.362338
1194.195569	0.341606
1194.249045	0.355179
1194.302521	0.360390
1194.355997	0.346025
1194.409473	0.375261
1194.462949	0.373377
1194.516425	0.383354
1194.569901	0.377811
1194.623377	0.390133
1194.676853	0.386364
1194.730328	0.415426
1194.783804	0.408774
1194.837280	0.435065
1194.890756	0.413621
1194.944232	0.453009
1194.997708	0.446104
1195.051184	0.469686
1195.104660	0.460738
1195.158136	0.462623
1195.211612	0.499351
1195.265088	0.492350
1195.318564	0.517770
1195.372040	0.466883
1195.425516	0.529284
1195.478992	0.482262
1195.532468	0.510390
