Data: martedì 9 giugno 2020	Ora: 11:52
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	11500.000000
201.000000	12175.000000
202.000000	12811.000000
203.000000	13708.000000
204.000000	14372.000000
205.000000	14974.000000
206.000000	15639.000000
207.000000	16522.000000
208.000000	17334.000000
209.000000	18174.000000
210.000000	18708.000000
211.000000	19311.000000
212.000000	19669.000000
213.000000	20512.000000
214.000000	20713.000000
215.000000	21734.000000
216.000000	22274.000000
217.000000	22722.000000
218.000000	23438.000000
219.000000	23407.000000
220.000000	23924.000000
221.000000	24498.000000
222.000000	25010.000000
223.000000	25702.000000
224.000000	26744.000000
225.000000	27137.000000
226.000000	27856.000000
227.000000	27763.000000
228.000000	28516.000000
229.000000	28868.000000
230.000000	28896.000000
231.000000	29940.000000
232.000000	29889.000000
233.000000	30187.000000
234.000000	29774.000000
235.000000	30231.000000
236.000000	31278.000000
237.000000	31250.000000
238.000000	31992.000000
239.000000	32292.000000
240.000000	32467.000000
241.000000	33016.000000
242.000000	32757.000000
243.000000	33532.000000
244.000000	33691.000000
245.000000	34139.000000
246.000000	34213.000000
247.000000	34448.000000
248.000000	35094.000000
249.000000	35888.000000
250.000000	36585.000000
251.000000	36149.000000
252.000000	36444.000000
253.000000	37262.000000
254.000000	37080.000000
255.000000	36677.000000
256.000000	36964.000000
257.000000	37291.000000
258.000000	37541.000000
259.000000	37007.000000
260.000000	37348.000000
261.000000	37289.000000
262.000000	37916.000000
263.000000	38267.000000
264.000000	38827.000000
265.000000	38556.000000
266.000000	39531.000000
267.000000	39168.000000
268.000000	39550.000000
269.000000	40052.000000
270.000000	39930.000000
271.000000	40277.000000
272.000000	40651.000000
273.000000	40161.000000
274.000000	40642.000000
275.000000	40879.000000
276.000000	41014.000000
277.000000	40937.000000
278.000000	41703.000000
279.000000	42029.000000
280.000000	41645.000000
281.000000	41636.000000
282.000000	42140.000000
283.000000	42036.000000
284.000000	41157.000000
285.000000	41015.000000
286.000000	41083.000000
287.000000	41092.000000
288.000000	40823.000000
289.000000	40019.000000
290.000000	39452.000000
291.000000	39568.000000
292.000000	38596.000000
293.000000	37521.000000
294.000000	37284.000000
295.000000	36495.000000
296.000000	35408.000000
297.000000	34379.000000
298.000000	33469.000000
299.000000	32590.000000
300.000000	30874.000000
301.000000	29922.000000
302.000000	28315.000000
303.000000	26695.000000
304.000000	25585.000000
305.000000	23754.000000
306.000000	22564.000000
307.000000	20655.000000
308.000000	18673.000000
309.000000	17056.000000
310.000000	15491.000000
