Data: venerdì 12 giugno 2020	Ora: 11:47
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    X manip
Min (eV): 570.20	Max (eV): 588.00	Step (eV): 0.20	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 266.00	X axis (mm): 588.00
*******************  R66 parameters ********************
Step in ch_x_eV: 50	Ch x eV @ Ep=1eV: 5236
binned channels: 53	same region acquisitions: 9
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
570.200000	21400.000000
570.400000	22081.000000
570.600000	23103.000000
570.800000	23868.000000
571.000000	24592.000000
571.200000	25133.000000
571.400000	25044.000000
571.600000	25481.000000
571.800000	26322.000000
572.000000	27039.000000
572.200000	27657.000000
572.400000	28725.000000
572.600000	29791.000000
572.800000	30876.000000
573.000000	32087.000000
573.200000	32321.000000
573.400000	32852.000000
573.600000	32765.000000
573.800000	33310.000000
574.000000	33348.000000
574.200000	33422.000000
574.400000	33410.000000
574.600000	33469.000000
574.800000	33498.000000
575.000000	33599.000000
575.200000	33378.000000
575.400000	33360.000000
575.600000	33198.000000
575.800000	32886.000000
576.000000	33224.000000
576.200000	32897.000000
576.400000	33265.000000
576.600000	32781.000000
576.800000	33091.000000
577.000000	33024.000000
577.200000	32901.000000
577.400000	32901.000000
577.600000	33290.000000
577.800000	33363.000000
578.000000	33173.000000
578.200000	33243.000000
578.400000	33180.000000
578.600000	32447.000000
578.800000	32471.000000
579.000000	31551.000000
579.200000	30091.000000
579.400000	28116.000000
579.600000	25987.000000
579.800000	23131.000000
580.000000	19794.000000
580.200000	17868.000000
580.400000	15774.000000
580.600000	14575.000000
580.800000	14741.000000
581.000000	15287.000000
581.200000	17069.000000
581.400000	19399.000000
581.600000	21232.000000
581.800000	22907.000000
582.000000	23918.000000
582.200000	24150.000000
582.400000	24091.000000
582.600000	23782.000000
582.800000	23328.000000
583.000000	23056.000000
583.200000	22977.000000
583.400000	23340.000000
583.600000	23989.000000
583.800000	24659.000000
584.000000	25316.000000
584.200000	25355.000000
584.400000	24898.000000
584.600000	23917.000000
584.800000	22615.000000
585.000000	21325.000000
585.200000	19849.000000
585.400000	19115.000000
585.600000	17976.000000
585.800000	17141.000000
586.000000	16422.000000
586.200000	15635.000000
586.400000	15338.000000
586.600000	15077.000000
586.800000	15310.000000
587.000000	15292.000000
587.200000	15162.000000
587.400000	15206.000000
587.600000	14852.000000
587.800000	15281.000000
588.000000	15567.000000
