Data: martedì 9 giugno 2020	Ora: 12:22
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	11735.000000
201.000000	12394.000000
202.000000	12972.000000
203.000000	13590.000000
204.000000	14126.000000
205.000000	14806.000000
206.000000	15509.000000
207.000000	16147.000000
208.000000	17034.000000
209.000000	17455.000000
210.000000	17908.000000
211.000000	18326.000000
212.000000	19252.000000
213.000000	19725.000000
214.000000	20359.000000
215.000000	21333.000000
216.000000	21297.000000
217.000000	22283.000000
218.000000	22686.000000
219.000000	23039.000000
220.000000	23038.000000
221.000000	23630.000000
222.000000	24621.000000
223.000000	25219.000000
224.000000	25475.000000
225.000000	25995.000000
226.000000	26284.000000
227.000000	26930.000000
228.000000	26969.000000
229.000000	27494.000000
230.000000	28008.000000
231.000000	28382.000000
232.000000	29271.000000
233.000000	29226.000000
234.000000	29978.000000
235.000000	29960.000000
236.000000	30838.000000
237.000000	31380.000000
238.000000	31402.000000
239.000000	31860.000000
240.000000	32456.000000
241.000000	32564.000000
242.000000	32499.000000
243.000000	32866.000000
244.000000	33551.000000
245.000000	33963.000000
246.000000	34642.000000
247.000000	35264.000000
248.000000	35687.000000
249.000000	35931.000000
250.000000	35946.000000
251.000000	35896.000000
252.000000	36513.000000
253.000000	37363.000000
254.000000	37609.000000
255.000000	36660.000000
256.000000	37235.000000
257.000000	37271.000000
258.000000	37864.000000
259.000000	37826.000000
260.000000	38130.000000
261.000000	38252.000000
262.000000	38486.000000
263.000000	38628.000000
264.000000	39298.000000
265.000000	39248.000000
266.000000	39538.000000
267.000000	39893.000000
268.000000	40421.000000
269.000000	40388.000000
270.000000	40611.000000
271.000000	41040.000000
272.000000	41366.000000
273.000000	41701.000000
274.000000	42058.000000
275.000000	42281.000000
276.000000	43173.000000
277.000000	43214.000000
278.000000	42818.000000
279.000000	43105.000000
280.000000	43539.000000
281.000000	43272.000000
282.000000	44651.000000
283.000000	44495.000000
284.000000	44587.000000
285.000000	44635.000000
286.000000	44695.000000
287.000000	44559.000000
288.000000	44551.000000
289.000000	44921.000000
290.000000	44457.000000
291.000000	44878.000000
292.000000	44491.000000
293.000000	44055.000000
294.000000	43915.000000
295.000000	43270.000000
296.000000	42254.000000
297.000000	42352.000000
298.000000	41064.000000
299.000000	40390.000000
300.000000	39796.000000
301.000000	38932.000000
302.000000	37759.000000
303.000000	36366.000000
304.000000	34963.000000
305.000000	33461.000000
306.000000	32118.000000
307.000000	30247.000000
308.000000	28069.000000
309.000000	25652.000000
310.000000	23418.000000
