Data: martedì 9 giugno 2020	Ora: 15:47
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1.00	Max (eV): 40.00	Step (eV): 0.05	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 40.02
polar angle (deg): 266.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  0.50	Number of scans:  8	Total acq. time (s):  4.00
******************************************************
-0.697383	1.083333
-0.645817	1.375000
-0.594251	1.416667
-0.542685	1.229167
-0.491119	0.770833
-0.439553	1.416667
-0.387987	1.270833
-0.336421	1.152778
-0.284855	1.222222
-0.233289	1.222222
-0.181723	1.541667
-0.130157	1.156250
-0.078591	1.510417
-0.027024	1.220833
0.024542	1.433333
0.076108	1.341667
0.127674	1.813889
0.179240	1.652778
0.230806	1.625000
0.282372	1.840278
0.333938	1.595238
0.385504	2.089286
0.437070	1.958333
0.488636	2.267857
0.540202	2.140625
0.591769	2.286458
0.643335	2.445023
0.694901	2.481481
0.746467	2.546296
0.798033	2.814815
0.849599	3.087500
0.901165	3.083333
0.952731	3.095833
1.004297	3.370076
1.055863	3.556818
1.107429	3.780303
1.158995	3.837753
1.210561	4.045139
1.262128	4.263889
1.313694	4.520833
1.365260	4.628205
1.416826	4.948718
1.468392	5.663462
1.519958	7.171703
1.571524	8.610119
1.623090	11.127976
1.674656	15.236111
1.726222	20.036111
1.777788	23.238889
1.829354	28.208333
1.880921	35.416667
1.932487	37.268229
1.984053	38.419271
2.035619	39.892923
2.087185	42.242647
2.138751	39.071078
2.190317	35.940223
2.241883	38.087963
2.293449	37.194444
2.345015	33.317130
2.396581	34.335526
2.448147	34.486842
2.499714	31.842105
2.551280	31.339254
2.602846	33.731250
2.654412	32.116667
2.705978	30.978671
2.757544	33.489583
2.809110	32.868750
2.860676	31.197917
2.912242	33.370139
2.963808	33.616667
3.015374	32.777083
3.066940	32.963393
3.118506	34.908333
3.170073	34.306250
3.221639	32.721131
3.273205	36.143750
3.324771	36.641667
3.376337	34.585417
3.427903	36.374702
3.479469	38.029167
3.531035	36.991667
3.582601	37.287599
3.634167	40.037500
3.685733	39.675000
3.737299	38.809524
3.788866	42.300000
3.840432	42.629167
3.891998	41.397917
3.943564	43.627282
3.995130	45.302083
4.046696	44.185417
4.098262	44.840179
4.149828	48.400000
4.201394	48.162500
4.252960	47.244643
4.304526	51.585417
4.356092	52.308333
4.407659	50.435417
4.459225	52.937897
4.510791	54.920833
4.562357	53.743750
4.613923	53.488194
4.665489	56.410417
4.717055	55.533333
4.768621	51.694345
4.820187	54.100000
4.871753	54.385417
4.923319	50.787500
4.974885	49.914683
5.026451	51.093750
5.078018	48.360417
5.129584	46.863988
5.181150	49.000000
5.232716	47.535417
5.284282	44.220337
5.335848	45.677083
5.387414	46.081250
5.438980	43.152083
5.490546	43.351290
5.542112	43.850000
5.593678	42.195833
5.645244	40.100397
5.696811	41.585417
5.748377	40.343750
5.799943	37.251389
5.851509	38.693750
5.903075	38.129167
5.954641	35.610417
6.006207	35.129266
6.057773	35.558333
6.109339	33.333333
6.160905	33.503571
6.212471	33.608333
6.264037	32.445833
6.315604	30.709425
6.367170	31.375000
6.418736	31.560417
6.470302	28.887500
6.521868	29.185218
6.573434	29.660417
6.625000	27.783333
6.676566	27.017460
6.728132	28.102083
6.779698	27.008333
6.831264	25.305060
6.882830	26.341667
6.934396	25.402083
6.985963	24.139583
7.037529	24.357143
7.089095	24.677083
7.140661	23.258333
7.192227	22.408333
7.243793	23.225000
7.295359	22.347917
7.346925	20.847321
7.398491	22.066667
7.450057	21.681250
7.501623	20.120833
7.553189	20.930357
7.604756	21.104167
7.656322	19.902083
7.707888	19.298115
7.759454	20.158333
7.811020	19.275000
7.862586	18.041468
7.914152	19.016667
7.965718	18.512500
8.017284	17.285417
8.068850	17.750000
8.120416	17.691667
8.171982	16.497917
8.223549	16.039187
8.275115	16.716667
8.326681	15.658333
8.378247	15.086806
8.429813	15.222917
8.481379	15.070833
8.532945	14.037500
8.584511	14.406151
8.636077	14.429167
8.687643	13.687500
8.739209	13.349107
8.790775	13.568750
8.842341	13.085417
8.893908	12.008929
8.945474	12.870833
8.997040	12.512500
9.048606	11.616667
9.100172	12.041766
9.151738	12.116667
9.203304	11.241667
9.254870	10.994643
9.306436	11.579167
9.358002	11.218750
9.409568	10.519444
9.461134	10.783333
9.512701	10.608333
9.564267	10.068750
9.615833	10.284127
9.667399	10.372917
9.718965	9.654167
9.770531	9.616468
9.822097	10.102083
9.873663	9.831250
9.925229	9.576885
9.976795	9.770833
10.028361	9.756250
10.079927	8.843750
10.131494	9.251587
10.183060	9.497917
10.234626	8.789583
10.286192	8.498115
10.337758	9.043750
10.389324	8.566667
10.440890	8.294147
10.492456	8.893750
10.544022	8.685417
10.595588	8.068750
10.647154	8.335516
