Data: mercoledì 3 giugno 2020	Ora: 16:45
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1.00	Max (eV): 19.00	Step (eV): 0.05	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 19.05
polar angle (deg): 270.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
0.068946	2.090909
0.121467	1.772727
0.173988	1.863636
0.226509	2.000000
0.279030	1.939394
0.331551	2.462121
0.384072	2.636364
0.436593	2.695455
0.489114	3.381818
0.541635	2.912121
0.594156	3.322511
0.646677	3.974026
0.699198	3.839286
0.751719	5.125000
0.804240	5.125000
0.856761	6.080808
0.909282	7.920202
0.961803	9.600000
1.014324	14.685124
1.066845	19.140496
1.119366	30.212121
1.171887	33.847902
1.224408	41.419580
1.276929	40.711289
1.329450	43.701299
1.381971	40.467532
1.434492	38.660606
1.487013	38.185985
1.539534	37.982955
1.592055	37.891711
1.644576	35.040404
1.697097	37.904040
1.749618	35.914141
1.802139	38.143541
1.854660	37.470335
1.907181	37.554545
1.959702	37.430087
2.012223	38.322727
2.064744	39.675974
2.117265	38.413636
2.169786	41.790043
2.222307	39.238095
2.274828	42.009091
2.327349	39.290043
2.379870	41.718182
2.432391	40.874892
2.484912	40.581818
2.537433	41.976190
2.589954	41.268182
2.642475	43.863420
2.694996	41.332684
2.747517	45.340909
2.800038	43.270130
2.852559	45.204545
2.905080	44.556926
2.957601	43.968182
3.010122	46.803463
3.062643	45.036364
3.115164	47.656494
3.167685	44.322727
3.220206	47.692641
3.272727	45.706061
3.325248	48.868182
3.377769	47.260390
3.430290	47.895455
3.482811	50.960390
3.535332	48.718182
3.587853	52.505411
3.640374	49.054545
3.692895	54.621429
3.745416	51.343939
3.797937	54.813636
3.850458	52.385065
3.902979	54.981818
3.955500	53.230087
4.008021	51.518182
4.060542	52.402165
4.113063	47.986364
4.165584	49.252814
4.218105	44.086364
4.270626	45.504762
4.323147	41.511905
4.375668	42.286364
4.428189	39.892208
4.480710	38.231818
4.533231	38.462771
4.585752	34.518182
4.638273	36.093290
4.690794	32.790909
4.743316	34.702597
4.795837	31.987879
4.848358	33.181818
4.900879	30.848052
4.953400	30.177273
5.005921	29.416667
5.058442	27.740909
5.110963	28.099351
5.163484	25.304545
5.216005	26.499134
5.268526	24.313636
5.321047	24.805844
5.373568	22.911039
5.426089	23.268182
5.478610	22.396104
5.531131	21.113636
5.583652	21.485931
5.636173	20.181818
5.688694	20.834848
5.741215	19.327273
5.793736	20.066234
5.846257	18.012338
5.898778	18.631818
5.951299	17.453896
6.003820	17.754545
6.056341	17.446537
6.108862	15.840909
6.161383	16.691342
6.213904	15.609091
6.266425	16.082035
6.318946	14.595455
6.371467	16.299567
6.423988	14.726190
6.476509	15.150000
6.529030	14.510606
6.581551	14.095455
6.634072	13.960823
6.686593	13.177273
6.739114	14.177489
6.791635	12.568182
6.844156	14.204329
6.896677	12.724242
6.949198	13.481818
7.001719	12.617100
7.054240	12.359091
7.106761	12.816667
7.159282	12.109091
7.211803	12.911039
7.264324	11.777273
7.316845	12.492208
7.369366	11.086364
7.421887	11.388095
7.474408	11.001082
7.526929	11.304545
7.579450	10.644156
7.631971	10.336364
7.684492	10.429870
7.737013	10.109091
7.789534	10.619481
7.842055	9.786364
7.894576	9.735931
7.947097	9.302165
7.999618	9.645455
8.052139	9.483550
8.104660	9.104545
8.157181	9.120779
8.209702	8.731818
8.262223	9.018182
8.314744	8.277273
8.367265	8.393723
8.419786	8.186364
8.472307	8.562771
8.524828	8.064069
8.577349	7.968182
8.629870	7.732900
8.682391	7.613636
8.734912	7.742208
8.787433	7.272727
8.839954	7.588961
8.892475	6.845455
8.944996	7.747835
8.997517	6.790693
9.050038	7.277273
9.102559	6.989827
9.155080	7.036364
9.207601	7.112771
9.260122	6.727273
9.312643	6.845671
9.365164	6.340909
9.417685	6.991775
9.470206	6.268182
9.522727	6.509740
9.575248	6.325758
9.627769	6.295455
9.680290	6.229004
9.732811	5.954545
9.785332	6.582684
9.837853	5.772727
9.890374	6.009524
9.942895	5.540909
9.995416	6.023377
10.047937	5.516450
10.100458	5.868182
10.152979	5.580519
10.205500	5.404545
10.258021	5.362771
10.310542	5.304545
10.363063	5.504113
10.415584	5.195455
10.468105	5.710390
10.520626	5.368182
10.573147	5.500433
10.625668	5.216450
10.678189	5.331818
10.730710	4.868182
10.783231	5.240909
10.835752	5.176623
10.888273	4.886364
10.940794	5.070563
10.993316	4.863636
11.045837	5.026623
11.098358	4.356926
11.150879	4.727273
11.203400	4.446104
11.255921	4.581818
11.308442	4.687662
11.360963	4.631818
11.413484	4.360173
11.466005	4.481818
11.518526	4.445671
11.571047	4.322727
11.623568	4.377056
11.676089	4.135498
11.728610	4.036364
11.781131	4.072511
11.833652	3.922727
11.886173	3.892641
11.938694	3.786364
11.991215	3.921429
12.043736	3.454545
12.096257	3.943723
12.148778	3.696104
12.201299	3.654545
12.253820	3.535714
12.306341	3.650000
12.358862	3.496970
12.411383	3.350000
12.463904	3.395671
12.516425	3.040909
12.568946	3.464069
12.621467	3.009091
12.673988	3.121212
12.726509	3.102814
12.779030	3.050000
12.831551	3.081169
12.884072	2.850000
12.936593	2.858658
12.989114	2.540909
13.041635	2.782684
13.094156	2.550000
13.146677	2.716883
13.199198	2.518615
13.251719	2.700000
13.304240	2.414286
13.356761	2.390909
13.409282	2.500649
13.461803	2.218182
13.514324	2.403030
13.566845	2.231818
13.619366	2.401732
13.671887	2.150000
13.724408	2.209307
13.776929	2.117100
13.829450	2.177273
13.881971	1.954978
13.934492	2.113636
13.987013	2.103680
14.039534	1.886364
14.092055	2.163420
14.144576	1.822727
14.197097	2.069264
14.249618	1.838961
14.302139	2.209091
14.354660	2.076407
14.407181	2.131818
14.459702	2.019913
14.512223	1.781818
14.564744	1.981602
14.617265	1.895455
14.669786	1.951082
14.722307	1.740909
14.774828	1.765584
14.827349	1.656926
14.879870	1.690909
14.932391	1.552165
14.984912	1.577273
15.037433	1.511905
15.089954	1.318182
15.142475	1.264502
15.194996	1.186364
15.247517	1.325108
15.300038	1.050433
15.352559	1.022727
15.405080	1.192641
15.457601	0.913636
15.510122	0.978139
15.562643	0.863636
15.615164	0.868398
15.667685	0.936364
15.720206	0.760173
15.772727	0.818182
15.825248	0.938745
15.877769	0.787662
15.930290	0.686364
15.982811	0.701732
16.035332	0.736364
16.087853	0.746753
16.140374	0.709091
16.192895	0.633766
16.245416	0.545455
16.297937	0.675541
16.350458	0.669264
16.402979	0.663636
16.455500	0.638961
16.508021	0.522727
16.560542	0.533333
16.613063	0.509091
16.665584	0.570563
16.718105	0.490909
16.770626	0.443939
16.823147	0.404545
16.875668	0.453030
16.928189	0.429870
16.980710	0.418182
17.033231	0.369913
17.085752	0.377273
17.138273	0.338961
17.190794	0.404545
17.243316	0.307359
17.295837	0.222727
17.348358	0.275974
17.400879	0.212338
17.453400	0.218182
17.505921	0.203463
17.558442	0.163636
17.610963	0.190043
17.663484	0.195455
17.716005	0.212554
17.768526	0.181818
17.821047	0.172511
17.873568	0.163636
17.926089	0.167965
17.978610	0.167965
18.031131	0.168182
18.083652	0.148918
18.136173	0.181818
18.188694	0.148325
18.241215	0.148325
18.293736	0.114035
18.346257	0.171717
18.398778	0.186275
18.451299	0.171123
18.503820	0.187500
18.556341	0.150379
18.608862	0.145455
18.661383	0.172294
18.713904	0.129870
18.766425	0.128871
18.818946	0.195804
18.871467	0.164336
18.923988	0.159091
18.976509	0.172865
19.029030	0.084298
19.081551	0.200000
19.134072	0.180808
19.186593	0.121212
19.239114	0.183081
19.291635	0.136364
19.344156	0.149351
19.396677	0.194805
19.449198	0.207792
19.501719	0.181818
19.554240	0.254545
19.606761	0.204545
19.659282	0.181818
19.711803	0.128788
19.764324	0.121212
19.816845	0.045455
19.869366	0.136364
19.921887	0.090909
19.974408	0.272727
