Data: venerdì 12 giugno 2020	Ora: 12:51
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 576.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	3365.000000
201.000000	4119.000000
202.000000	4606.000000
203.000000	5198.000000
204.000000	5879.000000
205.000000	6354.000000
206.000000	7059.000000
207.000000	7720.000000
208.000000	8697.000000
209.000000	9397.000000
210.000000	9977.000000
211.000000	10667.000000
212.000000	11425.000000
213.000000	11952.000000
214.000000	12464.000000
215.000000	13179.000000
216.000000	13931.000000
217.000000	14680.000000
218.000000	14956.000000
219.000000	15600.000000
220.000000	16161.000000
221.000000	16627.000000
222.000000	17147.000000
223.000000	18034.000000
224.000000	18274.000000
225.000000	18658.000000
226.000000	18803.000000
227.000000	19377.000000
228.000000	19526.000000
229.000000	20424.000000
230.000000	20880.000000
231.000000	21158.000000
232.000000	21194.000000
233.000000	21205.000000
234.000000	21697.000000
235.000000	21836.000000
236.000000	22131.000000
237.000000	22796.000000
238.000000	22905.000000
239.000000	23353.000000
240.000000	23595.000000
241.000000	24131.000000
242.000000	24655.000000
243.000000	24384.000000
244.000000	24702.000000
245.000000	24852.000000
246.000000	25419.000000
247.000000	26252.000000
248.000000	26401.000000
249.000000	26823.000000
250.000000	26920.000000
251.000000	27082.000000
252.000000	26833.000000
253.000000	27032.000000
254.000000	27471.000000
255.000000	27433.000000
256.000000	27894.000000
257.000000	27799.000000
258.000000	28172.000000
259.000000	28405.000000
260.000000	28263.000000
261.000000	28424.000000
262.000000	28628.000000
263.000000	28474.000000
264.000000	28871.000000
265.000000	28187.000000
266.000000	28542.000000
267.000000	28700.000000
268.000000	28996.000000
269.000000	28322.000000
270.000000	28485.000000
271.000000	28775.000000
272.000000	29183.000000
273.000000	28928.000000
274.000000	28897.000000
275.000000	28963.000000
276.000000	28893.000000
277.000000	28808.000000
278.000000	28656.000000
279.000000	28629.000000
280.000000	27977.000000
281.000000	27646.000000
282.000000	27701.000000
283.000000	27323.000000
284.000000	27206.000000
285.000000	26464.000000
286.000000	25153.000000
287.000000	24945.000000
288.000000	24939.000000
289.000000	24705.000000
290.000000	24545.000000
291.000000	24193.000000
292.000000	23640.000000
293.000000	22736.000000
294.000000	22349.000000
295.000000	21566.000000
296.000000	20974.000000
297.000000	20320.000000
298.000000	19725.000000
299.000000	18596.000000
300.000000	18061.000000
301.000000	17268.000000
302.000000	16470.000000
303.000000	15823.000000
304.000000	14990.000000
305.000000	14157.000000
306.000000	13300.000000
307.000000	12384.000000
308.000000	11341.000000
309.000000	10155.000000
310.000000	9169.000000
