Data: martedì 9 giugno 2020	Ora: 11:42
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	9424.000000
201.000000	10035.000000
202.000000	10749.000000
203.000000	11320.000000
204.000000	11985.000000
205.000000	12612.000000
206.000000	13059.000000
207.000000	13920.000000
208.000000	14630.000000
209.000000	15140.000000
210.000000	15622.000000
211.000000	16625.000000
212.000000	16800.000000
213.000000	17224.000000
214.000000	17608.000000
215.000000	17902.000000
216.000000	18439.000000
217.000000	19130.000000
218.000000	19508.000000
219.000000	20102.000000
220.000000	19781.000000
221.000000	20535.000000
222.000000	20611.000000
223.000000	20949.000000
224.000000	21502.000000
225.000000	22081.000000
226.000000	22343.000000
227.000000	22365.000000
228.000000	22676.000000
229.000000	22944.000000
230.000000	23432.000000
231.000000	23536.000000
232.000000	23734.000000
233.000000	23836.000000
234.000000	24114.000000
235.000000	24579.000000
236.000000	24545.000000
237.000000	24773.000000
238.000000	25103.000000
239.000000	25417.000000
240.000000	25111.000000
241.000000	25604.000000
242.000000	25778.000000
243.000000	26229.000000
244.000000	26576.000000
245.000000	26575.000000
246.000000	27094.000000
247.000000	26744.000000
248.000000	27034.000000
249.000000	27202.000000
250.000000	27600.000000
251.000000	27787.000000
252.000000	27874.000000
253.000000	28144.000000
254.000000	28304.000000
255.000000	28741.000000
256.000000	28439.000000
257.000000	28777.000000
258.000000	28880.000000
259.000000	28843.000000
260.000000	28943.000000
261.000000	29201.000000
262.000000	29135.000000
263.000000	29023.000000
264.000000	29302.000000
265.000000	29794.000000
266.000000	29556.000000
267.000000	29837.000000
268.000000	30033.000000
269.000000	29959.000000
270.000000	29866.000000
271.000000	30008.000000
272.000000	30533.000000
273.000000	30785.000000
274.000000	30786.000000
275.000000	30670.000000
276.000000	31068.000000
277.000000	30895.000000
278.000000	31039.000000
279.000000	31203.000000
280.000000	30921.000000
281.000000	31097.000000
282.000000	31103.000000
283.000000	31188.000000
284.000000	31078.000000
285.000000	31001.000000
286.000000	31313.000000
287.000000	30779.000000
288.000000	30474.000000
289.000000	30269.000000
290.000000	29985.000000
291.000000	29752.000000
292.000000	29486.000000
293.000000	29016.000000
294.000000	28698.000000
295.000000	28565.000000
296.000000	27967.000000
297.000000	27031.000000
298.000000	26625.000000
299.000000	25930.000000
300.000000	25342.000000
301.000000	24305.000000
302.000000	23302.000000
303.000000	22106.000000
304.000000	21051.000000
305.000000	19855.000000
306.000000	18631.000000
307.000000	17482.000000
308.000000	15930.000000
309.000000	14602.000000
310.000000	13171.000000
