Data: martedì 9 giugno 2020	Ora: 13:13
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 3.80
polar angle (deg): 310.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	6845.000000
201.000000	7563.000000
202.000000	8425.000000
203.000000	8768.000000
204.000000	10088.000000
205.000000	10649.000000
206.000000	11453.000000
207.000000	11610.000000
208.000000	12140.000000
209.000000	12844.000000
210.000000	13734.000000
211.000000	15326.000000
212.000000	15719.000000
213.000000	17029.000000
214.000000	17268.000000
215.000000	18659.000000
216.000000	19608.000000
217.000000	21086.000000
218.000000	21376.000000
219.000000	23002.000000
220.000000	24505.000000
221.000000	26609.000000
222.000000	26818.000000
223.000000	29779.000000
224.000000	29959.000000
225.000000	30473.000000
226.000000	31737.000000
227.000000	32117.000000
228.000000	33713.000000
229.000000	34015.000000
230.000000	33051.000000
231.000000	33349.000000
232.000000	33332.000000
233.000000	33906.000000
234.000000	31791.000000
235.000000	33381.000000
236.000000	35303.000000
237.000000	34824.000000
238.000000	35509.000000
239.000000	35755.000000
240.000000	35625.000000
241.000000	38626.000000
242.000000	39249.000000
243.000000	39058.000000
244.000000	37258.000000
245.000000	37817.000000
246.000000	41087.000000
247.000000	40435.000000
248.000000	40813.000000
249.000000	41177.000000
250.000000	39948.000000
251.000000	39506.000000
252.000000	40380.000000
253.000000	40085.000000
254.000000	41079.000000
255.000000	41164.000000
256.000000	41656.000000
257.000000	42089.000000
258.000000	42725.000000
259.000000	43966.000000
260.000000	46357.000000
261.000000	47356.000000
262.000000	46814.000000
263.000000	46658.000000
264.000000	46306.000000
265.000000	45495.000000
266.000000	45883.000000
267.000000	48116.000000
268.000000	48235.000000
269.000000	47238.000000
270.000000	44952.000000
271.000000	44159.000000
272.000000	45058.000000
273.000000	45767.000000
274.000000	46772.000000
275.000000	47207.000000
276.000000	47829.000000
277.000000	47221.000000
278.000000	47991.000000
279.000000	47255.000000
280.000000	46996.000000
281.000000	45966.000000
282.000000	45886.000000
283.000000	44729.000000
284.000000	44049.000000
285.000000	43544.000000
286.000000	43151.000000
287.000000	42088.000000
288.000000	41843.000000
289.000000	40191.000000
290.000000	39202.000000
291.000000	38305.000000
292.000000	37896.000000
293.000000	36843.000000
294.000000	36613.000000
295.000000	35595.000000
296.000000	34400.000000
297.000000	32999.000000
298.000000	32301.000000
299.000000	31263.000000
300.000000	30062.000000
301.000000	28592.000000
302.000000	27085.000000
303.000000	25548.000000
304.000000	23959.000000
305.000000	22431.000000
306.000000	21720.000000
307.000000	19803.000000
308.000000	18481.000000
309.000000	17250.000000
310.000000	15897.000000
