Data: mercoledì 3 giugno 2020	Ora: 15:33
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 320.00	Step (eV): 0.50	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 14.50
polar angle (deg): 320.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	727.000000
200.500000	707.000000
201.000000	774.000000
201.500000	761.000000
202.000000	820.000000
202.500000	778.000000
203.000000	780.000000
203.500000	810.000000
204.000000	810.000000
204.500000	863.000000
205.000000	843.000000
205.500000	823.000000
206.000000	864.000000
206.500000	894.000000
207.000000	798.000000
207.500000	867.000000
208.000000	908.000000
208.500000	912.000000
209.000000	899.000000
209.500000	934.000000
210.000000	921.000000
210.500000	1014.000000
211.000000	938.000000
211.500000	914.000000
212.000000	912.000000
212.500000	1013.000000
213.000000	979.000000
213.500000	979.000000
214.000000	1032.000000
214.500000	1016.000000
215.000000	1031.000000
215.500000	1065.000000
216.000000	1036.000000
216.500000	1000.000000
217.000000	1073.000000
217.500000	1095.000000
218.000000	1124.000000
218.500000	1118.000000
219.000000	1112.000000
219.500000	1141.000000
220.000000	1156.000000
220.500000	1224.000000
221.000000	1152.000000
221.500000	1161.000000
222.000000	1090.000000
222.500000	1128.000000
223.000000	1150.000000
223.500000	1177.000000
224.000000	1161.000000
224.500000	1205.000000
225.000000	1178.000000
225.500000	1218.000000
226.000000	1199.000000
226.500000	1217.000000
227.000000	1128.000000
227.500000	1106.000000
228.000000	1196.000000
228.500000	1209.000000
229.000000	1209.000000
229.500000	1193.000000
230.000000	1216.000000
230.500000	1155.000000
231.000000	1174.000000
231.500000	1216.000000
232.000000	1295.000000
232.500000	1254.000000
233.000000	1224.000000
233.500000	1241.000000
234.000000	1223.000000
234.500000	1223.000000
235.000000	1227.000000
235.500000	1242.000000
236.000000	1214.000000
236.500000	1287.000000
237.000000	1218.000000
237.500000	1229.000000
238.000000	1281.000000
238.500000	1225.000000
239.000000	1246.000000
239.500000	1329.000000
240.000000	1241.000000
240.500000	1284.000000
241.000000	1293.000000
241.500000	1314.000000
242.000000	1386.000000
242.500000	1346.000000
243.000000	1294.000000
243.500000	1382.000000
244.000000	1340.000000
244.500000	1321.000000
245.000000	1354.000000
245.500000	1299.000000
246.000000	1389.000000
246.500000	1335.000000
247.000000	1352.000000
247.500000	1305.000000
248.000000	1308.000000
248.500000	1278.000000
249.000000	1306.000000
249.500000	1356.000000
250.000000	1322.000000
250.500000	1336.000000
251.000000	1331.000000
251.500000	1324.000000
252.000000	1368.000000
252.500000	1369.000000
253.000000	1335.000000
253.500000	1342.000000
254.000000	1342.000000
254.500000	1333.000000
255.000000	1356.000000
255.500000	1369.000000
256.000000	1342.000000
256.500000	1281.000000
257.000000	1391.000000
257.500000	1296.000000
258.000000	1379.000000
258.500000	1320.000000
259.000000	1397.000000
259.500000	1295.000000
260.000000	1345.000000
260.500000	1339.000000
261.000000	1387.000000
261.500000	1393.000000
262.000000	1450.000000
262.500000	1435.000000
263.000000	1454.000000
263.500000	1461.000000
264.000000	1370.000000
264.500000	1422.000000
265.000000	1390.000000
265.500000	1373.000000
266.000000	1354.000000
266.500000	1468.000000
267.000000	1393.000000
267.500000	1411.000000
268.000000	1418.000000
268.500000	1376.000000
269.000000	1366.000000
269.500000	1404.000000
270.000000	1411.000000
270.500000	1403.000000
271.000000	1443.000000
271.500000	1420.000000
272.000000	1404.000000
272.500000	1422.000000
273.000000	1484.000000
273.500000	1421.000000
274.000000	1404.000000
274.500000	1394.000000
275.000000	1378.000000
275.500000	1421.000000
276.000000	1416.000000
276.500000	1429.000000
277.000000	1463.000000
277.500000	1338.000000
278.000000	1445.000000
278.500000	1417.000000
279.000000	1404.000000
279.500000	1473.000000
280.000000	1408.000000
280.500000	1441.000000
281.000000	1392.000000
281.500000	1399.000000
282.000000	1312.000000
282.500000	1377.000000
283.000000	1326.000000
283.500000	1291.000000
284.000000	1322.000000
284.500000	1335.000000
285.000000	1209.000000
285.500000	1229.000000
286.000000	1220.000000
286.500000	1223.000000
287.000000	1203.000000
287.500000	1158.000000
288.000000	1192.000000
288.500000	1176.000000
289.000000	1172.000000
289.500000	1128.000000
290.000000	1153.000000
290.500000	1168.000000
291.000000	1139.000000
291.500000	1145.000000
292.000000	1075.000000
292.500000	1057.000000
293.000000	1044.000000
293.500000	992.000000
294.000000	1027.000000
294.500000	964.000000
295.000000	959.000000
295.500000	859.000000
296.000000	913.000000
296.500000	836.000000
297.000000	850.000000
297.500000	797.000000
298.000000	750.000000
298.500000	767.000000
299.000000	709.000000
299.500000	700.000000
300.000000	645.000000
300.500000	630.000000
301.000000	600.000000
301.500000	546.000000
302.000000	524.000000
302.500000	505.000000
303.000000	494.000000
303.500000	480.000000
304.000000	439.000000
304.500000	417.000000
305.000000	373.000000
305.500000	351.000000
306.000000	319.000000
306.500000	321.000000
307.000000	337.000000
307.500000	299.000000
308.000000	243.000000
308.500000	247.000000
309.000000	243.000000
309.500000	197.000000
310.000000	171.000000
310.500000	152.000000
311.000000	139.000000
311.500000	125.000000
312.000000	124.000000
312.500000	106.000000
313.000000	93.000000
313.500000	72.000000
314.000000	77.000000
314.500000	87.000000
315.000000	75.000000
315.500000	49.000000
316.000000	44.000000
316.500000	44.000000
317.000000	35.000000
317.500000	36.000000
318.000000	37.000000
318.500000	34.000000
319.000000	31.000000
319.500000	35.000000
320.000000	35.000000
