Data: mercoledì 10 giugno 2020	Ora: 15:31
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_EELS	
pass energy/rall 1: 0.00	pass energy/rall 2: 2.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 88.00	Max (eV): 93.50	Step (eV): 0.02	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 93.50
polar angle (deg): 255.00	X axis (mm): 580.00
*******************  R66 parameters ********************
Step in ch_x_eV: 50	Ch x eV @ Ep=1eV: 5236
binned channels: 53	same region acquisitions: 9
******************************************************
Acq. time (s):  0.50	Number of scans:  7	Total acq. time (s):  3.50
******************************************************
87.933537	0.288410
87.953782	0.215633
87.974026	0.253369
87.994270	0.223720
88.014515	0.220126
88.034759	0.224875
88.055004	0.218233
88.075248	0.220126
88.095493	0.215933
88.115737	0.234426
88.135982	0.221548
88.156226	0.206948
88.176471	0.203429
88.196715	0.192797
88.216960	0.211890
88.237204	0.218254
88.257448	0.195343
88.277693	0.201557
88.297937	0.202306
88.318182	0.203205
88.338426	0.223645
88.358671	0.219302
88.378915	0.196840
88.399160	0.212414
88.419404	0.224618
88.439649	0.215184
88.459893	0.209194
88.480138	0.188005
88.500382	0.215409
88.520626	0.203878
88.540871	0.192722
88.561115	0.206424
88.581360	0.215034
88.601604	0.205151
88.621849	0.201857
88.642093	0.208296
88.662338	0.213237
88.682582	0.202231
88.702827	0.210093
88.723071	0.188904
88.743316	0.225966
88.763560	0.220051
88.783804	0.198937
88.804049	0.216382
88.824293	0.207173
88.844538	0.208895
88.864782	0.205750
88.885027	0.215109
88.905271	0.211366
88.925516	0.216382
88.945760	0.204852
88.966005	0.214136
88.986249	0.203130
89.006494	0.200958
89.026738	0.225292
89.046982	0.209494
89.067227	0.205750
89.087471	0.225891
89.107716	0.213387
89.127960	0.237496
89.148205	0.219078
89.168449	0.213836
89.188694	0.191824
89.208938	0.210168
89.229183	0.226565
89.249427	0.207697
89.269672	0.218703
89.289916	0.223645
89.310160	0.198488
89.330405	0.208146
89.350649	0.202231
89.370894	0.219452
89.391138	0.227388
89.411383	0.228062
89.431627	0.222597
89.451872	0.217131
89.472116	0.215783
89.492361	0.227838
89.512605	0.203130
89.532850	0.225217
89.553094	0.224094
89.573338	0.231432
89.593583	0.226565
89.613827	0.241165
89.634072	0.219152
89.654316	0.250000
89.674561	0.220500
89.694805	0.229859
89.715050	0.245807
89.735294	0.215933
89.755539	0.243411
89.775783	0.228661
89.796028	0.235400
89.816272	0.221099
89.836516	0.228586
89.856761	0.231956
89.877005	0.236673
89.897250	0.240866
89.917494	0.239069
89.937739	0.234501
89.957983	0.242438
89.978228	0.252695
89.998472	0.237421
90.018717	0.254043
90.038961	0.245508
90.059206	0.247379
90.079450	0.248053
90.099694	0.248278
90.119939	0.247679
90.140183	0.229335
90.160428	0.244684
90.180672	0.244684
90.200917	0.255166
90.221161	0.254193
90.241406	0.229709
90.261650	0.255541
90.281895	0.252022
90.302139	0.262953
90.322383	0.265124
90.342628	0.273435
90.362872	0.290955
90.383117	0.265648
90.403361	0.286463
90.423606	0.267445
90.443850	0.304807
90.464095	0.266247
90.484339	0.273211
90.504584	0.312444
90.524828	0.297170
90.545073	0.281596
90.565317	0.297619
90.585561	0.278377
90.605806	0.269317
90.626050	0.302935
90.646295	0.301213
90.666539	0.296047
90.686784	0.320156
90.707028	0.300165
90.727273	0.319781
90.747517	0.292902
90.767762	0.315588
90.788006	0.324648
90.808251	0.326071
90.828495	0.340371
90.848739	0.302486
90.868984	0.342842
90.889228	0.337601
90.909473	0.315064
90.929717	0.348832
90.949962	0.349057
90.970206	0.346211
90.990451	0.356918
91.010695	0.344564
91.030940	0.376235
91.051184	0.359539
91.071429	0.365529
91.091673	0.380653
91.111917	0.356768
91.132162	0.392258
91.152406	0.407532
91.172651	0.397424
91.192895	0.390686
91.213140	0.416292
91.233384	0.415019
91.253629	0.397724
91.273873	0.422432
91.294118	0.426550
91.314362	0.412324
91.334607	0.454552
91.354851	0.422731
91.375095	0.446840
91.395340	0.458446
91.415584	0.472746
91.435829	0.467505
91.456073	0.471399
91.476318	0.503444
91.496562	0.482480
91.516807	0.501423
91.537051	0.551737
91.557296	0.516023
91.577540	0.512055
91.597785	0.525082
91.618029	0.501198
91.638273	0.531521
91.658518	0.533768
91.678762	0.565663
91.699007	0.568209
91.719251	0.572627
91.739496	0.626235
91.759740	0.633648
91.779985	0.640985
91.800229	0.628482
91.820474	0.680518
91.840718	0.669587
91.860963	0.674079
91.881207	0.679320
91.901451	0.739593
91.921696	0.740866
91.941940	0.749027
91.962185	0.815289
91.982429	0.790656
92.002674	0.807877
