Data: martedì 16 giugno 2020	Ora: 12:54
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 576.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	5539.000000
201.000000	6075.000000
202.000000	7350.000000
203.000000	8158.000000
204.000000	9233.000000
205.000000	10070.000000
206.000000	11423.000000
207.000000	12376.000000
208.000000	13884.000000
209.000000	15189.000000
210.000000	15841.000000
211.000000	16851.000000
212.000000	17733.000000
213.000000	19092.000000
214.000000	19783.000000
215.000000	21251.000000
216.000000	22172.000000
217.000000	22502.000000
218.000000	23667.000000
219.000000	24191.000000
220.000000	25033.000000
221.000000	26229.000000
222.000000	25649.000000
223.000000	26459.000000
224.000000	27519.000000
225.000000	28320.000000
226.000000	29081.000000
227.000000	30393.000000
228.000000	30320.000000
229.000000	30835.000000
230.000000	31612.000000
231.000000	32698.000000
232.000000	33694.000000
233.000000	33935.000000
234.000000	34819.000000
235.000000	35026.000000
236.000000	35988.000000
237.000000	36473.000000
238.000000	36265.000000
239.000000	36600.000000
240.000000	37442.000000
241.000000	37689.000000
242.000000	38261.000000
243.000000	38439.000000
244.000000	39182.000000
245.000000	39499.000000
246.000000	39727.000000
247.000000	40238.000000
248.000000	40764.000000
249.000000	41487.000000
250.000000	41594.000000
251.000000	42105.000000
252.000000	42330.000000
253.000000	42183.000000
254.000000	43160.000000
255.000000	43195.000000
256.000000	43308.000000
257.000000	43449.000000
258.000000	43583.000000
259.000000	43793.000000
260.000000	44697.000000
261.000000	44887.000000
262.000000	45358.000000
263.000000	45340.000000
264.000000	44981.000000
265.000000	45714.000000
266.000000	45706.000000
267.000000	45980.000000
268.000000	45951.000000
269.000000	46127.000000
270.000000	46207.000000
271.000000	46164.000000
272.000000	46137.000000
273.000000	46264.000000
274.000000	46133.000000
275.000000	45913.000000
276.000000	46411.000000
277.000000	46365.000000
278.000000	45903.000000
279.000000	45501.000000
280.000000	45705.000000
281.000000	45468.000000
282.000000	45359.000000
283.000000	44750.000000
284.000000	44327.000000
285.000000	44170.000000
286.000000	43391.000000
287.000000	42814.000000
288.000000	42828.000000
289.000000	41714.000000
290.000000	41263.000000
291.000000	41219.000000
292.000000	40106.000000
293.000000	39398.000000
294.000000	37983.000000
295.000000	36991.000000
296.000000	36276.000000
297.000000	35012.000000
298.000000	34041.000000
299.000000	32480.000000
300.000000	31525.000000
301.000000	30000.000000
302.000000	28581.000000
303.000000	27125.000000
304.000000	25565.000000
305.000000	23735.000000
306.000000	22610.000000
307.000000	20547.000000
308.000000	18815.000000
309.000000	17076.000000
310.000000	15163.000000
