Data: venerdì 5 giugno 2020	Ora: 15:22
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 320.00	Step (eV): 0.50	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 14.50
polar angle (deg): 320.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	808.000000
200.500000	925.000000
201.000000	912.000000
201.500000	870.000000
202.000000	924.000000
202.500000	994.000000
203.000000	948.000000
203.500000	970.000000
204.000000	1000.000000
204.500000	974.000000
205.000000	997.000000
205.500000	992.000000
206.000000	1022.000000
206.500000	1036.000000
207.000000	1030.000000
207.500000	1092.000000
208.000000	1078.000000
208.500000	1064.000000
209.000000	1054.000000
209.500000	1075.000000
210.000000	1103.000000
210.500000	1102.000000
211.000000	1115.000000
211.500000	1176.000000
212.000000	1180.000000
212.500000	1213.000000
213.000000	1219.000000
213.500000	1164.000000
214.000000	1152.000000
214.500000	1109.000000
215.000000	1191.000000
215.500000	1141.000000
216.000000	1123.000000
216.500000	1190.000000
217.000000	1260.000000
217.500000	1195.000000
218.000000	1213.000000
218.500000	1255.000000
219.000000	1244.000000
219.500000	1304.000000
220.000000	1297.000000
220.500000	1369.000000
221.000000	1271.000000
221.500000	1284.000000
222.000000	1273.000000
222.500000	1360.000000
223.000000	1243.000000
223.500000	1296.000000
224.000000	1330.000000
224.500000	1372.000000
225.000000	1310.000000
225.500000	1307.000000
226.000000	1362.000000
226.500000	1349.000000
227.000000	1349.000000
227.500000	1397.000000
228.000000	1321.000000
228.500000	1324.000000
229.000000	1356.000000
229.500000	1285.000000
230.000000	1396.000000
230.500000	1359.000000
231.000000	1352.000000
231.500000	1389.000000
232.000000	1356.000000
232.500000	1368.000000
233.000000	1377.000000
233.500000	1346.000000
234.000000	1365.000000
234.500000	1347.000000
235.000000	1394.000000
235.500000	1407.000000
236.000000	1430.000000
236.500000	1352.000000
237.000000	1359.000000
237.500000	1396.000000
238.000000	1352.000000
238.500000	1432.000000
239.000000	1341.000000
239.500000	1421.000000
240.000000	1415.000000
240.500000	1413.000000
241.000000	1354.000000
241.500000	1404.000000
242.000000	1425.000000
242.500000	1386.000000
243.000000	1394.000000
243.500000	1358.000000
244.000000	1417.000000
244.500000	1434.000000
245.000000	1461.000000
245.500000	1364.000000
246.000000	1444.000000
246.500000	1438.000000
247.000000	1485.000000
247.500000	1412.000000
248.000000	1447.000000
248.500000	1408.000000
249.000000	1427.000000
249.500000	1448.000000
250.000000	1405.000000
250.500000	1366.000000
251.000000	1448.000000
251.500000	1400.000000
252.000000	1436.000000
252.500000	1452.000000
253.000000	1407.000000
253.500000	1397.000000
254.000000	1405.000000
254.500000	1343.000000
255.000000	1399.000000
255.500000	1343.000000
256.000000	1436.000000
256.500000	1431.000000
257.000000	1447.000000
257.500000	1386.000000
258.000000	1432.000000
258.500000	1345.000000
259.000000	1449.000000
259.500000	1442.000000
260.000000	1459.000000
260.500000	1457.000000
261.000000	1364.000000
261.500000	1467.000000
262.000000	1480.000000
262.500000	1478.000000
263.000000	1449.000000
263.500000	1438.000000
264.000000	1485.000000
264.500000	1456.000000
265.000000	1436.000000
265.500000	1422.000000
266.000000	1462.000000
266.500000	1444.000000
267.000000	1436.000000
267.500000	1465.000000
268.000000	1441.000000
268.500000	1416.000000
269.000000	1513.000000
269.500000	1449.000000
270.000000	1479.000000
270.500000	1500.000000
271.000000	1502.000000
271.500000	1507.000000
272.000000	1454.000000
272.500000	1403.000000
273.000000	1480.000000
273.500000	1382.000000
274.000000	1384.000000
274.500000	1486.000000
275.000000	1408.000000
275.500000	1415.000000
276.000000	1488.000000
276.500000	1425.000000
277.000000	1428.000000
277.500000	1426.000000
278.000000	1445.000000
278.500000	1516.000000
279.000000	1427.000000
279.500000	1446.000000
280.000000	1473.000000
280.500000	1377.000000
281.000000	1447.000000
281.500000	1452.000000
282.000000	1426.000000
282.500000	1463.000000
283.000000	1389.000000
283.500000	1330.000000
284.000000	1253.000000
284.500000	1364.000000
285.000000	1333.000000
285.500000	1320.000000
286.000000	1278.000000
286.500000	1283.000000
287.000000	1324.000000
287.500000	1330.000000
288.000000	1319.000000
288.500000	1295.000000
289.000000	1206.000000
289.500000	1325.000000
290.000000	1234.000000
290.500000	1252.000000
291.000000	1284.000000
291.500000	1219.000000
292.000000	1126.000000
292.500000	1078.000000
293.000000	1142.000000
293.500000	1076.000000
294.000000	1047.000000
294.500000	1108.000000
295.000000	1007.000000
295.500000	1048.000000
296.000000	1015.000000
296.500000	971.000000
297.000000	957.000000
297.500000	905.000000
298.000000	856.000000
298.500000	838.000000
299.000000	825.000000
299.500000	809.000000
300.000000	784.000000
300.500000	768.000000
301.000000	684.000000
301.500000	742.000000
302.000000	658.000000
302.500000	654.000000
303.000000	640.000000
303.500000	597.000000
304.000000	543.000000
304.500000	540.000000
305.000000	499.000000
305.500000	498.000000
306.000000	429.000000
306.500000	453.000000
307.000000	354.000000
307.500000	361.000000
308.000000	317.000000
308.500000	313.000000
309.000000	286.000000
309.500000	275.000000
310.000000	269.000000
310.500000	201.000000
311.000000	197.000000
311.500000	211.000000
312.000000	183.000000
312.500000	150.000000
313.000000	137.000000
313.500000	134.000000
314.000000	142.000000
314.500000	95.000000
315.000000	97.000000
315.500000	96.000000
316.000000	73.000000
316.500000	75.000000
317.000000	58.000000
317.500000	56.000000
318.000000	58.000000
318.500000	47.000000
319.000000	48.000000
319.500000	64.000000
320.000000	52.000000
