Data: martedì 16 giugno 2020	Ora: 13:10
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 576.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	4343.000000
201.000000	4999.000000
202.000000	5727.000000
203.000000	6339.000000
204.000000	7302.000000
205.000000	7669.000000
206.000000	8551.000000
207.000000	9170.000000
208.000000	10286.000000
209.000000	11209.000000
210.000000	11661.000000
211.000000	12897.000000
212.000000	13500.000000
213.000000	14387.000000
214.000000	15008.000000
215.000000	15836.000000
216.000000	16424.000000
217.000000	17120.000000
218.000000	17824.000000
219.000000	18210.000000
220.000000	19111.000000
221.000000	19588.000000
222.000000	20256.000000
223.000000	20809.000000
224.000000	21526.000000
225.000000	22054.000000
226.000000	22560.000000
227.000000	22883.000000
228.000000	23475.000000
229.000000	23632.000000
230.000000	24302.000000
231.000000	25221.000000
232.000000	25667.000000
233.000000	26086.000000
234.000000	26678.000000
235.000000	26953.000000
236.000000	27569.000000
237.000000	27695.000000
238.000000	28089.000000
239.000000	28769.000000
240.000000	29439.000000
241.000000	29601.000000
242.000000	29651.000000
243.000000	29985.000000
244.000000	30685.000000
245.000000	30819.000000
246.000000	31502.000000
247.000000	31539.000000
248.000000	31492.000000
249.000000	31879.000000
250.000000	32251.000000
251.000000	32827.000000
252.000000	33047.000000
253.000000	33069.000000
254.000000	33086.000000
255.000000	33695.000000
256.000000	33955.000000
257.000000	33847.000000
258.000000	34087.000000
259.000000	34347.000000
260.000000	33995.000000
261.000000	34772.000000
262.000000	34252.000000
263.000000	35169.000000
264.000000	35345.000000
265.000000	35191.000000
266.000000	35610.000000
267.000000	35567.000000
268.000000	35835.000000
269.000000	36064.000000
270.000000	36037.000000
271.000000	35800.000000
272.000000	35801.000000
273.000000	35889.000000
274.000000	36061.000000
275.000000	35642.000000
276.000000	35875.000000
277.000000	36054.000000
278.000000	35524.000000
279.000000	35729.000000
280.000000	34883.000000
281.000000	35110.000000
282.000000	34848.000000
283.000000	35155.000000
284.000000	34983.000000
285.000000	34835.000000
286.000000	34576.000000
287.000000	34357.000000
288.000000	33371.000000
289.000000	32445.000000
290.000000	32577.000000
291.000000	32171.000000
292.000000	31259.000000
293.000000	30525.000000
294.000000	29327.000000
295.000000	28199.000000
296.000000	27308.000000
297.000000	25838.000000
298.000000	24922.000000
299.000000	23017.000000
300.000000	21820.000000
301.000000	19999.000000
302.000000	18648.000000
303.000000	17100.000000
304.000000	15813.000000
305.000000	14414.000000
306.000000	13081.000000
307.000000	12508.000000
308.000000	11614.000000
309.000000	11088.000000
310.000000	10719.000000
