Data: martedì 16 giugno 2020	Ora: 16:31
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 250.00	Max (eV): 350.00	Step (eV): 0.50	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 350.00	X axis (mm): 580.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 7	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
250.000000	172.000000
250.500000	188.000000
251.000000	217.000000
251.500000	239.000000
252.000000	244.000000
252.500000	300.000000
253.000000	340.000000
253.500000	367.000000
254.000000	401.000000
254.500000	470.000000
255.000000	504.000000
255.500000	519.000000
256.000000	494.000000
256.500000	517.000000
257.000000	552.000000
257.500000	548.000000
258.000000	596.000000
258.500000	564.000000
259.000000	551.000000
259.500000	561.000000
260.000000	555.000000
260.500000	590.000000
261.000000	621.000000
261.500000	607.000000
262.000000	587.000000
262.500000	575.000000
263.000000	611.000000
263.500000	556.000000
264.000000	587.000000
264.500000	585.000000
265.000000	581.000000
265.500000	549.000000
266.000000	536.000000
266.500000	566.000000
267.000000	581.000000
267.500000	568.000000
268.000000	545.000000
268.500000	618.000000
269.000000	548.000000
269.500000	548.000000
270.000000	570.000000
270.500000	552.000000
271.000000	539.000000
271.500000	517.000000
272.000000	513.000000
272.500000	515.000000
273.000000	511.000000
273.500000	503.000000
274.000000	486.000000
274.500000	485.000000
275.000000	515.000000
275.500000	485.000000
276.000000	512.000000
276.500000	481.000000
277.000000	475.000000
277.500000	494.000000
278.000000	470.000000
278.500000	443.000000
279.000000	484.000000
279.500000	437.000000
280.000000	489.000000
280.500000	455.000000
281.000000	466.000000
281.500000	422.000000
282.000000	469.000000
282.500000	483.000000
283.000000	420.000000
283.500000	426.000000
284.000000	413.000000
284.500000	445.000000
285.000000	411.000000
285.500000	440.000000
286.000000	376.000000
286.500000	403.000000
287.000000	404.000000
287.500000	400.000000
288.000000	405.000000
288.500000	389.000000
289.000000	385.000000
289.500000	357.000000
290.000000	350.000000
290.500000	386.000000
291.000000	421.000000
291.500000	358.000000
292.000000	385.000000
292.500000	342.000000
293.000000	328.000000
293.500000	349.000000
294.000000	343.000000
294.500000	336.000000
295.000000	352.000000
295.500000	369.000000
296.000000	361.000000
296.500000	363.000000
297.000000	331.000000
297.500000	340.000000
298.000000	325.000000
298.500000	315.000000
299.000000	334.000000
299.500000	307.000000
300.000000	317.000000
300.500000	321.000000
301.000000	309.000000
301.500000	298.000000
302.000000	307.000000
302.500000	295.000000
303.000000	283.000000
303.500000	267.000000
304.000000	290.000000
304.500000	260.000000
305.000000	247.000000
305.500000	287.000000
306.000000	264.000000
306.500000	285.000000
307.000000	270.000000
307.500000	252.000000
308.000000	289.000000
308.500000	239.000000
309.000000	248.000000
309.500000	228.000000
310.000000	239.000000
310.500000	234.000000
311.000000	276.000000
311.500000	256.000000
312.000000	246.000000
312.500000	225.000000
313.000000	252.000000
313.500000	215.000000
314.000000	236.000000
314.500000	223.000000
315.000000	226.000000
315.500000	209.000000
316.000000	213.000000
316.500000	196.000000
317.000000	260.000000
317.500000	235.000000
318.000000	230.000000
318.500000	206.000000
319.000000	200.000000
319.500000	199.000000
320.000000	216.000000
320.500000	197.000000
321.000000	195.000000
321.500000	193.000000
322.000000	186.000000
322.500000	180.000000
323.000000	198.000000
323.500000	186.000000
324.000000	201.000000
324.500000	171.000000
325.000000	194.000000
325.500000	159.000000
326.000000	200.000000
326.500000	174.000000
327.000000	193.000000
327.500000	175.000000
328.000000	202.000000
328.500000	157.000000
329.000000	171.000000
329.500000	176.000000
330.000000	170.000000
330.500000	188.000000
331.000000	153.000000
331.500000	150.000000
332.000000	152.000000
332.500000	136.000000
333.000000	142.000000
333.500000	145.000000
334.000000	135.000000
334.500000	142.000000
335.000000	147.000000
335.500000	170.000000
336.000000	134.000000
336.500000	161.000000
337.000000	151.000000
337.500000	131.000000
338.000000	123.000000
338.500000	140.000000
339.000000	125.000000
339.500000	118.000000
340.000000	147.000000
340.500000	125.000000
341.000000	126.000000
341.500000	112.000000
342.000000	120.000000
342.500000	100.000000
343.000000	112.000000
343.500000	119.000000
344.000000	107.000000
344.500000	100.000000
345.000000	66.000000
345.500000	63.000000
346.000000	43.000000
346.500000	37.000000
347.000000	43.000000
347.500000	22.000000
348.000000	18.000000
348.500000	16.000000
349.000000	18.000000
349.500000	12.000000
350.000000	14.000000
