Data: venerdì 12 giugno 2020	Ora: 12:24
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 576.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	3234.000000
201.000000	3743.000000
202.000000	4474.000000
203.000000	5071.000000
204.000000	5713.000000
205.000000	6122.000000
206.000000	6837.000000
207.000000	7546.000000
208.000000	8486.000000
209.000000	9388.000000
210.000000	10232.000000
211.000000	10927.000000
212.000000	11343.000000
213.000000	12005.000000
214.000000	12649.000000
215.000000	13203.000000
216.000000	14103.000000
217.000000	14839.000000
218.000000	15410.000000
219.000000	15817.000000
220.000000	16346.000000
221.000000	17032.000000
222.000000	17554.000000
223.000000	18060.000000
224.000000	18801.000000
225.000000	18929.000000
226.000000	19568.000000
227.000000	19743.000000
228.000000	20420.000000
229.000000	21095.000000
230.000000	21320.000000
231.000000	22066.000000
232.000000	22285.000000
233.000000	22734.000000
234.000000	23165.000000
235.000000	23524.000000
236.000000	23734.000000
237.000000	24305.000000
238.000000	24336.000000
239.000000	24858.000000
240.000000	24963.000000
241.000000	24597.000000
242.000000	25031.000000
243.000000	25741.000000
244.000000	26425.000000
245.000000	27030.000000
246.000000	26906.000000
247.000000	26856.000000
248.000000	27568.000000
249.000000	27277.000000
250.000000	27517.000000
251.000000	27641.000000
252.000000	28082.000000
253.000000	27625.000000
254.000000	27932.000000
255.000000	28183.000000
256.000000	28851.000000
257.000000	29003.000000
258.000000	29148.000000
259.000000	29312.000000
260.000000	29445.000000
261.000000	29002.000000
262.000000	29324.000000
263.000000	29329.000000
264.000000	29710.000000
265.000000	29568.000000
266.000000	29797.000000
267.000000	30046.000000
268.000000	29768.000000
269.000000	29867.000000
270.000000	29894.000000
271.000000	30425.000000
272.000000	30015.000000
273.000000	30524.000000
274.000000	30472.000000
275.000000	30344.000000
276.000000	30407.000000
277.000000	30212.000000
278.000000	30071.000000
279.000000	30099.000000
280.000000	29784.000000
281.000000	29496.000000
282.000000	28964.000000
283.000000	28983.000000
284.000000	28448.000000
285.000000	28011.000000
286.000000	28022.000000
287.000000	27395.000000
288.000000	26751.000000
289.000000	26380.000000
290.000000	25607.000000
291.000000	25115.000000
292.000000	24630.000000
293.000000	23971.000000
294.000000	23593.000000
295.000000	22749.000000
296.000000	21840.000000
297.000000	21445.000000
298.000000	20806.000000
299.000000	20190.000000
300.000000	19768.000000
301.000000	19049.000000
302.000000	18063.000000
303.000000	17388.000000
304.000000	16574.000000
305.000000	15872.000000
306.000000	14955.000000
307.000000	13772.000000
308.000000	12900.000000
309.000000	11838.000000
310.000000	10693.000000
