Data: martedì 16 giugno 2020	Ora: 13:31
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 531.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	9759.000000
201.000000	10264.000000
202.000000	10687.000000
203.000000	11004.000000
204.000000	11629.000000
205.000000	12003.000000
206.000000	12361.000000
207.000000	12942.000000
208.000000	13524.000000
209.000000	13827.000000
210.000000	14550.000000
211.000000	14821.000000
212.000000	15185.000000
213.000000	15355.000000
214.000000	15814.000000
215.000000	16204.000000
216.000000	16684.000000
217.000000	17156.000000
218.000000	17550.000000
219.000000	18286.000000
220.000000	18400.000000
221.000000	18725.000000
222.000000	19150.000000
223.000000	19510.000000
224.000000	19334.000000
225.000000	20100.000000
226.000000	20373.000000
227.000000	20424.000000
228.000000	20931.000000
229.000000	21289.000000
230.000000	21338.000000
231.000000	21501.000000
232.000000	21537.000000
233.000000	22325.000000
234.000000	22410.000000
235.000000	23195.000000
236.000000	23594.000000
237.000000	23796.000000
238.000000	24085.000000
239.000000	24387.000000
240.000000	24487.000000
241.000000	24677.000000
242.000000	25059.000000
243.000000	25411.000000
244.000000	25995.000000
245.000000	26301.000000
246.000000	26576.000000
247.000000	26752.000000
248.000000	26762.000000
249.000000	27503.000000
250.000000	27336.000000
251.000000	27740.000000
252.000000	27976.000000
253.000000	27452.000000
254.000000	28349.000000
255.000000	28411.000000
256.000000	28544.000000
257.000000	28732.000000
258.000000	29154.000000
259.000000	29401.000000
260.000000	29255.000000
261.000000	29307.000000
262.000000	29081.000000
263.000000	29707.000000
264.000000	29419.000000
265.000000	29829.000000
266.000000	29797.000000
267.000000	30389.000000
268.000000	29965.000000
269.000000	30042.000000
270.000000	29965.000000
271.000000	30006.000000
272.000000	30085.000000
273.000000	29900.000000
274.000000	29924.000000
275.000000	29829.000000
276.000000	29372.000000
277.000000	29064.000000
278.000000	29337.000000
279.000000	28640.000000
280.000000	28091.000000
281.000000	28189.000000
282.000000	27761.000000
283.000000	27694.000000
284.000000	27404.000000
285.000000	26995.000000
286.000000	26306.000000
287.000000	25708.000000
288.000000	25253.000000
289.000000	24449.000000
290.000000	23955.000000
291.000000	23596.000000
292.000000	23126.000000
293.000000	22161.000000
294.000000	21511.000000
295.000000	20647.000000
296.000000	20167.000000
297.000000	19679.000000
298.000000	18874.000000
299.000000	18191.000000
300.000000	17397.000000
301.000000	16424.000000
302.000000	15735.000000
303.000000	14480.000000
304.000000	13586.000000
305.000000	12596.000000
306.000000	11981.000000
307.000000	10631.000000
308.000000	9335.000000
309.000000	8272.000000
310.000000	7395.000000
