Data: mercoledì 17 giugno 2020	Ora: 19:15
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 330.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 5.00
polar angle (deg): 330.00	X axis (mm): 580.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	128.000000
201.000000	122.000000
202.000000	121.000000
203.000000	119.000000
204.000000	145.000000
205.000000	197.000000
206.000000	207.000000
207.000000	204.000000
208.000000	209.000000
209.000000	292.000000
210.000000	311.000000
211.000000	353.000000
212.000000	397.000000
213.000000	417.000000
214.000000	509.000000
215.000000	506.000000
216.000000	467.000000
217.000000	588.000000
218.000000	553.000000
219.000000	589.000000
220.000000	589.000000
221.000000	601.000000
222.000000	669.000000
223.000000	695.000000
224.000000	749.000000
225.000000	859.000000
226.000000	888.000000
227.000000	868.000000
228.000000	877.000000
229.000000	970.000000
230.000000	992.000000
231.000000	1060.000000
232.000000	1172.000000
233.000000	1094.000000
234.000000	1134.000000
235.000000	1236.000000
236.000000	1232.000000
237.000000	1303.000000
238.000000	1322.000000
239.000000	1417.000000
240.000000	1326.000000
241.000000	1406.000000
242.000000	1501.000000
243.000000	1409.000000
244.000000	1547.000000
245.000000	1629.000000
246.000000	1679.000000
247.000000	1666.000000
248.000000	1696.000000
249.000000	1665.000000
250.000000	1742.000000
251.000000	1840.000000
252.000000	1864.000000
253.000000	1821.000000
254.000000	1907.000000
255.000000	1887.000000
256.000000	1956.000000
257.000000	1876.000000
258.000000	1928.000000
259.000000	1969.000000
260.000000	2031.000000
261.000000	2016.000000
262.000000	2077.000000
263.000000	2073.000000
264.000000	2054.000000
265.000000	2095.000000
266.000000	2043.000000
267.000000	2130.000000
268.000000	2110.000000
269.000000	2143.000000
270.000000	2108.000000
271.000000	2184.000000
272.000000	2027.000000
273.000000	2100.000000
274.000000	2034.000000
275.000000	2061.000000
276.000000	2049.000000
277.000000	2034.000000
278.000000	2083.000000
279.000000	2037.000000
280.000000	2136.000000
281.000000	1927.000000
282.000000	2013.000000
283.000000	1894.000000
284.000000	1901.000000
285.000000	1927.000000
286.000000	1818.000000
287.000000	1920.000000
288.000000	1740.000000
289.000000	1789.000000
290.000000	1695.000000
291.000000	1722.000000
292.000000	1635.000000
293.000000	1509.000000
294.000000	1457.000000
295.000000	1544.000000
296.000000	1477.000000
297.000000	1417.000000
298.000000	1220.000000
299.000000	1243.000000
300.000000	1201.000000
301.000000	1245.000000
302.000000	1118.000000
303.000000	1170.000000
304.000000	1135.000000
305.000000	1091.000000
306.000000	1047.000000
307.000000	1038.000000
308.000000	934.000000
309.000000	936.000000
310.000000	961.000000
311.000000	899.000000
312.000000	864.000000
313.000000	856.000000
314.000000	776.000000
315.000000	724.000000
316.000000	648.000000
317.000000	550.000000
318.000000	507.000000
319.000000	405.000000
320.000000	321.000000
321.000000	305.000000
322.000000	265.000000
323.000000	259.000000
324.000000	250.000000
325.000000	225.000000
326.000000	196.000000
327.000000	194.000000
328.000000	128.000000
329.000000	100.000000
330.000000	85.000000
