Data: venerdì 12 giugno 2020	Ora: 15:03
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 531.00
*******************  R66 parameters ********************
Step in ch_x_eV: 40	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 11
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	8570.000000
201.000000	9041.000000
202.000000	9174.000000
203.000000	9473.000000
204.000000	9974.000000
205.000000	10267.000000
206.000000	10672.000000
207.000000	10651.000000
208.000000	11257.000000
209.000000	11598.000000
210.000000	11930.000000
211.000000	12254.000000
212.000000	12617.000000
213.000000	13058.000000
214.000000	13294.000000
215.000000	13646.000000
216.000000	14122.000000
217.000000	14052.000000
218.000000	14785.000000
219.000000	15394.000000
220.000000	15724.000000
221.000000	16096.000000
222.000000	16739.000000
223.000000	16824.000000
224.000000	17233.000000
225.000000	17217.000000
226.000000	17514.000000
227.000000	17915.000000
228.000000	18300.000000
229.000000	18579.000000
230.000000	19290.000000
231.000000	19641.000000
232.000000	19872.000000
233.000000	20204.000000
234.000000	20041.000000
235.000000	20312.000000
236.000000	20857.000000
237.000000	21320.000000
238.000000	21007.000000
239.000000	21373.000000
240.000000	21501.000000
241.000000	21797.000000
242.000000	21999.000000
243.000000	22154.000000
244.000000	22579.000000
245.000000	23071.000000
246.000000	23570.000000
247.000000	23727.000000
248.000000	23927.000000
249.000000	24042.000000
250.000000	24329.000000
251.000000	24593.000000
252.000000	24935.000000
253.000000	25017.000000
254.000000	25350.000000
255.000000	25502.000000
256.000000	25045.000000
257.000000	25754.000000
258.000000	25632.000000
259.000000	25779.000000
260.000000	25956.000000
261.000000	25749.000000
262.000000	25748.000000
263.000000	26069.000000
264.000000	25890.000000
265.000000	26176.000000
266.000000	26074.000000
267.000000	26130.000000
268.000000	26157.000000
269.000000	26301.000000
270.000000	26365.000000
271.000000	26196.000000
272.000000	26610.000000
273.000000	26050.000000
274.000000	26012.000000
275.000000	25735.000000
276.000000	26236.000000
277.000000	25892.000000
278.000000	25373.000000
279.000000	25073.000000
280.000000	25172.000000
281.000000	25180.000000
282.000000	24439.000000
283.000000	24286.000000
284.000000	23938.000000
285.000000	23368.000000
286.000000	23151.000000
287.000000	22589.000000
288.000000	22106.000000
289.000000	21362.000000
290.000000	21223.000000
291.000000	20525.000000
292.000000	19687.000000
293.000000	18931.000000
294.000000	18165.000000
295.000000	17352.000000
296.000000	16720.000000
297.000000	15817.000000
298.000000	15295.000000
299.000000	14220.000000
300.000000	13483.000000
301.000000	12481.000000
302.000000	11771.000000
303.000000	10396.000000
304.000000	9650.000000
305.000000	8680.000000
306.000000	7722.000000
307.000000	6892.000000
308.000000	5672.000000
309.000000	5061.000000
310.000000	4271.000000
