Data: martedì 16 giugno 2020	Ora: 12:49
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 576.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	6203.000000
201.000000	7289.000000
202.000000	8199.000000
203.000000	8478.000000
204.000000	9930.000000
205.000000	11205.000000
206.000000	12505.000000
207.000000	13689.000000
208.000000	15101.000000
209.000000	16302.000000
210.000000	17388.000000
211.000000	18474.000000
212.000000	19232.000000
213.000000	20204.000000
214.000000	21722.000000
215.000000	21896.000000
216.000000	23279.000000
217.000000	24256.000000
218.000000	25129.000000
219.000000	25606.000000
220.000000	26745.000000
221.000000	27631.000000
222.000000	28910.000000
223.000000	29710.000000
224.000000	29823.000000
225.000000	30814.000000
226.000000	31491.000000
227.000000	32271.000000
228.000000	33077.000000
229.000000	33923.000000
230.000000	34723.000000
231.000000	35070.000000
232.000000	35677.000000
233.000000	36150.000000
234.000000	36595.000000
235.000000	36614.000000
236.000000	37361.000000
237.000000	38276.000000
238.000000	39182.000000
239.000000	39634.000000
240.000000	40354.000000
241.000000	40902.000000
242.000000	40892.000000
243.000000	41876.000000
244.000000	42148.000000
245.000000	41952.000000
246.000000	42572.000000
247.000000	43025.000000
248.000000	43474.000000
249.000000	44384.000000
250.000000	44669.000000
251.000000	45419.000000
252.000000	45796.000000
253.000000	45560.000000
254.000000	46257.000000
255.000000	46687.000000
256.000000	46350.000000
257.000000	47055.000000
258.000000	47754.000000
259.000000	48037.000000
260.000000	48122.000000
261.000000	48284.000000
262.000000	48343.000000
263.000000	48278.000000
264.000000	48866.000000
265.000000	49156.000000
266.000000	48856.000000
267.000000	49228.000000
268.000000	49478.000000
269.000000	50025.000000
270.000000	50007.000000
271.000000	49988.000000
272.000000	49917.000000
273.000000	50000.000000
274.000000	49980.000000
275.000000	49501.000000
276.000000	49640.000000
277.000000	49323.000000
278.000000	48764.000000
279.000000	48611.000000
280.000000	48318.000000
281.000000	47948.000000
282.000000	47759.000000
283.000000	47557.000000
284.000000	47189.000000
285.000000	46438.000000
286.000000	46258.000000
287.000000	45861.000000
288.000000	44755.000000
289.000000	44612.000000
290.000000	43531.000000
291.000000	42846.000000
292.000000	42146.000000
293.000000	41385.000000
294.000000	39837.000000
295.000000	39390.000000
296.000000	38309.000000
297.000000	37195.000000
298.000000	36597.000000
299.000000	35009.000000
300.000000	33957.000000
301.000000	32502.000000
302.000000	30795.000000
303.000000	29273.000000
304.000000	27688.000000
305.000000	26262.000000
306.000000	24405.000000
307.000000	22600.000000
308.000000	20609.000000
309.000000	18945.000000
310.000000	16721.000000
