Data: venerdì 5 giugno 2020	Ora: 12:46
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1.00	Max (eV): 19.00	Step (eV): 0.05	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 19.05
polar angle (deg): 270.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 21
******************************************************
Acq. time (s):  0.50	Number of scans:  3	Total acq. time (s):  1.50
******************************************************
0.068946	2.242424
0.121467	1.909091
0.173988	2.545455
0.226509	2.383838
0.279030	2.404040
0.331551	2.919192
0.384072	2.984848
0.436593	3.230303
0.489114	3.757576
0.541635	3.581818
0.594156	4.089466
0.646677	4.363636
0.699198	4.669913
0.751719	5.053030
0.804240	5.952020
0.856761	6.383838
0.909282	8.392593
0.961803	10.927273
1.014324	18.024242
1.066845	24.407713
1.119366	35.348485
1.171887	37.080420
1.224408	41.571096
1.276929	38.303363
1.329450	37.705628
1.381971	34.526696
1.434492	34.581818
1.487013	33.914646
1.539534	32.594697
1.592055	34.544786
1.644576	33.143791
1.697097	35.188552
1.749618	34.626617
1.802139	37.444976
1.854660	35.678788
1.907181	38.418182
1.959702	38.901443
2.012223	40.163636
2.064744	42.798268
2.117265	42.518182
2.169786	46.318615
2.222307	44.610245
2.274828	50.645455
2.327349	49.645022
2.379870	52.833333
2.432391	53.932323
2.484912	56.766667
2.537433	58.591631
2.589954	61.136364
2.642475	65.446898
2.694996	65.153247
2.747517	71.339394
2.800038	70.241414
2.852559	75.406061
2.905080	73.520202
2.957601	78.478788
3.010122	78.943146
3.062643	82.103030
3.115164	84.744156
3.167685	83.966667
3.220206	89.403463
3.272727	86.193795
3.325248	92.490909
3.377769	90.742713
3.430290	96.393939
3.482811	96.674170
3.535332	97.942424
3.587853	101.454690
3.640374	101.015152
3.692895	108.441847
3.745416	103.710245
3.797937	111.715152
3.850458	105.398557
3.902979	111.187879
3.955500	106.298557
4.008021	107.233333
4.060542	104.018038
4.113063	97.933333
4.165584	98.115007
4.218105	89.012121
4.270626	91.503608
4.323147	82.185137
4.375668	84.206061
4.428189	76.695238
4.480710	76.775758
4.533231	72.473737
4.585752	71.218182
4.638273	69.066522
4.690794	65.324242
4.743316	65.725108
4.795837	60.703319
4.848358	62.321212
4.900879	56.196104
4.953400	57.475758
5.005921	52.925830
5.058442	53.254545
5.110963	50.829293
5.163484	48.715152
5.216005	48.991775
5.268526	44.757576
5.321047	45.580519
5.373568	42.105051
5.426089	43.309091
5.478610	40.330736
5.531131	39.990909
5.583652	38.051082
5.636173	37.133333
5.688694	36.581962
5.741215	35.087879
5.793736	36.008658
5.846257	33.279509
5.898778	34.681818
5.951299	32.177056
6.003820	33.348485
6.056341	30.921789
6.108862	31.575758
6.161383	31.122078
6.213904	29.554545
6.266425	29.923665
6.318946	28.942424
6.371467	29.589755
6.423988	27.643867
6.476509	29.527273
6.529030	27.820058
6.581551	28.330303
6.634072	27.631890
6.686593	27.575758
6.739114	27.851227
6.791635	26.993939
6.844156	28.020058
6.896677	26.298846
6.949198	27.618182
7.001719	26.235354
7.054240	27.351515
7.106761	26.602309
7.159282	26.981818
7.211803	26.940981
7.264324	25.203030
7.316845	26.920202
7.369366	25.369697
7.421887	26.634488
7.474408	25.153680
7.526929	26.203030
7.579450	24.840404
7.631971	25.593939
7.684492	24.870563
7.737013	24.321212
7.789534	25.042280
7.842055	23.384848
7.894576	24.202165
7.947097	23.021212
7.999618	23.621212
8.052139	22.484704
8.104660	22.987879
8.157181	22.289899
8.209702	22.187879
8.262223	21.960173
8.314744	20.706061
8.367265	21.728716
8.419786	20.357576
8.472307	20.917027
8.524828	19.930592
8.577349	20.557576
8.629870	19.635642
8.682391	19.969697
8.734912	19.666089
8.787433	18.866667
8.839954	19.203608
8.892475	18.275758
8.944996	18.604329
8.997517	17.969841
9.050038	18.596970
9.102559	17.311688
9.155080	18.169697
9.207601	17.197114
9.260122	17.309091
9.312643	16.973593
9.365164	16.927273
9.417685	17.206061
9.470206	16.063636
9.522727	17.250505
9.575248	15.532323
9.627769	16.318182
9.680290	15.386147
9.732811	15.636364
9.785332	15.653680
9.837853	14.581818
9.890374	15.082828
9.942895	14.566667
9.995416	14.934632
10.047937	14.226407
10.100458	14.693939
10.152979	13.516595
10.205500	14.278788
10.258021	13.571429
10.310542	13.469697
10.363063	13.442713
10.415584	12.545455
10.468105	13.107504
10.520626	12.812121
10.573147	12.900722
10.625668	12.367821
10.678189	12.515152
10.730710	12.203608
10.783231	12.118182
10.835752	12.208225
10.888273	11.857576
10.940794	11.528716
10.993316	11.172727
11.045837	11.711255
11.098358	11.026696
11.150879	11.700000
11.203400	10.859307
11.255921	11.212121
11.308442	10.744444
11.360963	10.584848
11.413484	10.830736
11.466005	10.218182
11.518526	10.416739
11.571047	9.869697
11.623568	10.017893
11.676089	9.459885
11.728610	9.833333
11.781131	9.252237
11.833652	9.466667
11.886173	9.346753
11.938694	8.790909
11.991215	9.302453
12.043736	8.460606
12.096257	9.161905
12.148778	8.503608
12.201299	8.539394
12.253820	8.149495
12.306341	8.233333
12.358862	7.634055
12.411383	8.021212
12.463904	7.732179
12.516425	7.363636
12.568946	7.647908
12.621467	7.251515
12.673988	6.958730
12.726509	6.710678
12.779030	6.654545
12.831551	6.665945
12.884072	6.533333
12.936593	6.521068
12.989114	6.057576
13.041635	6.179942
13.094156	5.784848
13.146677	5.935354
13.199198	5.752525
13.251719	5.521212
13.304240	5.456421
13.356761	5.187879
13.409282	5.217749
13.461803	4.990909
13.514324	4.931602
13.566845	4.796970
13.619366	5.161472
13.671887	4.693939
13.724408	4.660173
13.776929	4.649206
13.829450	4.772727
13.881971	4.624964
13.934492	4.369697
13.987013	4.693074
14.039534	4.278788
14.092055	4.534632
14.144576	4.324242
14.197097	4.729149
14.249618	4.181674
14.302139	4.490909
14.354660	4.195238
14.407181	4.469697
14.459702	4.389466
14.512223	4.106061
14.564744	4.105339
14.617265	4.036364
14.669786	4.046753
14.722307	3.654545
14.774828	3.935354
14.827349	3.532035
14.879870	3.348485
14.932391	3.404618
14.984912	3.042424
15.037433	3.070563
15.089954	2.733333
15.142475	2.724964
15.194996	2.551515
15.247517	2.395960
15.300038	2.372583
15.352559	2.266667
15.405080	2.096248
15.457601	2.084848
15.510122	1.803030
15.562643	1.718182
15.615164	1.750361
15.667685	1.669697
15.720206	1.710101
15.772727	1.518182
15.825248	1.683838
15.877769	1.452814
15.930290	1.506061
15.982811	1.350361
16.035332	1.296970
16.087853	1.311688
16.140374	1.239394
16.192895	1.174459
16.245416	1.133333
16.297937	1.020635
16.350458	1.088889
16.402979	0.939394
16.455500	0.946898
16.508021	0.909091
16.560542	0.901587
16.613063	0.778788
16.665584	0.884127
16.718105	0.800000
16.770626	0.745743
16.823147	0.696970
16.875668	0.674892
16.928189	0.588745
16.980710	0.503030
17.033231	0.476190
17.085752	0.424242
17.138273	0.452814
17.190794	0.345455
17.243316	0.332468
17.295837	0.312121
17.348358	0.277489
17.400879	0.232468
17.453400	0.221212
17.505921	0.141991
17.558442	0.096970
17.610963	0.087590
17.663484	0.115152
17.716005	0.072583
17.768526	0.090909
17.821047	0.096681
17.873568	0.063636
17.926089	0.033189
17.978610	0.054545
18.031131	0.054545
18.083652	0.042136
18.136173	0.021212
18.188694	0.052951
18.241215	0.035088
18.293736	0.049265
18.346257	0.037037
18.398778	0.049317
18.451299	0.046346
18.503820	0.037879
18.556341	0.041667
18.608862	0.028283
18.661383	0.012410
18.713904	0.038961
18.766425	0.035964
18.818946	0.023310
18.871467	0.040016
18.923988	0.035354
18.976509	0.027548
19.029030	0.038567
19.081551	0.048485
19.134072	0.006061
19.186593	0.047138
19.239114	0.034512
19.291635	0.022727
19.344156	0.024892
19.396677	0.017316
19.449198	0.020202
19.501719	0.020202
19.554240	0.024242
19.606761	0.024242
19.659282	0.015152
19.711803	0.030303
19.764324	0.000000
19.816845	0.040404
19.869366	0.000000
19.921887	0.000000
19.974408	0.000000
