Data: martedì 16 giugno 2020	Ora: 16:22
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 942.00	Max (eV): 958.00	Step (eV): 0.05	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 958.04
polar angle (deg): 266.00	X axis (mm): 580.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 7	same region acquisitions: 41
******************************************************
Acq. time (s):  0.50	Number of scans:  10	Total acq. time (s):  5.00
******************************************************
940.495034	0.200000
940.548510	0.400000
940.601986	0.238095
940.655462	0.371429
940.708938	0.304762
940.762414	0.318571
940.815890	0.257143
940.869366	0.268571
940.922842	0.308163
940.976318	0.285714
941.029794	0.285714
941.083270	0.268651
941.136746	0.261905
941.190222	0.280000
941.243697	0.326494
941.297173	0.349134
941.350649	0.259524
941.404125	0.259707
941.457601	0.232653
941.511077	0.302041
941.564553	0.316190
941.618029	0.298810
941.671505	0.262500
941.724981	0.309244
941.778457	0.255369
941.831933	0.251963
941.885409	0.273684
941.938885	0.280000
941.992361	0.254490
942.045837	0.288435
942.099312	0.215584
942.152788	0.251779
942.206264	0.270652
942.259740	0.260714
942.313216	0.273810
942.366692	0.290374
942.420168	0.259341
942.473644	0.285063
942.527120	0.281557
942.580596	0.271429
942.634072	0.259113
942.687548	0.262102
942.741024	0.269985
942.794500	0.287558
942.847976	0.277304
942.901451	0.267073
942.954927	0.249351
943.008403	0.300509
943.061879	0.282209
943.115355	0.246531
943.168831	0.280159
943.222307	0.261047
943.275783	0.266125
943.329259	0.257895
943.382735	0.269616
943.436211	0.271795
943.489687	0.272143
943.543163	0.269774
943.596639	0.256812
943.650115	0.310000
943.703591	0.290366
943.757066	0.287230
943.810542	0.278990
943.864018	0.277143
943.917494	0.296603
943.970970	0.261324
944.024446	0.281429
944.077922	0.276132
944.131398	0.269599
944.184874	0.250714
944.238350	0.286725
944.291826	0.256969
944.345302	0.258310
944.398778	0.285000
944.452254	0.288136
944.505730	0.267073
944.559206	0.282143
944.612681	0.273449
944.666157	0.286882
944.719633	0.275714
944.773109	0.296028
944.826585	0.276847
944.880061	0.264843
944.933537	0.282857
944.987013	0.250418
945.040489	0.296899
945.093965	0.254286
945.147441	0.283432
945.200917	0.316551
945.254393	0.262143
945.307869	0.254686
945.361345	0.280348
945.414820	0.278833
945.468296	0.308571
945.521772	0.293258
945.575248	0.279634
945.628724	0.274286
945.682200	0.310366
945.735676	0.273937
945.789152	0.290714
945.842628	0.296220
945.896104	0.291829
945.949580	0.288293
946.003056	0.300714
946.056532	0.266028
946.110008	0.311707
946.163484	0.290714
946.216960	0.304443
946.270435	0.282631
946.323911	0.304286
946.377387	0.283885
946.430863	0.299634
946.484339	0.300836
946.537815	0.291429
946.591291	0.288659
946.644767	0.293258
946.698243	0.284286
946.751719	0.281969
946.805195	0.316045
946.858671	0.286429
946.912147	0.307648
946.965623	0.293171
947.019099	0.314059
947.072574	0.322857
947.126050	0.330314
947.179526	0.287265
947.233002	0.290000
947.286478	0.320314
947.339954	0.291167
947.393430	0.332143
947.446906	0.279251
947.500382	0.323345
947.553858	0.327038
947.607334	0.317857
947.660810	0.335714
947.714286	0.321010
947.767762	0.311429
947.821238	0.325383
947.874714	0.347334
947.928189	0.312143
947.981665	0.363833
948.035141	0.342404
948.088617	0.344547
948.142093	0.365000
948.195569	0.351080
948.249045	0.396498
948.302521	0.362857
948.355997	0.340017
948.409473	0.400662
948.462949	0.372143
948.516425	0.360296
948.569901	0.374321
948.623377	0.404233
948.676853	0.411429
948.730328	0.415035
948.783804	0.447805
948.837280	0.464286
948.890756	0.430192
948.944232	0.467160
948.997708	0.454286
949.051184	0.480523
949.104660	0.522596
949.158136	0.502997
949.211612	0.525714
949.265088	0.567892
949.318564	0.608693
949.372040	0.601429
949.425516	0.661272
949.478992	0.644077
949.532468	0.710000
949.585943	0.716916
949.639419	0.751533
949.692895	0.791446
949.746371	0.803571
949.799847	0.872735
949.853323	0.862038
949.906799	0.855714
949.960275	0.959965
950.013751	0.949582
950.067227	0.933571
950.120703	1.003972
950.174179	0.961498
950.227655	0.938101
950.281131	1.032857
950.334607	1.017578
950.388083	0.969617
950.441558	0.977143
