Data: mercoledì 3 giugno 2020	Ora: 12:09
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 25.00	
******************************************************
Scansione:    energia analizzata
Min (eV): 1.00	Max (eV): 19.00	Step (eV): 0.05	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 19.00
polar angle (deg): 270.00	X axis (mm): 526.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 11	same region acquisitions: 41
******************************************************
Acq. time (s):  0.50	Number of scans:  2	Total acq. time (s):  1.00
******************************************************
0.068946	0.000000
0.121467	0.000000
0.173988	0.000000
0.226509	0.040909
0.279030	0.051515
0.331551	0.028139
0.384072	0.069805
0.436593	0.084596
0.489114	0.055556
0.541635	0.057851
0.594156	0.068182
0.646677	0.095904
0.699198	0.050649
0.751719	0.101894
0.804240	0.049799
0.856761	0.112894
0.909282	0.107124
0.961803	0.096172
1.014324	0.126407
1.066845	0.190673
1.119366	0.141963
1.171887	0.181212
1.224408	0.164755
1.276929	0.186739
1.329450	0.184824
1.381971	0.238804
1.434492	0.273250
1.487013	0.286804
1.539534	0.319923
1.592055	0.425275
1.644576	0.458060
1.697097	0.426407
1.749618	0.621349
1.802139	0.594077
1.854660	0.617041
1.907181	0.790967
1.959702	0.754989
2.012223	0.900111
2.064744	1.081984
2.117265	1.027550
2.169786	1.211031
2.222307	1.247506
2.274828	1.444180
2.327349	1.509978
2.379870	1.598559
2.432391	1.744290
2.484912	1.870565
2.537433	1.963359
2.589954	2.133149
2.642475	2.246840
2.694996	2.256153
2.747517	2.448226
2.800038	2.467517
2.852559	2.570122
2.905080	2.779379
2.957601	2.747894
3.010122	2.891408
3.062643	2.986585
3.115164	3.179324
3.167685	3.288027
3.220206	3.433592
3.272727	3.325942
3.325248	3.578381
3.377769	3.700000
3.430290	3.804268
3.482811	3.864523
3.535332	4.020676
3.587853	3.995565
3.640374	4.205820
3.692895	4.083592
3.745416	4.012639
3.797937	4.219845
3.850458	4.209091
3.902979	4.251608
3.955500	4.213747
4.008021	4.032095
4.060542	4.134202
4.113063	4.181319
4.165584	4.215078
4.218105	4.242849
4.270626	3.987528
4.323147	4.018514
4.375668	3.940687
4.428189	3.854767
4.480710	3.885643
4.533231	3.877494
4.585752	3.751718
4.638273	3.575055
4.690794	3.462805
4.743316	3.374002
4.795837	3.374723
4.848358	3.319789
4.900879	3.379435
4.953400	3.319900
5.005921	3.054435
5.058442	2.978049
5.110963	3.015022
5.163484	2.842239
5.216005	2.663858
5.268526	2.650443
5.321047	2.598614
5.373568	2.555876
5.426089	2.430820
5.478610	2.368570
5.531131	2.380377
5.583652	2.137306
5.636173	2.124224
5.688694	2.126330
5.741215	2.093071
5.793736	2.048725
5.846257	1.934645
5.898778	1.739302
5.951299	1.931984
6.003820	1.728326
6.056341	1.704878
6.108862	1.583315
6.161383	1.600554
6.213904	1.549113
6.266425	1.624169
6.318946	1.660200
6.371467	1.509812
6.423988	1.505931
6.476509	1.378104
6.529030	1.406596
6.581551	1.252106
6.634072	1.428271
6.686593	1.387805
6.739114	1.344013
6.791635	1.335421
6.844156	1.208758
6.896677	1.284146
6.949198	1.249446
7.001719	1.181874
7.054240	1.145732
7.106761	1.183204
7.159282	1.043459
7.211803	1.051996
7.264324	1.066131
7.316845	0.977494
7.369366	1.133869
7.421887	0.952605
7.474408	0.984146
7.526929	0.950942
7.579450	0.981486
7.631971	0.948060
7.684492	0.957151
7.737013	0.877384
7.789534	0.885144
7.842055	0.870621
7.894576	0.879823
7.947097	0.837694
7.999618	0.807539
8.052139	0.852716
8.104660	0.891075
8.157181	0.843625
8.209702	0.727882
8.262223	0.766297
8.314744	0.757761
8.367265	0.798282
8.419786	0.741463
8.472307	0.671896
8.524828	0.730377
8.577349	0.718902
8.629870	0.607373
8.682391	0.632927
8.734912	0.694013
8.787433	0.728049
8.839954	0.682262
8.892475	0.636807
8.944996	0.646175
8.997517	0.617627
9.050038	0.566796
9.102559	0.562805
9.155080	0.571840
9.207601	0.546175
9.260122	0.562749
9.312643	0.605266
9.365164	0.571064
9.417685	0.548780
9.470206	0.528104
9.522727	0.475000
9.575248	0.527993
9.627769	0.525942
9.680290	0.487749
9.732811	0.480710
9.785332	0.444290
9.837853	0.568459
9.890374	0.478714
9.942895	0.464246
9.995416	0.403548
10.047937	0.432151
10.100458	0.478603
10.152979	0.442350
10.205500	0.430710
10.258021	0.462528
10.310542	0.405599
10.363063	0.467295
10.415584	0.426275
10.468105	0.439523
10.520626	0.408149
10.573147	0.425111
10.625668	0.369124
10.678189	0.439800
10.730710	0.337860
10.783231	0.415022
10.835752	0.372173
10.888273	0.369678
10.940794	0.365244
10.993316	0.362528
11.045837	0.412639
11.098358	0.359812
11.150879	0.337971
11.203400	0.328714
11.255921	0.324501
11.308442	0.415299
11.360963	0.346951
11.413484	0.331208
11.466005	0.344734
11.518526	0.303492
11.571047	0.338082
11.623568	0.335089
11.676089	0.299557
11.728610	0.310809
11.781131	0.278880
11.833652	0.292461
11.886173	0.306319
11.938694	0.270011
11.991215	0.253825
12.043736	0.308038
12.096257	0.285532
12.148778	0.303160
12.201299	0.313137
12.253820	0.290299
12.306341	0.278880
12.358862	0.281375
12.411383	0.265299
12.463904	0.260643
12.516425	0.235754
12.568946	0.274667
12.621467	0.262916
12.673988	0.305488
12.726509	0.274335
12.779030	0.267738
12.831551	0.355820
12.884072	0.276497
12.936593	0.237971
12.989114	0.255654
13.041635	0.280987
13.094156	0.226940
13.146677	0.249335
13.199198	0.246674
13.251719	0.233592
13.304240	0.288082
13.356761	0.235976
13.409282	0.229268
13.461803	0.228991
13.514324	0.222284
13.566845	0.265410
13.619366	0.260809
13.671887	0.263137
13.724408	0.199058
13.776929	0.217794
13.829450	0.240521
13.881971	0.222228
13.934492	0.220011
13.987013	0.220011
14.039534	0.204047
14.092055	0.215521
14.144576	0.201718
14.197097	0.231264
14.249618	0.258038
14.302139	0.206319
14.354660	0.231430
14.407181	0.215521
14.459702	0.208703
14.512223	0.228991
14.564744	0.208426
14.617265	0.221840
14.669786	0.195011
14.722307	0.204157
14.774828	0.260532
14.827349	0.233481
14.879870	0.190521
14.932391	0.195177
14.984912	0.197561
15.037433	0.190687
15.089954	0.172395
15.142475	0.174501
15.194996	0.186086
15.247517	0.254047
15.300038	0.165133
15.352559	0.206319
15.405080	0.174557
15.457601	0.215632
15.510122	0.208204
15.562643	0.204157
15.615164	0.210809
15.667685	0.204102
15.720206	0.199501
15.772727	0.187749
15.825248	0.215022
15.877769	0.217517
15.930290	0.208537
15.982811	0.199612
16.035332	0.188304
16.087853	0.206208
16.140374	0.188248
16.192895	0.167738
16.245416	0.149667
16.297937	0.161253
16.350458	0.138082
16.402979	0.176663
16.455500	0.197450
16.508021	0.186086
16.560542	0.217627
16.613063	0.190576
16.665584	0.167794
16.718105	0.158592
16.770626	0.176996
16.823147	0.176940
16.875668	0.138359
16.928189	0.154268
16.980710	0.142849
17.033231	0.215410
17.085752	0.174557
17.138273	0.181430
17.190794	0.149446
17.243316	0.170288
17.295837	0.154157
17.348358	0.156375
17.400879	0.164967
17.453400	0.158814
17.505921	0.149723
17.558442	0.167683
17.610963	0.174612
17.663484	0.151885
17.716005	0.169956
17.768526	0.172284
17.821047	0.140466
17.873568	0.142960
17.926089	0.171563
17.978610	0.174501
18.031131	0.165466
18.083652	0.167424
18.136173	0.173966
18.188694	0.152722
18.241215	0.154655
18.293736	0.197547
18.346257	0.164095
18.398778	0.145357
18.451299	0.150310
18.503820	0.147214
18.556341	0.151829
18.608862	0.161778
18.661383	0.177609
18.713904	0.144393
18.766425	0.163916
18.818946	0.141970
18.871467	0.148715
18.923988	0.156126
18.976509	0.142464
19.029030	0.155742
19.081551	0.149920
19.134072	0.133393
19.186593	0.131684
19.239114	0.123485
19.291635	0.081385
19.344156	0.088412
19.396677	0.156760
19.449198	0.148072
19.501719	0.145455
19.554240	0.165404
19.606761	0.079545
19.659282	0.093074
19.711803	0.142424
19.764324	0.268182
19.816845	0.083333
19.869366	0.030303
19.921887	0.136364
