Data: martedì 9 giugno 2020	Ora: 10:39
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 4.60
polar angle (deg): 310.00	X axis (mm): 577.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	12513.000000
201.000000	12513.000000
202.000000	13325.000000
203.000000	14298.000000
204.000000	15743.000000
205.000000	16338.000000
206.000000	17093.000000
207.000000	18132.000000
208.000000	18936.000000
209.000000	19696.000000
210.000000	20473.000000
211.000000	21240.000000
212.000000	21790.000000
213.000000	22325.000000
214.000000	22952.000000
215.000000	23744.000000
216.000000	24494.000000
217.000000	24938.000000
218.000000	25721.000000
219.000000	26273.000000
220.000000	26981.000000
221.000000	27781.000000
222.000000	28505.000000
223.000000	28405.000000
224.000000	29541.000000
225.000000	29946.000000
226.000000	30252.000000
227.000000	31261.000000
228.000000	31715.000000
229.000000	31998.000000
230.000000	32446.000000
231.000000	32956.000000
232.000000	33159.000000
233.000000	33374.000000
234.000000	33768.000000
235.000000	34444.000000
236.000000	34762.000000
237.000000	35192.000000
238.000000	35400.000000
239.000000	35515.000000
240.000000	35676.000000
241.000000	36375.000000
242.000000	36038.000000
243.000000	37319.000000
244.000000	37482.000000
245.000000	37664.000000
246.000000	38137.000000
247.000000	38310.000000
248.000000	38206.000000
249.000000	38244.000000
250.000000	39101.000000
251.000000	39406.000000
252.000000	39516.000000
253.000000	38994.000000
254.000000	39412.000000
255.000000	39768.000000
256.000000	39887.000000
257.000000	40033.000000
258.000000	39242.000000
259.000000	38931.000000
260.000000	40149.000000
261.000000	39455.000000
262.000000	40287.000000
263.000000	41461.000000
264.000000	40665.000000
265.000000	41325.000000
266.000000	41261.000000
267.000000	42103.000000
268.000000	42666.000000
269.000000	43382.000000
270.000000	43974.000000
271.000000	43884.000000
272.000000	44209.000000
273.000000	44262.000000
274.000000	44112.000000
275.000000	44613.000000
276.000000	44634.000000
277.000000	45179.000000
278.000000	44837.000000
279.000000	45453.000000
280.000000	45362.000000
281.000000	45263.000000
282.000000	45432.000000
283.000000	45853.000000
284.000000	45209.000000
285.000000	45350.000000
286.000000	44756.000000
287.000000	44223.000000
288.000000	43712.000000
289.000000	43797.000000
290.000000	43233.000000
291.000000	42311.000000
292.000000	41862.000000
293.000000	41294.000000
294.000000	40687.000000
295.000000	39958.000000
296.000000	39071.000000
297.000000	38233.000000
298.000000	37317.000000
299.000000	35759.000000
300.000000	34581.000000
301.000000	32901.000000
302.000000	31900.000000
303.000000	29871.000000
304.000000	28256.000000
305.000000	26869.000000
306.000000	25408.000000
307.000000	22968.000000
308.000000	20946.000000
309.000000	19222.000000
310.000000	17131.000000
