Data: venerdì 12 giugno 2020	Ora: 12:28
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 R66_LR_Acc_e2e	
pass energy/rall 1: 0.00	pass energy/rall 2: 45.00	
******************************************************
Scansione:    angolo polare
Min (eV): 200.00	Max (eV): 310.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 15.00
polar angle (deg): 310.00	X axis (mm): 576.00
*******************  R66 parameters ********************
Step in ch_x_eV: 20	Ch x eV @ Ep=1eV: 5236
binned channels: 6	same region acquisitions: 21
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
200.000000	1422.000000
201.000000	1348.000000
202.000000	1400.000000
203.000000	1422.000000
204.000000	1467.000000
205.000000	1612.000000
206.000000	1595.000000
207.000000	1732.000000
208.000000	1772.000000
209.000000	1788.000000
210.000000	1831.000000
211.000000	1898.000000
212.000000	2000.000000
213.000000	2057.000000
214.000000	2129.000000
215.000000	2173.000000
216.000000	2244.000000
217.000000	2221.000000
218.000000	2281.000000
219.000000	2336.000000
220.000000	2389.000000
221.000000	2353.000000
222.000000	2354.000000
223.000000	2406.000000
224.000000	2512.000000
225.000000	2470.000000
226.000000	2603.000000
227.000000	2518.000000
228.000000	2609.000000
229.000000	2676.000000
230.000000	2686.000000
231.000000	2694.000000
232.000000	2752.000000
233.000000	2686.000000
234.000000	2753.000000
235.000000	2727.000000
236.000000	2774.000000
237.000000	2905.000000
238.000000	2870.000000
239.000000	2985.000000
240.000000	2987.000000
241.000000	3023.000000
242.000000	2934.000000
243.000000	3060.000000
244.000000	3093.000000
245.000000	3119.000000
246.000000	3061.000000
247.000000	3050.000000
248.000000	3085.000000
249.000000	3150.000000
250.000000	3082.000000
251.000000	3100.000000
252.000000	2974.000000
253.000000	3083.000000
254.000000	2986.000000
255.000000	3033.000000
256.000000	3010.000000
257.000000	2962.000000
258.000000	3084.000000
259.000000	3108.000000
260.000000	3065.000000
261.000000	3071.000000
262.000000	3058.000000
263.000000	2991.000000
264.000000	2915.000000
265.000000	2957.000000
266.000000	2935.000000
267.000000	3011.000000
268.000000	2916.000000
269.000000	3027.000000
270.000000	2877.000000
271.000000	2883.000000
272.000000	2953.000000
273.000000	2933.000000
274.000000	2938.000000
275.000000	2901.000000
276.000000	2746.000000
277.000000	2679.000000
278.000000	2644.000000
279.000000	2764.000000
280.000000	2623.000000
281.000000	2584.000000
282.000000	2545.000000
283.000000	2529.000000
284.000000	2404.000000
285.000000	2425.000000
286.000000	2309.000000
287.000000	2297.000000
288.000000	2268.000000
289.000000	2151.000000
290.000000	2084.000000
291.000000	2013.000000
292.000000	1883.000000
293.000000	1841.000000
294.000000	1604.000000
295.000000	1569.000000
296.000000	1520.000000
297.000000	1496.000000
298.000000	1315.000000
299.000000	1247.000000
300.000000	1148.000000
301.000000	1070.000000
302.000000	966.000000
303.000000	858.000000
304.000000	816.000000
305.000000	746.000000
306.000000	630.000000
307.000000	564.000000
308.000000	501.000000
309.000000	437.000000
310.000000	327.000000
